70
43 8 65 49 76 90 19 91 25 41 52 83 0 66 49 66 35 14 21 13 55 25 39 33 57 55 86 76 61 37 79 54 9 7 26 84 47 74 76 15 53 5 68 19 72 69 86 7 84 7 72 91 84 11 25 42 18 63 18 79 52 49 86 61 56 12 97 55 38 26 
72 6 66 99 16 11 47 67 25 43 99 86 66 0 98 13 87 16 76 57 48 29 59 86 42 67 98 92 23 88 18 46 32 1 37 48 57 50 49 71 47 10 58 84 55 8 49 94 76 26 3 24 7 62 62 49 30 60 41 53 1 11 51 33 13 40 33 22 91 83 
78 81 50 50 41 23 11 76 69 6 3 51 49 98 0 79 10 42 39 4 47 92 67 50 26 32 90 59 54 33 94 48 72 87 3 98 87 15 74 33 7 76 31 23 37 43 2 0 37 94 4 36 86 23 86 64 56 76 76 10 10 70 10 34 10 14 84 97 81 59 
95 1 18 47 67 35 33 38 89 34 51 62 66 13 79 0 63 12 48 39 23 58 61 33 44 71 99 29 69 80 40 52 20 27 18 84 4 27 50 33 25 62 66 59 60 23 31 23 35 79 14 10 38 76 96 34 47 47 15 68 28 55 20 0 35 90 84 39 17 34 
5 74 84 63 10 78 2 28 53 71 42 16 35 87 10 63 0 22 8 56 91 88 63 63 88 98 54 25 38 23 11 63 18 8 54 23 69 69 8 1 23 24 0 87 30 75 48 70 98 8 78 41 96 42 4 36 40 10 61 30 86 73 93 4 33 0 27 2 69 87 
40 26 20 5 36 95 69 20 80 51 9 49 14 16 42 12 22 0 89 89 59 75 62 53 31 47 53 59 1 74 46 57 18 10 13 1 55 96 85 71 78 76 66 0 16 54 79 92 83 69 81 43 96 96 48 28 43 53 87 45 27 85 54 97 47 67 50 55 63 35 
86 51 37 90 5 64 30 28 21 53 8 19 21 76 39 48 8 89 0 58 94 61 95 48 10 43 15 61 98 30 48 76 24 12 21 18 92 24 43 64 10 86 22 40 29 23 21 48 72 4 6 66 17 1 14 28 96 81 41 46 64 89 23 40 2 96 10 94 20 53 
92 27 96 70 20 58 56 49 95 31 42 4 13 57 4 39 56 89 58 0 75 11 28 50 3 82 46 13 28 18 19 91 0 10 24 23 31 85 19 51 18 19 30 17 88 62 83 86 90 31 24 17 94 4 67 98 86 65 63 15 83 82 6 84 93 83 59 76 20 78 
36 98 69 73 1 30 85 41 59 60 70 4 55 48 47 23 91 59 94 75 0 4 64 68 40 9 3 99 37 75 29 69 13 78 30 21 19 6 64 47 24 86 99 59 6 7 62 25 2 83 7 64 39 23 85 79 85 88 78 74 64 7 43 29 37 26 2 56 32 66 
38 70 57 47 2 10 40 64 65 9 51 53 25 29 92 58 88 75 61 11 4 0 72 77 52 61 3 54 69 87 73 25 95 77 31 63 40 93 45 76 10 62 23 91 70 46 9 5 5 15 70 87 38 94 65 90 7 20 96 76 8 69 53 3 99 85 18 39 30 15 
84 96 82 26 0 35 72 3 64 65 19 63 39 59 67 61 63 62 95 28 64 72 0 13 87 57 50 6 96 81 73 64 73 3 8 57 54 49 1 11 96 13 89 31 11 14 34 51 97 6 88 57 90 98 71 78 55 21 36 3 54 9 20 28 12 28 37 67 29 90 
86 93 56 16 71 54 37 88 72 8 12 17 33 86 50 33 63 53 48 50 68 77 13 0 71 84 15 60 51 97 51 33 75 55 5 84 22 42 79 41 77 33 0 22 78 57 37 0 21 26 11 89 22 31 76 45 15 92 6 19 41 57 4 16 64 9 52 86 4 83 
21 48 96 72 4 37 56 16 46 88 81 27 57 42 26 44 88 31 10 3 40 52 87 71 0 18 98 34 4 2 17 84 83 86 17 39 81 59 32 81 22 3 91 75 97 37 56 88 98 29 85 30 95 39 66 29 9 64 63 65 66 32 50 2 19 19 41 52 78 25 
3 35 13 70 18 99 16 84 19 88 86 65 55 67 32 71 98 47 43 82 9 61 57 84 18 0 89 42 15 19 67 1 71 48 30 99 25 48 86 43 12 3 45 58 14 39 70 7 41 99 14 61 47 54 31 96 65 72 39 33 43 6 34 15 54 16 66 32 64 52 
5 14 44 95 32 30 90 68 78 59 26 2 86 98 90 99 54 53 15 46 3 3 50 15 98 89 0 3 87 70 7 14 98 63 39 84 37 2 93 18 11 53 65 30 8 19 84 11 91 10 54 43 32 55 34 69 10 88 72 50 11 80 16 9 95 7 46 32 62 91 
85 89 91 15 61 95 7 15 32 52 5 57 76 92 59 29 25 59 61 13 99 54 6 60 34 42 3 0 87 31 13 41 56 9 61 12 13 52 3 33 34 5 6 11 92 87 23 96 78 75 24 23 90 85 84 14 40 53 37 80 36 50 21 93 60 82 57 25 86 60 
27 78 64 70 63 57 77 67 64 54 4 27 61 23 54 69 38 1 98 28 37 69 96 51 4 15 87 87 0 86 46 22 7 64 39 91 74 95 98 32 77 32 14 34 56 86 75 94 98 22 70 90 6 48 55 34 86 55 20 49 42 66 23 49 82 14 92 56 9 90 
65 1 63 7 65 12 94 12 84 85 77 98 37 88 33 80 23 74 30 18 75 87 81 97 2 19 70 31 86 0 68 35 72 42 89 96 72 82 48 1 72 23 99 53 55 46 89 74 30 32 65 64 66 74 22 52 13 46 79 60 79 47 47 3 90 89 0 14 71 0 
64 75 49 70 45 61 32 78 74 29 72 96 79 18 94 40 11 46 48 19 29 73 73 51 17 67 7 13 46 68 0 95 30 43 62 79 26 27 68 35 70 90 10 30 30 12 12 23 27 92 94 6 4 65 81 71 78 97 38 6 84 57 53 67 0 15 46 78 42 14 
71 39 23 53 37 84 26 34 90 81 6 85 54 46 48 52 63 57 76 91 69 25 64 33 84 1 14 41 22 35 95 0 89 26 48 84 13 88 96 76 4 0 33 78 12 55 85 43 8 90 64 19 80 42 83 36 73 14 91 83 87 60 6 29 38 6 13 3 95 61 
11 67 67 5 81 55 16 85 23 36 40 75 9 32 72 20 18 18 24 0 13 95 73 75 83 71 98 56 7 72 30 89 0 59 62 27 84 34 94 5 62 51 41 62 40 20 46 65 73 96 30 8 33 6 2 0 73 3 32 43 98 77 92 45 36 6 72 73 40 18 
18 44 35 34 39 29 76 35 36 86 90 89 7 1 87 27 8 10 12 10 78 77 3 55 86 48 63 9 64 42 43 26 59 0 73 3 8 17 71 87 34 34 96 12 31 16 92 28 8 27 9 96 8 68 76 39 15 14 42 35 45 15 85 31 10 58 87 19 76 58 
74 48 84 38 0 1 29 41 51 20 71 74 26 37 3 18 54 13 21 24 30 31 8 5 17 30 39 61 39 89 62 48 62 73 0 96 12 72 67 17 4 64 83 31 70 17 35 67 66 5 6 2 20 61 23 67 78 6 1 14 66 45 8 88 82 58 36 46 30 3 
63 56 66 55 78 86 94 4 85 41 4 87 84 48 98 84 23 1 18 23 21 63 57 84 39 99 84 12 91 96 79 84 27 3 96 0 73 7 88 35 40 98 4 76 80 85 86 30 97 3 34 74 86 83 60 9 66 56 69 95 83 32 40 48 15 84 83 40 43 71 
3 69 55 26 42 16 49 85 39 51 8 38 47 57 87 4 69 55 92 31 19 40 54 22 81 25 37 13 74 72 26 13 84 8 12 73 0 43 35 5 62 40 71 7 84 24 60 38 43 22 60 58 67 15 17 64 36 60 92 50 98 43 40 71 15 14 8 37 58 43 
65 31 80 72 6 98 15 0 23 36 11 99 74 50 15 27 69 96 24 85 6 93 49 42 59 48 2 52 95 82 27 88 34 17 72 7 43 0 36 69 27 50 40 23 84 26 36 82 53 61 72 30 36 10 47 83 12 79 90 50 21 92 35 87 31 34 32 42 28 69 
40 63 12 27 55 70 64 5 61 90 56 83 76 49 74 50 8 85 43 19 64 45 1 79 32 86 93 3 98 48 68 96 94 71 67 88 35 36 0 75 97 24 37 15 41 62 28 94 46 24 36 85 42 23 8 48 93 69 38 57 6 97 33 2 27 64 78 65 26 73 
18 7 83 77 17 84 83 82 13 79 95 35 15 71 33 33 1 71 64 51 47 76 11 41 81 43 18 33 32 1 35 76 5 87 17 35 5 69 75 0 29 69 22 57 59 22 46 97 16 55 25 68 71 50 52 89 54 53 89 24 81 62 87 36 84 33 35 48 71 56 
27 85 86 31 60 66 26 32 77 60 29 68 53 47 7 25 23 78 10 18 24 10 96 77 22 12 11 34 77 72 70 4 62 34 4 40 62 27 97 29 0 23 67 82 61 28 17 40 95 58 8 38 31 90 69 41 56 33 38 74 68 96 90 7 79 82 8 50 19 16 
83 75 9 58 2 18 94 71 79 4 53 73 5 10 76 62 24 76 86 19 86 62 13 33 3 3 53 5 32 23 90 0 51 34 64 98 40 50 24 69 23 0 94 54 20 88 64 26 90 8 23 19 24 68 38 95 92 39 27 67 63 74 1 7 17 62 57 63 26 31 
96 50 98 89 38 6 88 82 7 64 32 26 68 58 31 66 0 66 22 30 99 23 89 0 91 45 65 6 14 99 10 33 41 96 83 4 71 40 37 22 67 94 0 78 24 32 22 71 9 58 96 53 57 96 50 63 65 61 31 50 98 82 40 79 71 35 62 70 23 61 
23 94 52 80 37 56 97 23 2 1 82 3 19 84 23 59 87 0 40 17 59 91 31 22 75 58 30 11 34 53 30 78 62 12 31 76 7 23 15 57 82 54 78 0 1 68 26 83 64 97 97 11 65 93 2 65 12 28 79 2 78 54 2 79 15 64 57 88 71 35 
56 34 75 57 19 30 41 90 57 47 5 60 72 55 37 60 30 16 29 88 6 70 11 78 97 14 8 92 56 55 30 12 40 31 70 80 84 84 41 59 61 20 24 1 0 25 73 98 87 87 37 3 31 29 21 54 89 8 35 37 65 3 32 7 41 66 99 55 3 70 
74 83 0 91 31 30 52 10 76 22 35 77 69 8 43 23 75 54 23 62 7 46 14 57 37 39 19 87 86 46 12 55 20 16 17 85 24 26 62 22 28 88 32 68 25 0 81 51 14 34 86 68 4 77 54 82 9 58 59 48 65 59 62 34 25 33 4 98 81 49 
18 95 70 28 4 91 30 62 91 87 85 65 86 49 2 31 48 79 21 83 62 9 34 37 56 70 84 23 75 89 12 85 46 92 35 86 60 36 28 46 17 64 22 26 73 81 0 79 10 83 86 98 53 0 48 58 91 32 18 81 48 80 49 14 49 71 18 31 96 40 
61 8 60 72 29 60 95 18 62 18 99 28 7 94 0 23 70 92 48 86 25 5 51 0 88 7 11 96 94 74 23 43 65 28 67 30 38 82 94 97 40 26 71 83 98 51 79 0 72 44 13 20 82 18 65 34 24 33 5 61 50 15 26 10 92 14 99 75 99 95 
66 9 21 96 68 25 21 30 57 26 44 78 84 76 37 35 98 83 72 90 2 5 97 21 98 41 91 78 98 30 27 8 73 8 66 97 43 53 46 16 95 90 9 64 87 14 10 72 0 97 29 12 35 69 17 31 53 36 78 60 6 21 11 71 98 41 84 44 11 47 
4 99 59 70 61 7 13 42 12 93 93 84 7 26 94 79 8 69 4 31 83 15 6 26 29 99 10 75 22 32 92 90 96 27 5 3 22 61 24 55 58 8 58 97 87 34 83 44 97 0 43 92 13 83 33 94 73 19 10 7 16 22 43 3 48 6 48 25 18 61 
53 87 8 94 49 71 3 20 57 49 41 32 72 3 4 14 78 81 6 24 7 70 88 11 85 14 54 24 70 65 94 64 30 9 6 34 60 72 36 25 8 23 96 97 37 86 86 13 29 43 0 66 83 39 32 64 97 55 41 81 97 84 30 55 71 29 66 94 24 88 
54 7 90 22 21 8 58 71 16 86 14 35 91 24 36 10 41 43 66 17 64 87 57 89 30 61 43 23 90 64 6 19 8 96 2 74 58 30 85 68 38 19 53 11 3 68 98 20 12 92 66 0 3 72 55 52 17 56 19 8 81 75 75 37 6 58 84 83 36 22 
94 69 16 69 63 17 53 7 29 2 96 89 84 7 86 38 96 96 17 94 39 38 90 22 95 47 32 90 6 66 4 80 33 8 20 86 67 36 42 71 31 24 57 65 31 4 53 82 35 13 83 3 0 54 51 26 67 25 5 15 87 7 63 54 18 95 54 56 1 49 
89 83 90 72 1 6 75 75 21 66 60 48 11 62 23 76 42 96 1 4 23 94 98 31 39 54 55 85 48 74 65 42 6 68 61 83 15 10 23 50 90 68 96 93 29 77 0 18 69 83 39 72 54 0 10 42 29 35 20 46 62 0 94 22 77 34 8 13 88 24 
93 52 98 90 45 14 47 11 41 46 26 52 25 62 86 96 4 48 14 67 85 65 71 76 66 31 34 84 55 22 81 83 2 76 23 60 17 47 8 52 69 38 50 2 21 54 48 65 17 33 32 55 51 10 0 96 9 58 16 93 43 12 54 36 64 81 4 47 38 71 
15 18 64 42 67 55 9 75 76 43 30 68 42 49 64 34 36 28 28 98 79 90 78 45 29 96 69 14 34 52 71 36 0 39 67 9 64 83 48 89 41 95 63 65 54 82 58 34 31 94 64 52 26 42 96 0 3 2 51 29 82 37 21 8 70 10 11 93 66 15 
93 18 3 43 72 6 92 59 93 54 98 13 18 30 56 47 40 43 96 86 85 7 55 15 9 65 10 40 86 13 78 73 73 15 78 66 36 12 93 54 56 92 65 12 89 9 91 24 53 73 97 17 67 29 9 3 0 75 68 81 69 91 56 91 82 91 53 28 13 39 
50 67 42 38 77 45 90 80 19 57 5 54 63 60 76 47 10 53 81 65 88 20 21 92 64 72 88 53 55 46 97 14 3 14 6 56 60 79 69 53 33 39 61 28 8 58 32 33 36 19 55 56 25 35 58 2 75 0 74 50 10 87 70 58 55 94 27 6 89 61 
53 59 55 9 28 2 69 90 60 47 35 26 18 41 76 15 61 87 41 63 78 96 36 6 63 39 72 37 20 79 38 91 32 42 1 69 92 90 38 89 38 27 31 79 35 59 18 5 78 10 41 19 5 20 16 51 68 74 0 55 26 11 72 12 24 44 16 60 6 44 
72 48 68 65 35 15 21 79 57 8 55 41 79 53 10 68 30 45 46 15 74 76 3 19 65 33 50 80 49 60 6 83 43 35 14 95 50 50 57 24 74 67 50 2 37 48 81 61 60 7 81 8 15 46 93 29 81 50 55 0 57 36 48 50 73 35 2 8 81 60 
67 20 5 45 94 9 36 44 4 42 34 52 52 1 10 28 86 27 64 83 64 8 54 41 66 43 11 36 42 79 84 87 98 45 66 83 98 21 6 81 68 63 98 78 65 65 48 50 6 16 97 81 87 62 43 82 69 10 26 57 0 86 1 99 7 15 31 23 93 92 
17 34 56 80 25 63 53 68 34 77 59 74 49 11 70 55 73 85 89 82 7 69 9 57 32 6 80 50 66 47 57 60 77 15 45 32 43 92 97 62 96 74 82 54 3 59 80 15 21 22 84 75 7 0 12 37 91 87 11 36 86 0 16 60 43 52 75 85 93 44 
95 87 43 70 72 52 47 13 47 42 61 26 86 51 10 20 93 54 23 6 43 53 20 4 50 34 16 21 23 47 53 6 92 85 8 40 40 35 33 87 90 1 40 2 32 62 49 26 11 43 30 75 63 94 54 21 56 70 72 48 1 16 0 6 83 33 36 88 54 14 
78 87 25 50 27 64 52 29 27 30 74 80 61 33 34 0 4 97 40 84 29 3 28 16 2 15 9 93 49 3 67 29 45 31 88 48 71 87 2 36 7 7 79 79 7 34 14 10 71 3 55 37 54 22 36 8 91 58 12 50 99 60 6 0 17 58 95 47 94 6 
87 30 92 66 64 92 29 55 22 15 50 15 56 13 10 35 33 47 2 93 37 99 12 64 19 54 95 60 82 90 0 38 36 10 82 15 15 31 27 84 79 17 71 15 41 25 49 92 98 48 71 6 18 77 64 70 82 55 24 73 7 43 83 17 0 2 28 85 28 18 
21 35 79 8 24 53 28 54 99 62 84 0 12 40 14 90 0 67 96 83 26 85 28 9 19 16 7 82 14 89 15 6 6 58 58 84 14 34 64 33 82 62 35 64 66 33 71 14 41 6 29 58 95 34 81 10 91 94 44 35 15 52 33 58 2 0 92 78 42 7 
41 43 91 5 58 51 46 85 64 72 78 19 97 33 84 84 27 50 10 59 2 18 37 52 41 66 46 57 92 0 46 13 72 87 36 83 8 32 78 35 8 57 62 57 99 4 18 99 84 48 66 84 54 8 4 11 53 27 16 2 31 75 36 95 28 92 0 30 87 14 
42 99 47 92 6 60 31 92 14 18 10 6 55 22 97 39 2 55 94 76 56 39 67 86 52 32 32 25 56 14 78 3 73 19 46 40 37 42 65 48 50 63 70 88 55 98 31 75 44 25 94 83 56 13 47 93 28 6 60 8 23 85 88 47 85 78 30 0 35 3 
86 19 59 33 82 51 43 54 74 50 96 51 38 91 81 17 69 63 20 20 32 30 29 4 78 64 62 86 9 71 42 95 40 76 30 43 58 28 26 71 19 26 23 71 3 81 96 99 11 18 24 36 1 88 38 66 13 89 6 81 93 93 54 94 28 42 87 35 0 48 
33 58 55 84 13 73 11 90 25 14 87 2 26 83 59 34 87 35 53 78 66 15 90 83 25 52 91 60 90 0 14 61 18 58 3 71 43 69 73 56 16 31 61 35 70 49 40 95 47 61 88 22 49 24 71 15 39 61 44 60 92 44 14 6 18 7 14 3 48 0 
