60
89 68 55 98 45 31 63 62 48 12 15 69 54 75 6 65 82 0 43 5 73 9 91 95 0 29 90 90 36 11 72 49 61 20 22 60 8 31 45 5 23 60 37 77 7 43 29 42 53 72 99 27 33 90 22 33 20 12 75 56 
30 86 62 14 28 5 41 44 6 7 74 42 62 8 50 4 59 43 0 72 69 3 99 2 45 73 36 65 37 63 74 12 63 32 1 35 64 98 15 80 92 1 19 46 25 35 60 44 32 63 16 1 18 68 56 16 93 44 33 31 
92 31 24 16 28 14 27 80 7 47 79 26 43 7 71 13 23 5 72 0 12 64 81 83 32 89 99 25 33 32 8 93 92 56 15 35 4 25 95 51 98 36 41 76 96 30 80 43 27 27 23 92 91 57 75 75 46 74 53 80 
2 42 27 61 49 98 77 15 74 55 3 18 70 63 85 70 63 73 69 12 0 88 68 95 45 95 70 92 21 75 24 80 89 49 82 58 41 20 32 59 6 9 74 27 28 18 49 77 42 62 5 46 50 26 41 48 21 63 40 43 
65 10 5 61 52 51 86 95 65 6 11 92 75 39 52 9 6 9 3 64 88 0 55 29 25 48 77 98 63 69 41 54 85 16 34 2 74 25 60 4 0 30 40 36 74 3 1 40 68 42 49 46 93 56 27 18 4 56 17 68 
52 51 67 19 86 31 27 11 52 73 31 64 62 15 60 21 72 91 99 81 68 55 0 63 31 50 34 36 7 51 56 84 61 30 47 92 91 63 45 29 92 54 67 51 3 94 84 60 21 10 84 43 85 55 7 16 58 93 4 65 
43 34 62 30 66 18 95 5 47 63 48 77 82 31 4 79 53 95 2 83 95 29 63 0 61 53 60 19 46 64 36 42 77 86 0 72 86 2 58 98 1 74 55 55 10 63 65 39 7 86 42 14 92 37 5 54 42 65 25 89 
93 87 99 78 43 84 66 26 35 4 21 77 3 31 21 73 73 0 45 32 45 25 31 61 0 86 48 39 3 74 80 85 88 64 96 88 99 79 74 89 21 11 80 37 55 78 63 14 42 80 81 44 40 61 38 37 99 39 29 3 
4 15 43 85 74 19 98 37 2 99 98 54 10 5 80 33 51 29 73 89 95 48 50 53 86 0 56 99 96 37 54 61 98 94 66 76 83 59 5 52 26 23 93 9 73 72 0 1 17 5 72 43 91 38 10 42 95 66 41 91 
78 18 84 1 13 80 97 10 99 6 50 58 71 2 54 9 68 90 36 99 70 77 34 60 48 56 0 50 88 53 93 43 1 98 48 95 20 30 24 50 68 6 10 30 81 79 68 80 1 8 96 75 20 8 45 75 78 5 25 18 
39 19 60 39 23 43 14 7 94 57 35 12 86 86 95 70 74 90 65 25 92 98 36 19 39 99 50 0 15 96 60 25 66 73 89 35 87 47 76 79 82 19 92 23 72 86 97 56 1 51 94 73 6 7 69 17 65 40 58 32 
12 56 38 87 16 68 49 13 14 76 23 94 17 66 54 51 40 36 37 33 21 63 7 46 3 96 88 15 0 90 67 69 61 76 23 9 75 13 92 21 82 7 1 19 66 5 79 64 59 96 63 64 59 35 27 29 28 7 64 9 
52 94 26 81 0 18 94 81 59 95 61 26 73 63 94 86 54 11 63 32 75 69 51 64 74 37 53 96 90 0 45 29 89 75 92 53 28 63 40 47 79 0 96 3 61 68 97 28 67 3 58 67 24 52 27 32 73 16 16 5 
50 64 77 39 90 18 81 85 67 24 72 70 15 59 35 20 29 72 74 8 24 41 56 36 80 54 93 60 67 45 0 87 70 30 49 10 61 17 78 56 24 94 82 32 9 11 1 41 89 2 44 70 10 14 27 23 12 16 9 77 
89 2 79 67 38 69 18 84 8 60 95 96 51 53 91 63 14 49 12 93 80 54 84 42 85 61 43 25 69 29 87 0 98 48 75 85 14 32 33 97 68 90 57 49 28 48 40 30 93 24 20 40 52 81 49 47 20 82 53 76 
84 72 84 90 26 45 57 86 4 4 96 19 98 87 42 98 12 61 63 92 89 85 61 77 88 98 1 66 61 89 70 98 0 55 77 35 91 87 88 7 83 90 44 69 49 82 84 8 8 80 9 63 97 1 71 95 95 77 66 19 
82 98 97 18 76 31 18 33 28 51 22 76 88 34 81 14 96 20 32 56 49 16 30 86 64 94 98 73 76 75 30 48 55 0 1 56 70 75 18 10 90 40 33 46 58 77 52 58 6 18 67 67 45 91 73 25 38 79 1 14 
8 32 40 83 3 45 84 64 92 0 72 47 7 90 67 70 39 22 1 15 82 34 47 0 96 66 48 89 23 92 49 75 77 1 0 60 0 76 98 9 42 98 8 49 83 54 67 93 3 43 14 23 38 49 39 24 62 29 0 55 
39 32 92 48 22 49 4 9 86 42 87 85 50 3 76 92 84 60 35 35 58 2 92 72 88 76 95 35 9 53 10 85 35 56 60 0 65 9 97 20 85 72 69 10 8 68 19 98 86 73 96 99 41 16 50 10 76 77 42 18 
63 45 2 89 45 0 53 18 1 71 23 54 61 17 70 74 85 8 64 4 41 74 91 86 99 83 20 87 75 28 61 14 91 70 0 65 0 0 93 83 6 45 98 88 19 76 27 62 72 69 43 42 6 75 52 60 58 73 43 19 
1 53 85 91 68 48 52 48 85 78 39 84 97 78 46 0 57 31 98 25 20 25 63 2 79 59 30 47 13 63 17 32 87 75 76 9 0 0 58 16 13 83 1 2 59 27 11 63 32 81 88 6 99 6 38 92 77 31 43 26 
51 7 46 61 8 49 50 37 87 81 49 23 5 81 27 8 30 45 15 95 32 60 45 58 74 5 24 76 92 40 78 33 88 18 98 97 93 58 0 57 17 7 79 38 95 4 22 10 92 17 57 62 53 62 82 99 5 95 22 32 
68 93 12 98 5 88 35 2 22 29 3 71 18 50 36 33 27 5 80 51 59 4 29 98 89 52 50 79 21 47 56 97 7 10 9 20 83 16 57 0 53 82 28 72 4 60 38 82 67 14 52 39 99 37 68 98 4 44 55 70 
61 78 90 46 46 58 69 34 67 96 91 71 15 70 7 10 35 23 92 98 6 0 92 1 21 26 68 82 82 79 24 68 83 90 42 85 6 13 17 53 0 89 7 85 39 20 40 1 19 30 79 36 72 99 53 3 88 21 42 72 
78 3 92 85 96 7 37 52 42 94 92 17 83 76 29 61 62 60 1 36 9 30 54 74 11 23 6 19 7 0 94 90 90 40 98 72 45 83 7 82 89 0 72 59 98 67 6 37 54 55 95 71 35 94 12 15 94 56 34 19 
43 2 48 97 16 23 28 60 82 54 31 32 46 97 25 99 31 37 19 41 74 40 67 55 80 93 10 92 1 96 82 57 44 33 8 69 98 1 79 28 7 72 0 58 55 29 75 27 98 77 0 23 27 97 83 71 57 10 61 22 
15 80 98 45 9 65 97 58 2 7 86 1 49 98 44 1 74 77 46 76 27 36 51 55 37 9 30 23 19 3 32 49 69 46 49 10 88 2 38 72 85 59 58 0 1 78 95 2 41 85 6 29 76 81 49 15 43 41 64 63 
99 43 41 10 81 33 95 44 9 90 89 42 93 70 32 39 46 7 25 96 28 74 3 10 55 73 81 72 66 61 9 28 49 58 83 8 19 59 95 4 39 98 55 1 0 82 40 71 90 68 21 83 51 0 4 20 28 92 32 50 
73 27 68 46 71 67 86 63 0 33 67 79 79 46 12 61 88 43 35 30 18 3 94 63 78 72 79 86 5 68 11 48 82 77 54 68 76 27 4 60 20 67 29 78 82 0 9 6 17 54 51 48 67 78 34 85 62 89 31 90 
43 86 49 89 35 5 59 30 33 28 22 73 26 19 3 24 52 29 60 80 49 1 84 65 63 0 68 97 79 97 1 40 84 52 67 19 27 11 22 38 40 6 75 95 40 9 0 24 52 84 80 87 97 83 93 89 21 32 95 52 
80 59 70 3 65 79 72 75 87 37 71 86 35 43 81 81 91 42 44 43 77 40 60 39 14 1 80 56 64 28 41 30 8 58 93 98 62 63 10 82 1 37 27 2 71 6 24 0 49 67 11 6 90 35 13 49 53 61 81 54 
14 96 23 44 16 50 1 77 0 97 82 1 34 21 70 26 70 53 32 27 42 68 21 7 42 17 1 1 59 67 89 93 8 6 3 86 72 32 92 67 19 54 98 41 90 17 52 49 0 32 73 25 2 49 90 11 90 57 21 40 
74 72 63 4 15 62 0 74 91 87 96 15 88 27 5 29 63 72 63 27 62 42 10 86 80 5 8 51 96 3 2 24 80 18 43 73 69 81 17 14 30 55 77 85 68 54 84 67 32 0 42 60 83 60 34 29 69 71 65 87 
72 42 46 71 94 45 51 7 46 85 50 12 30 2 4 94 66 99 16 23 5 49 84 42 81 72 96 94 63 58 44 20 9 67 14 96 43 88 57 52 79 95 0 6 21 51 80 11 73 42 0 44 81 49 2 72 15 90 84 52 
68 90 3 6 17 0 79 92 26 52 37 19 56 37 56 48 33 27 1 92 46 46 43 14 44 43 75 73 64 67 70 40 63 67 23 99 42 6 62 39 36 71 23 29 83 48 87 6 25 60 44 0 74 46 58 25 44 50 92 31 
39 83 68 17 67 66 38 21 56 93 7 60 15 66 57 90 69 33 18 91 50 93 85 92 40 91 20 6 59 24 10 52 97 45 38 41 6 99 53 99 72 35 27 76 51 67 97 90 2 83 81 74 0 97 3 88 1 30 27 8 
76 94 65 91 80 28 31 70 98 10 33 28 92 17 64 67 38 90 68 57 26 56 55 37 61 38 8 7 35 52 14 81 1 91 49 16 75 6 62 37 99 94 97 81 0 78 83 35 49 60 49 46 97 0 63 51 25 3 39 9 
11 24 65 88 35 18 26 50 73 67 38 96 38 20 12 27 86 22 56 75 41 27 7 5 38 10 45 69 27 27 27 49 71 73 39 50 52 38 82 68 53 12 83 49 4 34 93 13 90 34 2 58 3 63 0 91 28 17 44 51 
84 22 19 95 62 2 5 0 43 50 81 89 71 50 30 63 95 33 16 75 48 18 16 54 37 42 75 17 29 32 23 47 95 25 24 10 60 92 99 98 3 15 71 15 20 85 89 49 11 29 72 25 88 51 91 0 35 61 76 17 
80 9 9 28 7 47 29 7 0 61 83 82 3 22 44 0 90 20 93 46 21 4 58 42 99 95 78 65 28 73 12 20 95 38 62 76 58 77 5 4 88 94 57 43 28 62 21 53 90 69 15 44 1 25 28 35 0 82 57 14 
41 95 50 89 49 51 24 60 25 73 88 7 61 74 18 88 7 12 44 74 63 56 93 65 39 66 5 40 7 16 16 82 77 79 29 77 73 31 95 44 21 56 10 41 92 89 32 61 57 71 90 50 30 3 17 61 82 0 59 87 
23 41 79 35 85 45 71 7 37 59 68 2 9 88 25 85 21 75 33 53 40 17 4 25 29 41 25 58 64 16 9 53 66 1 0 42 43 43 22 55 42 34 61 64 32 31 95 81 21 65 84 92 27 39 44 76 57 59 0 31 
45 17 99 67 23 15 78 73 67 37 58 77 20 40 50 3 30 56 31 80 43 68 65 89 3 91 18 32 9 5 77 76 19 14 55 18 19 26 32 70 72 19 22 63 50 90 52 54 40 87 52 31 8 9 51 17 14 87 31 0 
