50
63 82 40 26 61 5 96 90 44 47 53 71 81 35 22 6 29 81 66 50 10 0 31 58 99 43 33 89 45 86 89 2 84 99 30 33 76 34 22 90 38 6 62 46 28 71 12 53 67 64 
50 9 10 17 73 17 36 55 55 46 73 36 25 46 30 42 84 35 96 52 19 31 0 6 73 80 29 37 85 96 1 80 18 48 7 98 45 76 63 32 91 66 59 59 5 38 10 77 92 46 
50 91 65 76 67 88 23 62 5 28 90 17 82 71 61 63 18 26 64 24 99 58 6 0 12 27 63 74 4 56 21 28 93 94 4 88 40 12 13 23 58 87 59 33 78 96 66 20 78 76 
12 20 46 9 57 93 67 61 34 60 37 61 30 70 10 19 33 77 8 27 67 99 73 12 0 1 58 89 21 36 18 98 80 47 49 49 89 27 82 58 10 71 99 73 53 35 40 24 62 20 
54 98 44 97 1 12 19 33 2 56 66 25 89 17 37 87 94 72 71 73 24 43 80 27 1 0 78 9 34 40 29 46 5 39 77 80 24 13 13 98 19 86 43 27 87 35 32 90 16 17 
82 48 50 12 22 26 96 78 12 34 97 2 29 46 99 40 5 51 61 89 40 33 29 63 58 78 0 47 41 82 64 16 42 28 47 45 9 41 78 50 68 52 21 42 83 34 96 42 20 12 
89 68 33 70 80 62 29 96 3 96 88 22 22 41 76 36 83 14 59 13 85 89 37 74 89 9 47 0 87 50 7 7 58 59 90 45 74 24 50 88 51 86 19 94 16 79 36 43 99 20 
69 21 32 72 98 0 66 24 34 69 39 63 68 53 55 44 19 63 59 12 0 45 85 4 21 34 41 87 0 51 74 57 73 50 20 92 24 77 89 93 73 36 68 28 94 55 25 50 15 46 
27 69 73 33 81 80 67 54 19 95 10 2 22 44 0 33 18 42 47 70 42 86 96 56 36 40 82 50 51 0 98 39 92 20 39 29 8 99 18 98 14 57 67 87 22 35 32 79 79 54 
46 53 23 43 69 94 94 46 6 49 17 91 59 41 91 89 68 3 85 82 10 89 1 21 18 29 64 7 74 98 0 47 58 97 11 31 25 56 17 53 84 31 31 51 90 29 57 78 87 14 
83 90 75 53 42 14 80 33 26 34 42 87 52 17 11 85 41 77 90 97 52 2 80 28 98 46 16 7 57 39 47 0 64 24 23 36 72 12 67 15 75 92 6 85 75 46 58 41 12 87 
81 54 63 54 51 19 84 70 92 15 39 81 78 87 47 70 98 72 97 37 86 84 18 93 80 5 42 58 73 92 58 64 0 64 97 84 85 52 52 78 94 39 63 59 43 72 96 82 53 97 
68 1 46 57 33 39 69 92 51 46 93 12 19 22 46 68 59 26 92 17 33 99 48 94 47 39 28 59 50 20 97 24 64 0 74 15 9 95 84 73 39 19 97 32 56 38 74 77 15 68 
52 9 79 93 54 54 12 77 77 58 43 83 24 6 66 4 5 27 4 29 57 30 7 4 49 77 47 90 20 39 11 23 97 74 0 77 2 31 15 57 91 49 8 86 37 30 7 41 13 24 
20 90 91 93 46 25 42 9 79 93 95 50 51 12 66 15 41 71 26 20 55 33 98 88 49 80 45 45 92 29 31 36 84 15 77 0 14 15 48 54 68 75 81 67 89 2 75 80 77 66 
21 14 38 69 57 93 37 58 58 78 33 71 41 86 71 5 22 31 76 60 87 76 45 40 89 24 9 74 24 8 25 72 85 9 2 14 0 14 64 63 40 23 66 84 40 59 84 37 66 0 
68 34 85 30 16 94 8 93 61 85 0 46 22 36 42 12 60 20 42 85 35 34 76 12 27 13 41 24 77 99 56 12 52 95 31 15 14 0 4 88 58 8 99 99 99 54 15 29 24 98 
5 7 72 83 5 5 26 49 45 31 90 16 27 18 83 64 24 28 53 16 13 22 63 13 82 13 78 50 89 18 17 67 52 84 15 48 64 4 0 39 20 36 66 12 88 23 39 21 54 16 
24 16 1 15 0 27 67 4 60 65 69 70 37 72 89 71 22 70 27 14 54 90 32 23 58 98 50 88 93 98 53 15 78 73 57 54 63 88 39 0 50 87 95 44 17 73 90 65 16 98 
80 76 13 99 49 85 56 27 70 45 26 0 35 34 19 76 59 84 95 0 77 38 91 58 10 19 68 51 73 14 84 75 94 39 91 68 40 58 20 50 0 22 62 87 87 18 38 54 70 5 
2 4 23 98 97 18 43 3 16 40 79 44 8 47 44 13 45 50 75 12 41 6 66 87 71 86 52 86 36 57 31 92 39 19 49 75 23 8 36 87 22 0 28 48 75 70 21 57 21 98 
76 64 66 35 90 83 96 45 61 10 54 86 24 69 96 80 63 78 33 6 56 62 59 59 99 43 21 19 68 67 31 6 63 97 8 81 66 99 66 95 62 28 0 86 96 95 2 44 83 82 
38 5 30 95 36 18 18 90 12 84 38 48 35 36 13 52 44 89 77 57 69 46 59 33 73 27 42 94 28 87 51 85 59 32 86 67 84 99 12 44 87 48 86 0 82 35 59 12 16 7 
89 34 28 76 95 31 78 94 58 41 88 12 71 7 45 10 84 23 21 5 59 28 5 78 53 87 83 16 94 22 90 75 43 56 37 89 40 99 88 17 87 75 96 82 0 12 84 95 61 8 
57 33 36 2 37 72 63 7 6 7 85 47 23 38 25 35 72 45 65 89 74 71 38 96 35 35 34 79 55 35 29 46 72 38 30 2 59 54 23 73 18 70 95 35 12 0 25 38 11 6 
96 87 61 23 69 10 35 16 84 99 61 40 18 14 65 97 36 51 34 18 90 12 10 66 40 32 96 36 25 32 57 58 96 74 7 75 84 15 39 90 38 21 2 59 84 25 0 3 46 62 
23 36 75 97 87 94 39 80 13 73 38 27 83 66 57 72 91 88 39 76 50 53 77 20 24 90 42 43 50 79 78 41 82 77 41 80 37 29 21 65 54 57 44 12 95 38 3 0 20 6 
69 23 68 59 54 19 24 54 61 61 47 41 46 48 93 13 39 86 29 1 53 67 92 78 62 16 20 99 15 79 87 12 53 15 13 77 66 24 54 16 70 21 83 16 61 11 46 20 0 65 
85 89 73 37 31 65 98 3 1 76 16 85 48 15 53 85 89 73 16 73 48 64 46 76 20 17 12 20 46 54 14 87 97 68 24 66 0 98 16 98 5 98 82 7 8 6 62 6 65 0 
