90
21 8 27 34 39 30 42 81 80 71 64 36 24 92 42 97 46 37 93 92 8 29 59 0 27 55 54 59 76 81 47 24 21 30 26 94 8 64 87 87 42 41 75 73 9 99 0 94 14 67 22 82 43 59 52 38 81 3 51 9 70 79 62 95 0 25 11 11 38 67 19 77 78 97 24 90 87 49 84 53 68 6 35 11 17 39 1 51 43 52 
26 99 1 9 49 41 82 48 63 29 86 58 55 28 75 61 44 28 22 93 40 90 39 15 78 17 31 26 92 27 33 64 26 40 46 7 25 78 69 73 19 80 20 66 10 13 94 0 42 66 62 50 79 71 93 55 97 80 85 26 10 68 67 5 86 82 16 40 50 51 93 59 80 65 36 29 5 9 45 47 75 8 97 6 31 42 62 28 23 99 
61 60 91 64 99 72 37 94 81 57 63 18 91 27 31 1 40 60 21 78 56 36 2 33 54 49 54 58 33 64 58 70 44 8 93 82 83 40 84 97 18 56 43 13 77 26 14 42 0 26 13 50 68 91 60 69 51 12 32 92 91 95 38 55 25 10 63 12 89 82 45 73 11 17 79 83 46 90 79 36 68 93 86 88 36 46 58 39 10 90 
74 86 26 14 48 68 98 13 23 40 77 2 6 18 83 2 47 45 31 65 30 36 95 72 72 36 78 9 79 18 63 9 74 60 67 72 87 36 2 79 55 33 32 41 60 13 67 66 26 0 11 78 58 36 88 86 50 97 72 51 17 49 87 42 63 46 24 39 40 30 43 60 90 19 78 67 37 25 98 91 44 9 69 3 97 57 89 47 7 14 
68 19 98 5 37 95 91 33 41 76 65 99 81 50 73 4 71 17 58 53 16 64 61 35 97 4 84 76 96 17 61 82 93 77 51 41 7 51 13 31 45 56 23 31 28 15 22 62 13 11 0 49 26 40 34 17 82 76 2 24 77 1 16 6 15 46 53 59 12 42 73 54 7 51 85 86 64 83 50 50 20 46 52 98 87 86 68 69 14 70 
3 0 10 87 76 61 34 43 69 11 82 47 75 71 40 79 33 14 24 89 9 27 34 57 84 15 14 9 3 44 6 52 92 2 34 73 31 38 83 35 33 18 16 17 9 59 82 50 50 78 49 0 91 73 93 9 2 25 46 1 71 6 45 12 86 2 2 6 15 46 24 0 38 15 10 37 28 84 77 33 57 12 80 0 38 25 9 40 50 8 
20 4 90 34 14 76 74 93 26 52 40 41 11 95 65 59 78 18 8 98 83 11 60 74 7 92 42 78 8 32 44 26 88 80 24 21 82 73 46 88 60 0 15 32 80 36 43 79 68 58 26 91 0 84 55 46 76 78 25 61 3 63 39 1 68 7 33 26 21 5 95 95 10 52 29 90 11 35 31 53 48 14 59 77 98 15 76 27 45 1 
74 29 67 60 94 76 96 76 39 39 93 55 55 81 81 96 83 32 74 12 67 9 75 99 95 65 74 16 94 34 25 6 63 11 68 65 51 40 96 96 26 68 10 92 41 71 59 71 91 36 40 73 84 0 52 13 92 5 38 63 56 15 23 54 9 9 6 88 34 45 79 19 28 28 10 13 89 85 43 75 83 0 89 0 0 93 13 44 98 3 
57 56 72 75 84 21 18 15 30 8 85 67 57 25 78 64 12 13 78 94 81 7 48 51 74 9 89 60 88 46 41 63 38 89 67 88 26 43 77 86 10 26 87 96 52 27 52 93 60 88 34 93 55 52 0 91 69 85 88 23 66 41 85 2 16 30 3 20 66 24 97 85 13 22 54 0 28 82 98 51 10 54 71 70 65 77 14 86 14 54 
80 37 71 38 71 21 96 47 83 30 55 94 30 40 81 82 99 35 94 48 17 43 17 70 5 36 40 61 95 34 70 70 85 84 77 19 14 9 92 59 91 4 19 61 98 48 38 55 69 86 17 9 46 13 91 0 57 99 60 46 56 34 96 94 56 93 19 42 67 35 65 36 13 25 87 71 42 24 9 48 31 31 45 21 86 4 13 95 55 25 
42 3 90 94 32 32 20 25 33 4 56 23 83 30 80 67 26 58 4 1 4 36 86 87 71 93 18 71 4 25 11 56 44 7 59 98 74 52 63 69 12 89 53 65 99 73 81 97 51 50 82 2 76 92 69 57 0 58 39 39 67 34 64 87 89 82 22 64 34 87 2 40 69 67 36 33 85 9 2 2 36 34 67 99 11 77 67 23 87 6 
23 41 83 6 0 37 15 82 74 76 28 68 56 98 22 36 90 66 95 27 20 6 99 62 76 59 83 0 46 6 9 41 41 7 29 93 60 37 61 29 37 85 82 39 52 85 3 80 12 97 76 25 78 5 85 99 58 0 98 58 97 1 59 95 49 91 39 32 36 48 13 81 12 0 65 2 6 78 3 70 29 66 41 6 28 91 60 52 97 59 
10 66 57 95 57 26 39 25 93 12 50 16 11 34 25 52 44 98 24 64 81 0 14 76 88 67 6 49 99 21 28 61 40 57 15 94 55 58 96 84 13 35 52 99 30 0 51 85 32 72 2 46 25 38 88 60 39 98 0 29 82 60 47 58 59 39 75 25 97 30 36 5 71 7 97 9 94 90 0 50 11 47 99 40 68 80 37 43 90 58 
96 34 69 97 94 94 99 0 99 56 62 58 90 31 52 1 21 24 6 20 80 5 34 85 65 10 6 60 43 94 43 99 94 12 79 99 73 61 65 12 24 37 90 51 14 20 9 26 92 51 24 1 61 63 23 46 39 58 29 0 14 96 22 7 27 8 35 89 9 73 9 70 52 25 0 94 92 46 13 56 1 57 72 24 79 86 61 46 79 48 
52 27 35 9 28 56 9 55 40 91 38 26 39 98 67 16 7 67 43 79 99 96 92 89 56 92 11 11 81 72 15 51 46 2 79 21 75 28 23 73 47 90 89 78 0 87 70 10 91 17 77 71 3 56 66 56 67 97 82 14 0 15 33 37 67 30 80 95 15 15 35 1 15 1 54 33 70 78 63 84 20 69 50 29 9 92 84 62 97 96 
13 53 66 12 68 50 28 64 33 41 43 9 16 36 33 50 12 1 49 68 91 60 99 8 34 79 61 1 23 91 42 83 61 91 94 61 51 29 73 12 57 6 50 99 77 22 79 68 95 49 1 6 63 15 41 34 34 1 60 96 15 0 72 6 6 1 52 80 71 62 80 1 57 93 92 99 72 98 74 92 97 97 32 63 37 46 23 3 76 63 
21 24 91 90 29 9 28 0 37 47 21 75 36 74 80 0 68 3 55 28 21 96 28 78 13 33 52 41 29 36 15 27 11 16 93 97 48 92 65 91 73 88 9 40 90 79 62 67 38 87 16 45 39 23 85 96 64 59 47 22 33 72 0 73 59 31 94 79 69 48 21 64 49 65 13 2 6 12 58 67 7 95 40 47 6 10 96 84 71 29 
64 66 8 25 83 11 60 98 31 91 56 31 84 12 14 75 79 22 41 99 3 28 27 77 2 12 62 5 3 75 85 56 56 20 25 53 44 97 44 44 13 88 48 56 25 33 95 5 55 42 6 12 1 54 2 94 87 95 58 7 37 6 73 0 97 46 15 5 45 0 13 52 57 90 30 82 5 96 83 61 59 18 29 78 35 96 51 39 78 76 
92 13 53 10 67 7 13 94 68 50 23 18 60 68 40 10 10 6 17 13 68 70 83 17 2 6 36 78 18 67 51 25 37 96 59 20 14 23 0 68 40 27 19 10 86 96 0 86 25 63 15 86 68 9 16 56 89 49 59 27 67 6 59 97 0 1 93 51 69 74 4 84 74 59 1 48 61 50 81 12 29 57 77 48 94 34 85 32 31 93 
91 90 32 12 30 6 68 55 49 62 75 47 98 49 39 95 19 12 7 32 2 79 60 42 45 76 36 67 50 33 17 7 27 39 21 40 96 41 59 71 2 10 4 46 19 92 25 82 10 46 46 2 7 9 30 93 82 91 39 8 30 1 31 46 1 0 80 45 89 17 90 69 5 82 10 70 30 7 9 97 16 55 45 62 16 57 96 87 15 4 
67 25 16 8 38 37 28 20 49 65 28 40 24 29 25 25 81 10 58 78 31 7 34 53 45 27 52 0 17 72 45 94 75 16 81 12 68 83 21 86 79 93 51 21 33 47 11 16 63 24 53 2 33 6 3 19 22 39 75 35 80 52 94 15 93 80 0 64 57 14 50 19 79 91 48 24 22 56 77 25 0 91 97 96 29 84 10 3 46 38 
49 88 29 38 68 70 3 27 91 7 93 17 9 89 66 72 96 29 91 15 72 95 37 37 9 49 33 18 64 21 76 39 91 60 6 29 18 56 0 51 82 38 87 5 70 7 11 40 12 39 59 6 26 88 20 42 64 32 25 89 95 80 79 5 51 45 64 0 72 45 99 41 60 35 19 51 64 54 0 57 53 79 94 70 36 70 49 96 73 57 
69 32 84 99 57 67 76 83 40 2 91 97 21 4 77 25 70 22 26 86 7 60 67 43 53 36 40 22 26 83 33 8 45 52 99 50 13 56 37 17 84 62 83 72 0 25 38 50 89 40 12 15 21 34 66 67 34 36 97 9 15 71 69 45 69 89 57 72 0 47 21 1 37 67 2 69 66 83 46 87 45 69 87 98 17 64 8 77 86 82 
45 73 88 80 4 73 6 53 66 8 15 81 50 72 85 46 43 18 61 24 12 14 18 3 90 29 8 98 29 27 15 10 51 18 73 85 16 59 89 21 84 87 91 29 1 16 67 51 82 30 42 46 5 45 24 35 87 48 30 73 15 62 48 0 74 17 14 45 47 0 15 40 48 88 9 60 69 29 13 74 30 56 92 61 56 12 69 34 96 14 
60 77 36 83 7 58 22 70 85 7 7 51 83 56 53 5 95 61 96 65 22 11 56 53 93 22 9 5 27 64 40 53 16 75 46 94 90 50 35 62 82 72 95 23 36 74 19 93 45 43 73 24 95 79 97 65 2 13 36 9 35 80 21 13 4 90 50 99 21 15 0 47 82 61 86 35 8 30 13 58 60 76 34 58 85 83 34 96 66 8 
73 14 29 36 11 49 71 62 47 60 71 68 56 10 51 68 46 52 32 21 27 45 55 46 30 66 0 51 83 15 94 15 79 3 82 74 45 54 6 64 86 28 10 2 5 32 77 59 73 60 54 0 95 19 85 36 40 81 5 70 1 1 64 52 84 69 19 41 1 40 47 0 75 18 98 39 82 85 93 75 14 96 6 47 78 9 42 22 68 33 
78 5 50 28 11 75 64 53 83 88 79 20 91 39 61 23 11 88 68 0 72 67 99 94 41 61 11 6 31 73 27 70 44 77 65 45 72 93 7 90 48 4 56 18 54 93 78 80 11 90 7 38 10 28 13 13 69 12 71 52 15 57 49 57 74 5 79 60 37 48 82 75 0 64 35 80 9 82 11 87 79 68 77 93 48 33 70 28 64 6 
45 91 99 28 21 26 78 43 18 84 30 77 34 57 5 64 64 54 97 60 33 39 8 27 59 66 34 1 15 27 9 11 67 57 54 62 26 42 49 36 6 63 15 58 59 89 97 65 17 19 51 15 52 28 22 25 67 0 7 25 1 93 65 90 59 82 91 35 67 88 61 18 64 0 30 30 20 55 39 35 37 89 74 60 53 18 65 26 49 26 
43 65 35 4 31 16 8 14 84 82 28 31 69 75 71 27 20 51 31 69 31 11 75 12 24 97 35 53 21 61 68 23 43 73 74 46 66 76 22 20 74 94 63 98 87 66 24 36 79 78 85 10 29 10 54 87 36 65 97 0 54 92 13 30 1 10 48 19 2 9 86 98 35 30 0 87 25 91 5 6 30 74 77 49 86 16 58 44 41 76 
39 49 55 3 37 2 32 34 54 91 10 38 21 79 49 66 59 31 67 76 58 82 92 24 43 12 70 88 35 91 54 55 26 89 40 8 83 57 72 99 67 95 1 46 63 81 90 29 83 67 86 37 90 13 0 71 33 2 9 94 33 99 2 82 48 70 24 51 69 60 35 39 80 30 87 0 97 52 30 90 58 37 46 21 3 93 40 65 99 77 
52 28 12 28 40 53 48 78 87 59 94 28 91 78 32 2 68 20 48 49 68 62 28 66 86 46 75 40 29 74 9 19 5 25 92 91 40 64 42 26 38 18 12 26 48 12 87 5 46 37 64 28 11 89 28 42 85 6 94 92 70 72 6 5 61 30 22 64 66 69 8 82 9 20 25 97 0 83 12 17 65 20 0 80 75 8 50 32 84 66 
