120
59 45 57 7 93 23 6 41 64 69 0 82 9 82 49 46 36 16 42 37 69 58 2 85 38 99 4 1 24 61 32 23 20 4 55 42 55 1 41 87 44 66 22 5 0 71 51 88 87 45 26 8 3 80 45 41 79 1 95 55 63 27 79 83 83 86 25 38 87 19 78 83 85 52 88 38 23 91 78 62 36 4 22 39 36 19 33 15 20 28 23 83 7 2 67 90 40 44 80 28 63 10 11 1 62 52 91 37 95 69 51 32 26 73 23 62 44 8 30 65 
72 13 86 88 55 30 33 31 18 14 82 0 28 91 80 91 43 71 28 90 93 32 22 19 57 98 33 2 6 63 67 95 68 15 90 27 35 28 75 99 46 54 78 74 45 59 65 88 82 46 31 75 30 53 46 87 3 32 89 62 47 56 9 16 24 51 43 11 79 70 10 77 25 88 52 70 99 69 11 82 67 42 9 97 47 8 85 3 40 74 17 87 83 26 3 59 77 99 70 9 21 80 86 98 20 90 21 20 60 84 54 27 26 15 25 25 23 10 80 63 
85 71 54 88 1 81 72 20 16 77 9 28 0 52 29 57 43 2 77 3 86 83 82 64 98 7 90 74 69 22 89 58 20 92 81 95 51 64 0 60 68 14 43 53 19 25 10 62 27 39 17 14 74 99 78 24 59 20 98 80 43 88 38 63 32 72 58 35 36 11 96 4 25 91 9 44 16 71 58 96 10 75 10 36 27 40 61 38 61 11 18 4 99 9 19 84 81 29 19 69 40 67 25 18 59 35 62 27 6 73 23 69 0 33 5 27 74 18 17 87 
56 68 84 13 55 99 66 83 29 42 82 91 52 0 50 63 59 64 91 18 37 14 39 38 0 44 17 26 15 35 13 45 23 56 26 20 18 44 50 9 29 49 41 33 73 91 49 85 56 40 55 93 6 94 83 58 90 53 36 5 88 49 50 11 57 29 83 75 73 33 85 54 82 26 39 7 18 88 92 26 28 47 71 87 41 7 97 32 60 34 89 0 83 40 11 93 21 46 68 94 79 5 0 61 32 39 20 2 28 13 80 8 12 51 47 6 58 45 90 18 
50 55 39 85 19 90 98 55 71 85 49 80 29 50 0 65 78 92 19 58 57 99 18 69 3 66 75 61 11 17 32 90 97 2 56 68 84 64 13 63 92 51 74 77 90 45 95 20 37 14 30 46 66 48 16 69 14 43 82 25 61 14 67 10 17 24 78 53 40 43 68 84 95 94 61 37 40 56 9 29 23 39 76 89 87 44 58 54 87 92 79 0 7 99 10 76 75 41 81 67 84 1 51 31 96 64 20 88 21 29 69 44 68 45 85 8 41 95 62 81 
89 19 61 30 90 3 71 61 96 37 46 91 57 63 65 0 54 77 45 75 7 14 71 27 12 56 35 5 51 49 86 38 95 20 37 39 16 11 11 53 67 97 78 28 39 35 85 93 65 82 20 72 96 91 51 60 99 87 18 50 88 4 40 83 76 77 23 92 41 34 97 8 83 28 88 22 63 73 15 28 7 87 52 55 78 4 16 77 43 34 79 83 90 72 67 67 1 42 11 42 28 9 2 63 37 90 86 52 15 53 33 22 41 37 78 71 93 46 1 36 
44 70 91 67 7 81 53 45 25 97 36 43 43 59 78 54 0 14 7 65 20 40 87 13 30 17 84 23 15 37 12 47 70 84 22 26 23 63 84 8 68 37 21 34 92 97 37 41 12 45 6 32 37 94 45 67 63 81 43 79 19 55 26 89 39 0 15 14 16 0 22 84 89 43 71 81 40 8 74 52 5 81 36 95 27 81 62 90 63 57 69 34 12 48 23 51 48 90 65 16 90 87 53 31 82 24 64 23 84 39 27 90 20 16 85 47 97 99 89 12 
91 19 60 42 2 99 70 89 66 73 16 71 2 64 92 77 14 0 87 89 41 67 31 61 83 16 60 32 68 50 97 77 61 95 98 20 69 23 31 81 14 59 87 96 40 25 8 45 28 48 35 69 15 66 83 98 35 43 82 55 93 79 84 54 75 34 26 44 58 10 77 24 69 16 20 10 42 80 55 70 28 42 91 95 61 74 45 96 18 28 51 11 59 87 18 86 21 96 82 79 6 59 55 28 28 27 38 70 8 45 92 88 40 83 84 1 58 29 97 28 
59 89 95 14 51 10 16 8 34 13 42 28 77 91 19 45 7 87 0 35 80 91 23 20 27 59 21 37 89 70 65 50 70 8 19 9 70 75 69 28 65 9 44 14 9 41 92 36 23 91 71 55 35 46 75 62 6 48 99 47 18 16 97 40 24 17 49 46 44 19 26 9 80 23 23 41 64 67 77 87 11 48 95 46 47 70 60 53 71 11 52 89 27 49 82 3 18 31 50 14 2 76 23 35 99 99 76 63 66 54 3 29 54 98 75 1 20 35 54 91 
37 62 0 74 41 67 31 42 21 39 37 90 3 18 58 75 65 89 35 0 18 29 15 73 79 91 26 52 78 81 43 77 39 28 2 99 43 83 30 94 14 23 47 26 43 35 37 11 99 63 97 70 45 12 95 24 55 21 76 34 54 72 63 46 0 65 97 96 1 27 90 67 2 37 93 46 24 82 57 23 46 6 45 43 70 92 19 26 14 96 12 20 20 75 66 72 92 64 20 93 91 10 61 46 99 6 92 75 89 1 51 87 7 96 30 29 89 49 55 55 
23 18 67 19 62 35 33 5 22 79 69 93 86 37 57 7 20 41 80 18 0 3 32 3 51 14 33 92 63 88 47 13 60 23 82 6 17 24 45 27 39 82 28 64 79 28 92 35 71 44 32 16 99 64 19 51 78 52 43 94 41 43 7 1 18 89 59 87 66 57 14 5 39 42 21 70 22 13 6 94 10 90 10 9 55 29 12 85 82 8 31 75 51 90 28 69 80 87 56 46 44 70 3 35 64 24 6 39 37 64 33 99 54 95 9 61 76 73 99 58 
4 65 62 6 98 67 6 99 79 2 58 32 83 14 99 14 40 67 91 29 3 0 19 65 15 80 79 91 53 30 2 35 12 39 67 85 5 21 90 62 30 93 63 62 99 52 58 81 99 45 53 10 65 72 28 32 4 59 23 57 89 77 44 53 17 64 39 74 85 81 88 67 27 3 29 78 8 39 60 7 36 65 70 1 89 98 85 93 57 9 2 98 38 99 51 7 63 90 33 0 24 21 67 3 77 49 81 85 40 93 92 77 58 14 78 47 12 64 92 21 
1 19 80 84 72 57 17 57 39 63 2 22 82 39 18 71 87 31 23 15 32 19 0 30 3 77 29 15 93 22 37 70 69 8 86 67 79 61 76 93 69 37 82 51 17 27 10 47 53 6 69 72 95 68 54 98 45 84 65 91 58 54 61 79 63 99 46 42 12 74 87 34 63 22 37 80 49 48 79 2 6 0 26 1 68 81 99 14 17 65 5 75 71 18 54 34 18 52 29 30 26 16 16 89 38 54 21 39 2 1 93 8 1 20 62 70 53 13 36 70 
28 51 50 86 86 14 34 67 56 73 85 19 64 38 69 27 13 61 20 73 3 65 30 0 29 63 20 34 76 56 56 7 1 53 9 64 56 45 98 11 63 62 92 97 94 14 73 81 58 37 21 2 47 22 0 28 85 20 15 62 28 71 69 29 77 78 46 85 75 44 97 90 58 41 39 52 8 13 85 66 2 7 68 1 29 69 82 15 41 97 29 70 20 98 51 49 28 97 35 55 41 32 98 99 25 37 4 33 50 89 99 53 48 20 54 30 41 36 97 82 
43 55 92 80 69 98 28 8 28 74 38 57 98 0 3 12 30 83 27 79 51 15 3 29 0 61 22 50 49 19 84 87 97 89 45 73 97 52 29 2 47 93 49 73 54 48 77 53 2 67 55 46 56 61 39 17 74 13 67 76 85 3 63 82 92 60 56 41 12 37 44 11 30 45 85 85 45 14 90 48 81 97 46 89 11 37 6 85 51 25 13 36 29 76 70 73 36 26 15 1 16 11 12 46 8 49 83 54 16 26 54 49 23 0 39 86 38 45 24 41 
38 66 10 6 69 6 59 33 61 93 99 98 7 44 66 56 17 16 59 91 14 80 77 63 61 0 16 14 75 40 55 98 77 36 50 95 36 76 50 66 20 57 60 76 29 52 40 3 80 10 92 34 86 31 64 62 9 80 77 85 20 84 35 49 21 86 45 57 14 95 75 34 4 35 62 34 39 54 89 20 64 81 54 50 13 18 13 74 98 42 11 70 26 47 20 99 85 65 8 99 12 83 85 16 18 48 2 10 2 43 30 19 25 36 21 90 7 86 16 57 
66 20 59 90 42 32 33 47 38 67 4 33 90 17 75 35 84 60 21 26 33 79 29 20 22 16 0 56 78 79 14 58 59 42 65 38 94 24 50 11 91 13 40 93 13 89 14 10 93 45 13 89 58 83 13 60 74 76 16 4 7 82 63 18 76 28 56 70 4 58 81 95 23 73 89 36 15 55 98 8 53 11 49 63 94 63 23 21 91 92 77 98 74 40 68 3 21 24 73 25 34 7 73 57 80 14 45 95 69 44 56 22 7 5 86 54 20 61 27 11 
6 94 7 18 86 72 29 46 56 53 1 2 74 26 61 5 23 32 37 52 92 91 15 34 50 14 56 0 78 26 89 31 83 50 11 28 32 94 46 85 3 41 25 18 62 73 14 96 15 58 0 5 9 79 51 66 95 2 96 73 81 85 57 64 87 20 44 19 15 42 57 70 35 34 88 97 7 55 46 75 13 46 80 74 77 83 41 25 86 89 50 19 26 59 35 13 80 79 85 47 73 94 17 60 80 5 58 87 12 56 62 25 2 95 52 32 78 45 9 64 
0 78 80 49 85 80 43 90 67 30 24 6 69 15 11 51 15 68 89 78 63 53 93 76 49 75 78 78 0 48 80 93 8 68 5 79 38 31 30 92 93 28 66 2 43 53 90 15 50 66 52 3 9 15 11 94 29 50 10 41 51 91 86 59 59 44 90 49 75 20 41 20 48 60 74 43 65 65 58 16 83 63 71 92 78 34 87 59 85 97 52 36 40 39 47 51 83 89 1 10 9 94 82 9 54 57 52 20 22 62 88 57 25 11 50 3 46 89 15 83 
4 14 69 87 59 1 44 81 81 85 61 63 22 35 17 49 37 50 70 81 88 30 22 56 19 40 79 26 48 0 37 60 7 8 91 65 26 25 59 85 61 14 53 43 52 82 79 99 11 36 68 2 32 95 71 40 75 44 94 45 83 31 5 90 39 48 56 17 73 67 2 86 33 7 29 86 89 9 85 52 97 54 7 29 1 78 70 28 22 64 25 6 48 82 48 87 30 4 57 56 23 11 42 57 19 72 43 60 33 80 65 30 86 72 59 39 2 81 68 77 
8 36 11 59 18 41 50 6 27 6 32 67 89 13 32 86 12 97 65 43 47 2 37 56 84 55 14 89 80 37 0 39 87 41 85 67 24 70 78 64 13 44 76 67 53 96 92 38 12 29 56 8 84 4 90 10 64 64 39 5 58 45 44 46 86 81 65 11 51 43 75 16 88 3 35 93 52 79 84 64 61 40 24 45 45 14 55 9 31 95 66 89 40 10 87 27 43 53 90 46 96 17 63 36 73 50 30 25 30 66 41 91 6 65 36 51 31 43 12 62 
0 86 73 73 88 40 35 75 94 40 23 95 58 45 90 38 47 77 50 77 13 35 70 7 87 98 58 31 93 60 39 0 82 27 21 75 19 31 10 63 83 44 56 1 41 38 43 41 49 63 70 27 71 91 63 49 51 2 58 3 54 81 46 89 9 19 64 28 3 26 43 86 71 52 39 64 90 83 5 39 46 76 18 69 19 81 70 22 84 28 26 90 10 24 79 19 95 43 99 98 22 42 37 45 94 76 9 36 11 67 76 9 95 46 31 14 28 1 88 64 
66 29 78 22 16 69 15 50 77 68 20 68 20 23 97 95 70 61 70 39 60 12 69 1 97 77 59 83 8 7 87 82 0 12 29 35 98 40 73 80 2 62 83 7 87 84 58 41 94 45 55 71 61 30 95 23 36 33 65 95 11 23 33 4 35 14 92 86 55 17 66 9 31 1 16 19 85 74 12 79 72 67 2 33 49 97 8 37 30 25 85 42 48 18 98 35 32 42 21 39 60 39 49 91 41 17 62 26 92 75 58 64 94 60 49 96 58 57 85 40 
17 92 16 12 65 29 22 79 95 29 4 15 92 56 2 20 84 95 8 28 23 39 8 53 89 36 42 50 68 8 41 27 12 0 17 7 42 86 32 22 29 97 9 12 62 92 87 45 38 41 72 58 53 15 73 26 7 36 60 56 33 83 91 52 93 8 11 35 95 44 57 24 93 19 88 7 63 76 5 1 17 77 60 23 45 33 1 52 22 61 9 55 45 0 59 38 9 70 25 56 66 35 80 59 6 69 67 69 97 24 23 66 1 83 89 98 68 90 51 90 
91 82 7 53 59 63 91 94 84 11 55 90 81 26 56 37 22 98 19 2 82 67 86 9 45 50 65 11 5 91 85 21 29 17 0 31 54 22 57 33 87 38 30 90 52 87 0 87 63 31 71 63 85 70 69 22 10 21 79 40 76 27 75 43 25 58 74 79 81 31 12 20 22 42 10 26 82 62 66 45 93 37 61 30 59 82 52 69 3 84 62 31 63 89 74 88 47 0 67 28 84 31 0 6 26 63 84 8 25 50 5 19 40 18 49 51 0 54 21 55 
71 6 75 57 15 27 31 71 51 7 42 27 95 20 68 39 26 20 9 99 6 85 67 64 73 95 38 28 79 65 67 75 35 7 31 0 62 9 93 75 22 97 72 67 1 27 90 69 66 73 14 60 10 78 94 17 43 80 76 67 38 39 28 32 89 95 1 51 56 46 78 79 43 50 98 45 77 41 66 95 14 80 56 76 58 50 45 53 30 22 20 21 61 1 53 2 96 6 5 5 53 83 84 48 85 34 93 14 27 59 10 42 91 18 70 1 20 16 7 3 
68 34 68 20 60 23 55 20 56 95 55 35 51 18 84 16 23 69 70 43 17 5 79 56 97 36 94 32 38 26 24 19 98 42 54 62 0 16 39 43 27 73 35 74 95 76 7 51 11 54 35 9 11 13 98 90 14 41 37 30 39 40 89 17 66 99 27 22 67 18 65 46 43 0 21 38 77 80 89 40 34 25 1 97 90 51 87 4 93 24 35 84 16 24 53 83 75 32 5 42 50 22 88 93 22 61 31 51 41 73 43 75 98 96 24 40 48 63 45 93 
31 70 95 34 43 89 98 70 53 76 1 28 64 44 64 11 63 23 75 83 24 21 61 45 52 76 24 94 31 25 70 31 40 86 22 9 16 0 22 5 16 47 71 35 61 31 28 88 74 72 56 90 12 0 56 1 73 62 37 57 14 67 81 97 26 13 89 68 85 11 73 54 11 45 89 24 28 69 12 2 41 68 44 6 21 0 7 94 62 44 3 28 63 36 26 41 49 15 9 87 78 35 41 89 32 82 13 12 51 25 14 92 46 10 50 19 10 57 13 24 
98 83 29 18 16 24 46 98 76 73 41 75 0 50 13 11 84 31 69 30 45 90 76 98 29 50 50 46 30 59 78 10 73 32 57 93 39 22 0 0 34 9 76 93 94 42 37 62 74 44 28 31 66 91 38 97 5 12 91 28 3 9 57 10 32 55 73 86 65 41 86 51 50 62 96 97 57 85 59 31 30 39 14 96 31 52 93 88 16 36 68 19 45 25 81 29 32 6 15 49 47 1 0 98 16 97 47 25 82 6 56 64 45 22 60 28 26 6 16 94 
14 14 71 95 32 26 84 65 85 36 87 99 60 9 63 53 8 81 28 94 27 62 93 11 2 66 11 85 92 85 64 63 80 22 33 75 43 5 0 0 3 40 56 94 36 57 52 81 6 36 13 60 79 57 12 93 61 93 36 76 42 22 81 27 24 30 74 77 48 19 81 4 60 37 98 48 95 2 82 1 90 95 13 70 52 78 15 65 71 51 41 13 25 74 40 2 4 67 79 53 38 12 57 50 50 7 99 97 61 81 98 4 76 63 26 80 41 93 45 64 
85 80 86 26 54 75 68 84 42 84 44 46 68 29 92 67 68 14 65 14 39 30 69 63 47 20 91 3 93 61 13 83 2 29 87 22 27 16 34 3 0 21 14 12 57 44 86 52 25 4 8 87 25 21 77 9 11 99 34 95 66 28 75 25 0 29 49 93 63 95 80 4 68 94 68 25 90 54 77 15 59 37 54 84 10 31 93 22 30 79 17 48 8 44 73 60 73 74 5 88 69 85 92 89 31 60 14 21 15 43 88 26 33 42 62 43 25 55 65 7 
58 28 38 25 9 47 52 91 40 42 66 54 14 49 51 97 37 59 9 23 82 93 37 62 93 57 13 41 28 14 44 44 62 97 38 97 73 47 9 40 21 0 1 15 74 20 96 22 6 50 37 87 93 26 49 31 29 6 94 39 81 16 88 43 95 83 83 59 84 30 31 2 69 32 17 44 5 13 18 11 15 56 50 9 34 51 40 16 57 86 7 91 2 95 86 49 30 21 8 15 51 91 69 73 24 86 69 81 51 87 44 66 95 94 75 30 45 67 98 54 
38 28 9 35 87 56 69 48 55 50 22 78 43 41 74 78 21 87 44 47 28 63 82 92 49 60 40 25 66 53 76 56 83 9 30 72 35 71 76 56 14 1 0 68 29 82 54 86 84 20 95 74 31 70 7 87 72 74 37 94 87 45 70 57 98 53 33 87 46 40 81 5 49 34 26 30 69 80 17 53 52 12 27 83 34 86 71 58 60 60 53 99 5 23 9 55 28 42 43 75 34 24 32 83 10 58 66 79 38 83 33 43 47 60 78 33 99 49 91 59 
70 3 40 14 7 56 92 4 58 13 5 74 53 33 77 28 34 96 14 26 64 62 51 97 73 76 93 18 2 43 67 1 7 12 90 67 74 35 93 94 12 15 68 0 58 23 55 24 73 90 33 9 10 32 93 90 62 9 22 42 69 65 35 74 19 98 50 45 36 26 85 42 77 25 94 35 48 1 12 73 43 45 83 53 77 76 43 92 37 17 34 7 82 21 33 1 19 35 46 7 61 83 2 90 8 48 25 9 49 37 82 92 34 65 97 64 41 40 56 31 
66 49 22 38 17 98 71 26 21 36 0 45 19 73 90 39 92 40 9 43 79 99 17 94 54 29 13 62 43 52 53 41 87 62 52 1 95 61 94 36 57 74 29 58 0 81 32 64 71 29 9 99 9 50 14 55 88 92 94 66 27 16 55 55 28 36 95 63 11 73 60 30 93 28 26 61 9 58 25 32 87 86 32 97 88 98 4 76 42 50 94 69 18 1 77 46 89 72 9 0 97 69 31 90 49 57 3 10 67 80 42 6 18 26 55 6 24 59 34 67 
88 35 48 21 58 98 67 3 78 36 71 59 25 91 45 35 97 25 41 35 28 52 27 14 48 52 89 73 53 82 96 38 84 92 87 27 76 31 42 57 44 20 82 23 81 0 29 10 33 48 45 96 9 87 30 48 36 21 12 44 47 95 66 53 19 16 93 8 95 4 38 8 92 7 81 86 57 63 49 90 11 94 86 20 33 68 20 69 42 33 66 89 28 32 94 99 0 87 7 95 43 98 56 35 5 89 22 62 52 71 52 63 17 91 35 3 11 56 72 53 
11 74 1 96 98 60 15 65 7 50 51 65 10 49 95 85 37 8 92 37 92 58 10 73 77 40 14 14 90 79 92 43 58 87 0 90 7 28 37 52 86 96 54 55 32 29 0 68 39 13 93 95 68 81 68 14 57 44 23 41 44 86 18 35 44 17 53 94 36 47 71 36 63 20 67 11 79 81 31 70 46 24 65 14 57 33 80 15 77 4 8 74 90 79 61 86 96 15 80 32 62 52 21 77 24 88 40 3 69 71 25 68 47 91 82 5 24 15 72 54 
11 71 13 57 24 80 76 71 99 33 88 88 62 85 20 93 41 45 36 11 35 81 47 81 53 3 10 96 15 99 38 41 41 45 87 69 51 88 62 81 52 22 86 24 64 10 68 0 7 57 72 71 46 63 35 26 88 3 35 28 96 97 87 21 92 59 5 28 80 49 20 81 85 35 66 34 2 12 36 10 70 9 33 16 72 68 95 12 24 82 40 72 79 27 93 71 38 50 99 18 0 72 51 37 59 70 24 14 82 60 24 4 21 57 73 45 78 68 57 54 
32 54 8 15 61 49 89 45 44 61 87 82 27 56 37 65 12 28 23 99 71 99 53 58 2 80 93 15 50 11 12 49 94 38 63 66 11 74 74 6 25 6 84 73 71 33 39 7 0 22 44 13 4 42 34 44 13 48 13 56 24 37 49 46 86 27 96 7 11 13 49 55 15 12 79 55 91 96 57 56 70 1 69 27 95 3 71 60 4 36 16 28 73 17 74 12 45 22 19 8 35 68 63 51 32 94 58 23 42 15 32 13 69 1 40 64 5 63 25 9 
22 63 48 11 1 22 83 26 93 15 45 46 39 40 14 82 45 48 91 63 44 45 6 37 67 10 45 58 66 36 29 63 45 41 31 73 54 72 44 36 4 50 20 90 29 48 13 57 22 0 66 28 54 47 51 23 20 91 50 8 8 37 95 67 66 60 88 59 13 66 95 75 59 4 64 32 43 14 30 68 48 96 96 2 95 0 78 67 43 80 75 52 17 22 71 36 34 59 95 0 25 90 75 85 47 91 69 90 6 99 58 54 47 7 9 94 59 39 61 2 
48 34 66 83 18 99 7 13 20 25 26 31 17 55 30 20 6 35 71 97 32 53 69 21 55 92 13 0 52 68 56 70 55 72 71 14 35 56 28 13 8 37 95 33 9 45 93 72 44 66 0 17 25 7 36 46 96 52 26 24 78 61 23 43 2 10 71 72 22 44 32 6 66 58 5 60 35 17 70 81 80 1 99 58 60 87 4 8 39 83 32 69 44 7 65 46 17 88 70 92 33 54 98 51 12 55 12 48 72 34 81 5 35 80 63 47 19 19 55 59 
55 24 27 86 75 84 22 2 18 92 8 75 14 93 46 72 32 69 55 70 16 10 72 2 46 34 89 5 3 2 8 27 71 58 63 60 9 90 31 60 87 87 74 9 99 96 95 71 13 28 17 0 51 74 54 99 32 61 18 9 22 49 41 75 60 72 73 16 99 87 11 41 61 76 56 92 64 6 37 39 41 68 86 44 94 40 95 26 53 14 88 76 63 29 51 23 53 76 91 52 64 54 45 77 83 2 69 47 60 7 38 1 27 24 46 22 17 41 0 70 
26 81 11 69 99 90 89 25 72 17 3 30 74 6 66 96 37 15 35 45 99 65 95 47 56 86 58 9 9 32 84 71 61 53 85 10 11 12 66 79 25 93 31 10 9 9 68 46 4 54 25 51 0 5 6 74 96 7 36 80 61 21 72 51 56 39 63 92 55 50 59 60 18 71 64 11 55 99 83 83 12 95 62 94 0 69 68 96 28 57 77 41 30 1 92 86 92 7 30 47 10 41 59 80 13 24 91 20 75 74 55 88 70 17 34 22 38 2 71 19 
2 53 46 19 42 8 25 22 12 88 80 53 99 94 48 91 94 66 46 12 64 72 68 22 61 31 83 79 15 95 4 91 30 15 70 78 13 0 91 57 21 26 70 32 50 87 81 63 42 47 7 74 5 0 53 92 50 73 92 83 65 62 79 56 93 69 49 29 87 40 30 66 73 57 49 62 90 49 81 73 85 56 80 16 27 85 9 77 59 1 12 76 15 44 32 61 13 34 90 0 74 72 19 99 81 68 62 72 17 95 45 54 51 78 71 78 63 80 8 74 
35 27 78 72 14 51 8 69 74 66 45 46 78 83 16 51 45 83 75 95 19 28 54 0 39 64 13 51 11 71 90 63 95 73 69 94 98 56 38 12 77 49 7 93 14 30 68 35 34 51 36 54 6 53 0 57 21 62 30 22 59 30 4 77 80 90 60 65 86 72 71 38 67 24 67 64 25 5 82 86 78 40 4 78 44 80 87 17 42 70 39 2 0 95 31 80 86 91 97 24 16 68 63 35 92 82 51 69 39 34 56 17 74 12 47 71 92 35 88 35 
21 36 3 1 68 40 17 85 53 44 41 87 24 58 69 60 67 98 62 24 51 32 98 28 17 62 60 66 94 40 10 49 23 26 22 17 90 1 97 93 9 31 87 90 55 48 14 26 44 23 46 99 74 92 57 0 16 10 20 98 53 92 38 76 56 38 75 41 80 91 90 59 93 23 49 0 76 89 46 47 53 18 76 45 39 84 81 55 94 1 53 48 45 43 24 2 34 51 43 66 42 86 25 87 61 26 39 89 15 85 89 20 4 65 65 95 49 98 50 95 
40 19 8 78 12 14 84 55 73 34 79 3 59 90 14 99 63 35 6 55 78 4 45 85 74 9 74 95 29 75 64 51 36 7 10 43 14 73 5 61 11 29 72 62 88 36 57 88 13 20 96 32 96 50 21 16 0 96 8 10 28 51 25 67 37 42 9 43 10 88 24 77 70 24 81 32 77 83 2 75 26 94 55 97 33 70 11 32 67 71 95 47 22 72 66 11 14 27 6 24 15 31 53 37 55 34 69 32 70 71 59 48 17 14 45 50 37 8 35 4 
54 48 89 15 8 83 93 16 65 85 1 32 20 53 43 87 81 43 48 21 52 59 84 20 13 80 76 2 50 44 64 2 33 36 21 80 41 62 12 93 99 6 74 9 92 21 44 3 48 91 52 61 7 73 62 10 96 0 45 29 90 10 22 72 78 74 8 67 40 18 52 83 25 52 81 83 0 41 78 22 96 85 36 61 48 13 45 15 3 43 96 93 53 71 65 84 45 26 51 86 44 56 21 21 8 2 4 61 43 34 35 92 72 71 53 20 85 50 87 88 
