40
64 84 24 89 12 16 1 52 72 29 52 98 50 0 44 10 16 24 17 40 41 43 51 46 83 11 88 61 30 20 45 95 56 69 36 69 38 89 73 62 
70 25 61 21 16 57 31 85 81 0 25 74 95 28 0 79 39 61 40 70 33 85 17 90 7 5 59 97 94 84 59 64 9 72 85 26 29 69 63 63 
21 40 37 17 68 10 96 60 24 88 82 57 73 51 99 0 56 10 81 50 94 41 66 4 65 4 82 95 73 97 58 46 37 47 63 5 58 59 17 34 
47 99 91 73 50 43 57 6 53 39 8 48 32 27 4 97 0 38 92 56 35 2 2 72 50 66 29 60 77 99 94 77 98 37 2 1 80 59 59 34 
50 68 34 82 47 90 80 78 28 24 86 63 27 88 87 29 6 0 89 36 67 83 13 18 20 15 19 53 26 78 39 77 98 25 59 45 15 91 75 95 
68 61 58 47 2 97 76 8 17 17 44 85 0 9 55 72 76 26 0 55 4 16 32 55 41 43 52 8 87 28 3 55 41 13 54 43 62 30 4 80 
47 0 17 99 10 72 23 38 98 1 93 54 69 77 61 11 21 14 71 0 94 75 15 35 88 69 79 51 51 35 83 50 35 0 1 97 24 24 36 22 
77 81 28 47 59 90 10 32 56 81 92 50 56 59 85 97 80 16 0 83 0 83 33 39 35 34 36 59 10 24 33 88 58 61 87 69 3 97 1 59 
78 45 61 87 4 99 36 36 67 88 19 71 71 52 62 58 38 50 17 0 75 0 40 85 63 27 54 19 76 7 30 7 52 92 46 8 91 82 44 10 
70 63 81 93 67 95 51 57 46 20 57 73 70 50 58 85 29 12 4 6 19 35 0 23 27 11 31 70 93 75 32 15 38 66 60 5 61 63 14 7 
83 71 80 53 21 38 38 51 2 43 9 73 30 74 96 57 85 79 79 30 54 11 97 0 77 57 1 39 20 15 98 3 39 79 8 12 69 98 15 72 
93 24 97 23 50 46 32 35 25 63 17 32 75 14 76 4 23 78 95 95 45 94 50 84 0 58 97 94 9 12 18 2 37 16 78 39 14 10 75 39 
74 44 71 1 11 0 57 34 78 53 30 23 99 80 60 24 91 57 18 0 69 37 2 58 5 0 98 19 43 25 10 69 69 34 70 32 34 79 67 64 
84 49 87 83 29 99 7 72 56 78 72 78 67 27 88 24 59 38 95 2 15 5 71 37 39 93 0 25 25 36 89 9 85 77 93 67 28 52 91 85 
30 16 15 49 43 3 73 2 94 68 57 9 74 80 46 65 26 16 91 51 4 80 60 42 9 5 61 0 58 52 75 88 68 90 90 63 45 63 66 39 
32 75 49 58 55 47 75 33 15 66 84 20 99 45 14 60 50 75 98 60 79 25 1 0 67 91 63 13 0 81 4 38 56 53 96 64 53 72 97 68 
90 34 40 41 79 54 2 81 81 52 94 61 78 95 61 45 86 76 58 92 58 63 31 66 68 79 30 73 3 0 94 46 14 34 87 45 41 89 78 22 
42 72 35 72 67 48 17 5 25 28 98 83 43 81 1 63 12 84 37 16 64 83 62 30 17 1 27 58 91 5 0 85 30 68 57 49 17 26 55 94 
6 5 77 49 38 30 65 50 14 54 66 30 37 80 60 6 82 87 65 25 45 50 10 75 18 19 24 87 97 31 81 0 36 10 5 74 41 22 25 7 
76 43 38 65 76 50 72 58 38 89 35 35 39 97 10 9 16 86 97 65 18 30 21 54 93 27 81 34 1 58 41 78 0 31 95 29 82 67 39 72 
56 74 7 47 71 69 57 39 55 6 5 73 88 26 80 81 5 13 67 7 71 61 37 24 92 32 6 74 0 45 98 8 20 0 56 91 74 13 83 82 
71 88 55 59 66 87 41 72 0 8 31 71 21 68 48 14 52 54 40 52 99 39 13 71 44 69 15 71 34 98 53 5 86 60 0 4 48 57 76 48 
18 59 72 39 27 72 5 32 26 46 84 77 85 49 49 81 18 64 4 4 62 57 9 0 70 78 4 18 87 33 18 5 92 90 97 0 62 2 4 40 
0 40 18 37 90 19 19 60 83 75 65 97 85 26 49 55 4 53 25 92 38 43 49 83 86 98 55 0 1 11 41 53 3 11 91 45 0 62 58 65 
37 23 14 22 1 63 77 58 68 54 2 7 98 3 90 36 2 97 36 55 60 29 8 15 40 99 61 22 13 19 39 51 94 5 25 47 68 0 57 37 
9 59 44 7 63 86 95 65 83 32 72 95 61 80 10 54 32 71 28 45 42 20 48 88 25 74 88 94 29 45 83 38 5 79 98 20 65 93 0 0 
25 9 47 39 41 57 45 73 81 25 71 75 45 19 64 23 45 4 69 74 49 52 65 6 83 63 78 48 56 15 0 34 24 47 25 18 56 22 91 0 
