60
26 54 45 71 61 60 26 91 71 32 30 0 55 53 0 47 81 20 92 20 78 19 30 35 16 26 87 23 36 32 19 62 86 16 86 47 76 64 38 99 48 21 0 55 74 0 3 56 20 95 28 50 66 11 85 82 89 24 57 25 
56 76 39 95 44 77 42 72 41 33 71 89 0 23 45 80 23 0 88 95 47 17 97 65 80 34 47 69 58 4 46 67 32 37 62 28 15 56 0 56 89 23 98 95 46 95 76 21 47 16 16 94 33 13 59 65 47 58 34 57 
14 32 76 98 70 90 26 85 47 26 93 88 49 0 84 47 38 12 68 85 28 84 31 14 49 42 79 48 0 66 57 66 98 34 64 20 24 42 5 71 68 51 60 69 94 96 16 33 60 84 70 88 20 2 54 21 44 34 69 97 
52 27 63 2 61 80 23 37 22 80 61 43 31 73 0 26 69 81 11 29 17 81 69 38 35 24 59 32 10 81 29 14 8 44 16 21 24 91 10 47 72 71 42 55 44 54 81 65 35 44 46 5 26 16 43 13 92 54 45 2 
35 74 16 95 71 84 68 95 76 79 94 0 50 36 55 0 43 89 12 30 33 59 35 11 27 30 77 71 85 22 25 72 49 93 20 20 77 88 67 5 67 14 5 70 2 13 17 45 54 81 28 39 92 15 51 71 46 28 42 83 
2 67 7 51 60 27 23 38 68 91 95 87 57 1 57 59 0 26 57 20 8 85 59 52 0 62 24 98 42 66 81 45 34 89 48 94 68 72 84 36 15 80 24 72 33 33 31 99 60 40 71 20 77 30 72 78 93 96 28 87 
63 10 32 49 51 81 95 19 53 80 8 20 12 84 92 45 17 0 96 29 16 67 49 93 49 74 23 94 22 52 82 37 14 66 86 17 47 82 88 52 14 96 72 26 32 16 23 50 92 71 79 60 90 81 5 39 55 81 86 29 
85 68 67 99 34 53 68 34 87 56 86 1 5 11 79 37 27 54 0 71 77 19 31 67 52 89 59 59 70 45 88 55 13 55 54 99 9 22 33 48 30 72 2 35 35 33 73 14 88 12 86 65 31 69 85 83 58 44 94 28 
89 83 83 54 38 89 53 99 63 87 48 94 11 50 81 46 83 54 60 0 67 98 41 50 68 78 86 26 22 80 7 11 15 42 65 54 32 70 5 47 9 5 93 20 55 75 66 91 81 79 66 0 77 59 51 45 37 89 24 59 
21 31 22 37 25 39 43 57 10 0 57 19 6 50 92 13 25 10 4 59 0 23 59 19 34 62 64 72 51 40 83 25 23 58 14 49 97 57 58 59 57 15 31 63 66 23 77 43 33 33 2 75 8 14 94 43 76 10 67 80 
51 50 5 26 8 19 75 58 28 34 17 37 49 48 53 67 23 82 63 9 67 0 84 76 31 30 71 8 40 38 40 43 40 45 70 1 16 45 59 96 31 28 85 33 29 38 0 4 20 63 13 88 81 49 16 12 79 87 72 20 
77 12 15 69 9 85 70 77 83 81 73 14 10 59 47 91 97 0 95 70 63 9 0 96 58 26 9 90 13 81 62 42 94 77 11 3 15 82 81 98 63 6 12 25 17 12 16 67 12 12 37 27 73 47 24 83 73 85 73 38 
18 35 80 64 65 91 68 80 25 1 78 41 59 42 66 77 54 35 44 18 99 33 98 0 80 74 7 5 59 81 43 29 68 23 94 33 66 62 13 44 15 43 85 26 86 3 3 92 38 99 63 37 32 61 61 64 35 21 69 46 
54 12 75 22 87 69 8 6 83 21 2 50 65 87 77 3 90 32 95 81 84 10 70 68 0 84 33 58 5 54 56 59 19 84 33 58 5 41 16 89 15 18 91 32 5 20 35 48 5 82 29 89 93 99 9 16 35 42 27 40 
49 83 51 68 67 85 26 73 78 43 14 93 61 57 77 19 78 64 67 35 99 48 76 44 47 0 60 35 28 87 75 29 23 79 97 42 16 75 67 94 18 33 40 32 91 69 51 21 34 70 56 33 18 32 77 17 17 89 52 97 
29 80 26 52 59 75 94 75 51 14 21 21 47 13 5 38 83 8 59 17 78 67 2 48 99 31 0 69 20 18 18 49 50 97 53 61 72 48 88 75 62 10 49 9 23 54 0 58 63 11 75 93 79 29 42 30 60 8 99 81 
78 70 82 29 67 36 42 39 36 31 67 50 93 16 11 68 70 11 27 85 23 54 79 2 84 21 84 0 81 36 77 59 6 60 40 73 48 83 64 84 66 31 34 59 47 45 27 18 9 54 3 32 9 82 86 93 55 70 89 36 
6 19 48 64 31 40 37 79 23 2 15 41 33 49 0 81 46 28 51 55 34 54 39 95 89 77 40 96 0 82 33 58 1 33 23 32 73 60 11 49 14 26 90 48 27 91 81 25 71 32 33 57 38 72 53 27 2 45 24 2 
27 9 60 28 42 83 60 15 44 23 64 58 1 55 58 80 98 39 6 21 23 39 78 62 63 83 41 65 29 0 67 56 26 28 37 68 63 49 36 59 73 52 70 26 59 28 7 57 20 13 78 43 4 9 5 67 44 99 85 73 
64 4 82 43 84 71 63 48 20 99 7 45 4 77 72 63 58 79 21 78 44 51 73 48 12 79 67 57 30 52 0 94 9 64 89 93 35 53 41 8 4 1 53 8 78 25 72 36 56 45 66 0 48 40 48 61 71 16 70 1 
20 52 47 29 69 37 23 4 42 16 64 46 17 18 7 48 95 31 36 52 76 3 52 76 95 1 37 66 69 59 19 0 12 66 71 81 55 94 37 49 62 2 48 80 72 55 28 67 86 64 19 14 19 72 90 14 25 80 32 94 
39 3 35 51 22 6 84 29 52 22 79 15 76 27 95 48 34 75 15 20 91 35 34 11 59 24 77 84 4 62 78 96 0 65 47 39 72 84 69 24 58 48 39 34 27 86 34 61 61 49 33 53 36 67 16 47 43 45 31 0 
59 61 96 77 27 95 16 51 31 85 27 89 85 67 23 64 5 9 25 67 11 58 72 99 77 40 47 21 37 30 73 97 44 0 74 71 16 42 74 48 80 1 89 65 20 65 30 26 74 7 45 85 66 17 85 95 9 84 16 46 
14 41 43 58 62 69 81 31 12 55 31 92 9 20 9 29 85 91 55 60 99 0 97 17 69 82 12 78 18 81 77 33 74 72 0 37 94 25 20 58 80 51 50 89 71 11 71 57 55 26 69 54 79 66 23 0 1 87 79 19 
68 8 52 43 80 96 32 26 21 52 84 53 3 86 95 26 98 66 35 53 44 4 59 75 23 82 76 24 69 7 95 90 15 0 85 0 48 17 74 69 21 58 74 76 45 69 2 95 87 38 0 84 94 59 59 17 93 35 93 62 
42 89 4 9 89 89 9 89 58 83 58 31 93 84 7 90 6 62 85 45 0 37 29 94 96 41 64 89 76 57 4 71 46 8 32 87 0 41 76 60 76 86 92 70 23 51 12 29 13 50 74 13 87 56 60 84 97 24 25 73 
33 29 96 32 90 29 71 92 70 0 52 47 38 96 69 61 48 81 90 61 83 17 27 71 73 39 7 70 15 32 95 48 62 92 80 4 73 0 96 95 4 48 94 42 45 63 4 45 97 46 6 80 63 85 3 36 24 10 6 39 
43 2 40 57 46 72 61 19 76 57 14 32 57 9 75 54 24 31 99 21 77 58 54 41 43 57 29 68 68 36 59 63 90 99 20 36 24 81 0 0 90 21 33 47 30 60 54 55 91 53 28 20 11 34 61 55 44 43 75 12 
79 34 75 21 86 47 57 10 28 64 62 70 85 47 69 68 7 23 75 50 29 55 71 92 90 84 99 34 27 74 98 58 61 25 79 99 72 88 61 0 4 23 22 90 23 91 58 30 67 33 33 96 40 4 40 30 40 40 16 20 
14 66 78 27 91 10 26 15 50 87 67 55 63 41 45 86 85 55 68 4 40 1 52 80 57 92 63 50 32 79 70 99 98 48 26 89 10 53 57 61 0 76 68 55 18 65 93 55 20 14 59 12 15 63 44 25 55 59 75 88 
91 45 87 89 45 65 78 56 18 87 69 63 64 37 70 34 54 64 89 26 78 0 38 45 63 34 22 70 94 97 58 85 94 97 26 40 63 4 48 33 44 0 96 8 58 67 42 12 83 83 38 13 35 28 58 98 14 81 68 8 
30 79 45 77 76 71 69 91 28 17 25 72 38 73 32 96 92 26 60 27 9 50 40 44 78 51 94 92 84 62 53 14 93 50 43 22 74 12 13 54 81 90 0 19 16 10 67 8 36 27 36 45 77 76 41 55 27 35 0 11 
49 5 78 43 7 21 17 81 34 30 35 15 73 13 87 89 75 54 49 11 82 85 8 59 14 1 67 93 36 19 5 38 76 35 33 83 8 50 17 94 32 52 62 0 18 49 46 45 3 96 9 37 33 17 49 47 71 68 41 59 
39 98 97 15 33 30 50 93 32 67 88 17 72 50 74 42 99 21 87 54 69 96 92 2 14 93 50 37 61 43 96 0 41 94 67 26 76 17 19 9 85 7 26 57 0 52 99 60 73 86 15 94 35 59 97 1 52 99 38 65 
94 34 17 35 28 84 61 57 1 32 18 86 40 96 95 1 48 46 62 74 85 77 68 20 88 17 21 92 16 59 9 10 93 26 97 74 10 10 83 11 43 1 50 35 97 0 36 97 96 50 71 81 79 40 1 67 57 74 11 26 
33 20 88 78 46 86 4 8 48 39 72 43 40 22 78 89 71 67 87 67 17 58 48 97 50 1 16 8 75 28 34 60 0 74 91 47 60 47 55 61 39 27 4 31 1 83 0 25 2 60 92 71 70 93 20 21 94 37 29 22 
17 15 34 17 89 77 16 2 77 72 63 16 51 67 47 5 2 20 30 56 80 22 28 51 67 48 24 62 37 5 36 54 20 22 72 61 0 88 15 77 12 78 45 16 98 92 21 0 13 3 9 45 77 89 48 45 89 72 59 27 
77 95 81 49 17 5 11 69 46 26 98 58 57 43 26 55 88 99 59 53 2 68 50 32 9 99 77 99 23 36 26 1 83 59 2 52 65 65 74 63 92 72 21 1 68 0 8 8 0 67 13 54 88 63 86 97 14 63 96 38 
51 74 91 86 34 93 38 51 59 12 14 3 37 87 4 5 87 64 65 39 83 78 93 71 41 79 69 56 94 17 46 97 92 37 83 26 30 73 77 41 38 91 44 75 30 0 32 18 16 0 57 0 27 50 71 68 81 92 76 27 
62 22 76 54 59 11 32 42 84 9 35 22 52 80 49 82 32 33 52 1 30 9 1 9 11 24 78 44 69 6 23 31 29 99 85 40 10 17 34 47 78 70 21 82 50 71 16 34 56 69 0 39 30 88 48 94 65 26 90 34 
85 14 65 14 13 50 6 76 19 41 23 97 11 96 31 13 67 47 99 76 68 87 15 51 27 63 45 92 42 35 26 27 49 91 93 15 93 99 43 12 40 18 61 51 14 44 64 34 92 64 10 0 3 25 63 30 40 8 23 82 
96 49 9 97 93 2 64 86 54 7 51 94 25 64 98 92 9 14 26 53 78 36 65 81 13 81 64 53 41 87 88 37 88 97 35 81 52 51 20 58 59 23 52 36 39 2 28 48 17 6 53 47 0 71 29 7 52 93 13 93 
32 1 31 20 98 18 54 2 69 26 12 80 49 65 17 88 19 97 89 36 4 42 84 98 65 65 58 17 10 71 63 42 72 94 14 22 64 68 77 85 94 89 66 95 54 35 84 26 84 25 62 88 19 0 39 85 11 97 2 73 
68 65 15 40 11 82 62 27 50 39 13 97 81 31 92 87 66 76 13 2 53 76 91 73 74 82 58 86 31 12 11 99 30 27 91 41 9 5 21 11 97 86 8 78 17 1 65 35 29 79 37 83 55 80 0 29 62 66 67 93 
78 79 44 8 58 87 2 19 93 23 30 42 9 91 20 78 44 37 13 73 16 2 8 23 83 64 5 97 30 24 43 61 55 39 69 65 27 71 84 72 46 67 14 55 10 86 85 54 23 50 27 92 53 88 15 0 52 72 37 35 
49 32 48 4 72 17 70 51 89 6 23 35 25 89 43 35 75 80 41 98 31 21 42 36 9 10 24 13 82 13 0 31 46 48 88 70 66 10 21 7 68 44 94 46 33 89 33 60 70 75 10 53 96 53 89 5 0 65 18 97 
78 71 81 76 19 69 46 85 31 67 44 99 63 39 45 48 80 79 8 50 6 71 3 2 24 44 59 87 9 29 84 40 0 65 16 20 86 15 57 17 82 2 69 98 93 66 46 73 97 7 76 3 78 79 57 2 76 0 41 85 
98 77 77 98 95 46 70 33 61 28 3 95 82 72 93 75 90 40 48 40 99 24 95 77 56 53 31 32 21 24 69 71 1 99 70 48 45 92 82 6 20 85 53 54 9 47 29 99 39 30 91 38 6 87 67 14 92 98 0 13 
22 20 37 75 19 59 24 64 51 6 22 24 43 75 78 52 74 60 3 13 90 95 3 96 34 70 11 26 20 9 91 94 29 28 70 0 87 46 16 39 4 90 63 47 66 93 51 92 53 54 6 43 1 61 92 87 32 55 13 0 
