80
67 70 29 21 50 49 90 75 52 60 0 82 22 29 80 44 30 32 67 40 51 89 26 72 19 51 56 96 5 85 54 24 7 83 45 57 32 87 84 84 48 4 18 22 33 98 66 63 30 86 55 33 75 34 6 46 85 62 94 42 99 48 66 6 31 64 16 15 51 0 51 51 4 69 25 89 67 92 5 50 
30 60 83 57 94 41 55 32 56 50 26 0 98 93 62 82 9 78 97 12 30 49 16 87 18 41 76 38 85 81 40 15 94 75 24 40 17 80 72 25 30 99 80 80 44 94 62 53 24 12 17 7 13 33 94 31 27 70 21 12 4 61 80 98 89 4 38 6 84 11 83 66 62 63 47 6 10 61 11 34 
25 80 41 38 14 87 70 93 58 43 5 62 0 37 12 46 94 50 4 78 13 87 97 75 2 96 33 12 57 44 99 83 25 92 73 91 80 43 36 90 39 41 52 96 31 16 94 25 66 50 55 80 37 52 55 39 0 89 4 10 85 3 45 62 95 18 5 75 62 41 65 53 35 69 49 66 85 95 43 4 
45 98 84 34 3 91 73 55 32 29 65 70 84 0 32 80 29 90 7 43 83 25 96 18 46 97 36 84 92 31 88 89 30 24 23 85 15 48 40 0 78 6 70 62 68 2 94 97 44 54 40 28 31 88 98 29 85 35 65 29 66 53 18 48 29 41 85 97 42 78 97 20 36 67 34 4 21 81 2 18 
35 94 46 18 83 44 47 20 31 13 50 98 18 20 0 0 14 84 97 56 62 46 28 98 65 14 2 86 95 56 4 82 51 2 0 86 47 0 6 78 65 8 28 35 81 27 35 47 63 84 55 25 30 83 75 95 49 29 34 45 38 38 79 41 93 32 27 40 32 85 70 49 46 99 84 79 78 72 26 41 
56 81 66 87 16 93 34 65 22 68 62 60 59 42 1 0 74 80 44 58 18 14 59 64 65 43 43 43 15 21 84 24 2 2 63 70 95 97 87 70 18 50 82 77 44 36 81 70 68 25 80 86 91 39 50 57 34 45 52 2 18 37 26 72 91 89 42 39 38 30 9 56 32 43 85 76 31 66 98 0 
43 78 86 35 69 89 44 3 86 96 5 5 85 83 77 77 0 72 68 63 54 29 71 86 72 57 14 56 23 12 56 19 42 94 6 11 83 50 14 22 98 72 79 84 7 8 13 32 80 81 47 86 10 18 72 34 27 38 90 3 2 98 22 44 93 28 7 28 30 74 50 28 46 81 64 5 90 29 89 70 
10 36 57 72 7 81 59 86 72 1 89 26 0 63 71 93 91 0 73 73 4 76 2 2 57 18 8 47 48 97 70 10 86 27 35 45 60 94 31 84 47 73 11 47 36 34 92 80 64 66 5 69 42 7 23 99 26 31 99 26 81 69 36 19 48 71 64 60 17 47 45 65 72 56 64 9 90 9 41 6 
27 46 27 21 6 51 72 84 34 71 10 15 40 98 34 88 22 50 0 39 50 46 56 22 2 73 83 44 82 76 50 61 23 78 82 81 29 54 65 63 26 27 31 18 77 17 59 99 68 60 91 18 6 47 92 60 72 76 4 6 52 6 67 27 84 49 8 65 4 25 81 82 4 64 0 82 81 11 81 1 
71 24 71 29 72 64 89 96 40 45 3 44 52 70 24 88 72 32 6 0 10 39 10 66 3 62 0 84 74 34 86 97 58 57 27 82 73 68 79 65 14 82 10 18 4 34 58 76 18 64 4 80 3 14 99 6 29 99 43 3 33 81 52 44 90 31 26 64 0 5 29 66 39 91 36 44 77 94 72 48 
11 77 80 66 43 79 73 72 79 68 27 64 49 80 8 39 11 35 55 63 0 85 81 32 28 17 28 6 64 0 6 75 77 86 41 73 66 66 45 97 34 73 13 35 5 22 27 16 9 82 32 53 19 13 37 48 83 65 6 47 18 64 74 47 50 15 20 68 34 66 65 20 91 79 8 96 53 35 64 14 
69 96 67 89 62 5 89 97 22 47 44 40 11 70 88 13 37 8 82 71 26 0 44 17 30 52 65 35 87 30 49 8 78 69 49 92 74 90 89 48 37 85 89 0 55 29 66 45 89 0 16 16 99 60 85 30 64 3 17 3 33 67 12 63 88 61 56 14 52 45 62 41 83 3 94 90 32 60 35 22 
60 4 90 59 64 27 41 81 30 11 84 63 78 96 79 18 58 35 32 62 32 94 0 67 98 97 58 30 9 93 4 69 97 94 81 14 22 74 95 4 85 79 68 15 28 99 33 38 34 65 0 18 12 55 86 10 5 44 92 14 89 49 36 87 43 69 53 17 95 0 22 33 31 42 48 59 41 34 97 27 
51 97 45 15 5 83 77 10 27 70 24 17 71 12 56 14 81 9 84 77 9 58 10 0 52 10 52 45 96 49 24 0 99 21 15 4 5 93 66 32 15 42 1 86 55 57 52 88 18 36 65 79 46 27 72 50 90 24 47 38 25 71 38 76 93 54 32 98 47 98 82 62 41 84 48 96 93 0 84 12 
89 2 43 87 81 15 38 23 91 85 62 17 9 0 45 54 54 78 52 53 76 86 15 17 0 15 65 16 68 2 80 57 4 23 96 37 91 34 61 34 72 23 3 81 75 49 35 82 27 39 35 3 77 3 73 0 70 38 68 38 40 48 47 96 23 44 34 66 78 47 1 2 22 4 35 97 5 22 79 32 
13 67 36 91 70 61 91 40 99 59 31 92 59 78 88 34 22 74 1 53 21 54 55 95 10 0 93 16 65 24 48 79 91 36 70 13 97 13 6 49 24 37 41 83 15 29 17 90 56 70 43 77 24 50 25 35 45 18 51 11 94 51 42 38 88 64 51 37 77 57 86 53 46 27 36 62 9 5 4 65 
28 47 94 52 49 19 39 95 89 42 58 84 94 0 74 34 64 25 71 93 35 58 46 81 37 34 0 46 91 99 11 19 98 6 24 0 25 63 95 15 6 53 51 52 5 25 86 21 2 9 14 37 67 60 71 5 46 66 51 37 18 15 57 68 21 81 68 98 96 15 13 54 20 16 58 25 41 44 46 44 
54 60 33 73 72 4 30 18 23 34 8 93 49 65 61 22 98 30 20 46 45 34 53 66 2 11 43 0 56 90 40 62 2 73 87 75 30 70 45 5 4 53 98 5 70 11 27 20 41 99 19 39 85 72 5 88 83 48 32 91 90 24 5 93 49 93 20 79 63 17 36 19 23 86 76 93 98 3 66 39 
2 85 78 88 9 35 28 92 36 60 36 78 36 41 71 85 86 43 17 1 61 53 72 84 40 48 29 90 0 95 29 6 32 60 46 41 47 74 86 35 86 22 14 74 15 37 59 2 81 28 55 94 34 28 78 26 76 59 16 80 55 97 38 39 57 84 33 57 10 19 92 48 93 6 22 8 44 33 62 77 
62 18 71 48 98 49 74 74 8 90 6 15 87 44 55 97 80 40 54 42 59 46 90 4 5 64 12 49 98 0 26 12 97 97 60 95 98 86 21 58 76 28 74 15 72 81 64 5 73 18 47 32 17 38 36 22 2 0 23 52 27 1 64 76 98 76 23 48 62 45 6 90 73 32 6 97 65 70 2 38 
41 50 22 58 40 10 32 94 11 55 47 90 56 63 19 6 92 42 54 54 87 12 45 12 97 3 10 14 25 64 0 18 66 27 28 6 38 60 1 1 15 0 43 23 63 62 29 55 5 35 62 92 0 59 57 97 62 19 63 39 83 68 58 50 48 38 8 38 99 9 39 66 9 34 90 25 97 19 32 2 
7 94 46 7 5 3 56 19 74 19 59 58 40 69 60 88 7 68 78 58 78 69 25 39 3 15 16 0 86 49 54 0 95 1 52 1 56 60 20 31 32 31 41 72 52 1 12 60 69 90 18 99 59 43 91 62 10 7 15 49 8 69 94 4 22 47 57 31 59 77 62 91 9 3 15 61 56 27 73 77 
69 44 77 80 39 20 95 2 27 10 51 36 31 45 92 54 44 49 85 4 26 99 95 87 54 11 1 10 90 26 39 12 0 68 92 62 88 39 64 16 49 15 4 33 60 96 87 5 97 24 61 75 23 8 15 29 71 68 91 62 94 30 26 17 99 70 31 87 10 95 55 11 62 11 44 74 59 83 31 56 
7 92 32 82 1 47 11 72 15 2 86 61 85 12 30 84 35 61 23 45 8 79 56 22 90 1 97 2 84 80 58 44 73 0 26 26 89 90 50 56 44 89 18 29 53 48 13 88 62 37 33 70 68 90 93 10 43 42 12 27 22 23 23 47 65 2 73 7 92 76 63 88 65 33 70 18 34 83 7 96 
72 40 18 92 82 11 55 25 5 19 5 28 42 28 75 8 30 1 15 74 29 30 15 94 64 85 12 98 20 71 94 45 64 12 0 46 76 92 24 33 12 29 61 6 9 89 14 40 42 81 66 71 12 81 65 76 18 29 26 39 53 72 84 17 36 73 63 12 18 87 46 82 68 59 88 78 0 55 70 42 
36 36 13 0 70 30 28 40 12 54 79 65 26 15 82 63 89 97 27 7 37 25 89 5 37 29 35 37 84 5 80 73 94 45 73 0 76 54 56 40 8 36 5 87 51 39 2 40 36 29 99 25 7 88 83 44 70 18 81 54 24 13 79 18 59 5 34 87 59 90 27 19 78 32 6 30 23 60 22 59 
42 22 37 49 62 20 45 32 38 78 39 14 92 18 84 3 75 18 42 34 61 69 54 39 53 12 21 76 73 44 87 15 18 24 16 32 0 13 65 35 91 56 1 35 26 86 38 2 4 80 36 17 1 42 9 54 7 30 82 80 26 22 47 96 98 15 29 95 28 46 82 19 2 83 55 80 69 45 82 26 
78 71 43 79 65 52 86 72 35 20 4 13 42 3 10 41 70 39 36 98 85 18 70 39 53 77 19 23 22 54 49 52 25 44 32 42 49 0 15 84 90 71 97 33 75 7 26 45 98 14 96 83 84 66 22 37 95 94 60 17 48 61 22 25 6 54 67 55 24 82 91 14 54 40 99 81 0 77 78 98 
91 74 34 75 92 8 13 87 2 25 57 50 39 79 75 45 85 95 52 9 77 43 75 83 35 27 16 35 4 95 34 96 21 20 23 66 28 88 0 31 66 62 33 5 41 61 2 78 56 54 87 85 49 15 69 84 94 37 72 98 84 58 46 6 78 70 72 6 10 77 89 76 40 23 81 33 84 35 12 92 
89 51 77 90 18 98 27 12 36 99 63 72 57 9 30 35 31 2 93 42 32 83 70 24 6 4 9 42 39 73 34 29 77 63 19 95 62 98 60 0 97 23 74 6 84 5 41 16 59 35 10 91 70 80 67 76 84 77 70 24 50 56 5 27 19 76 75 33 75 35 35 72 10 10 79 94 15 72 62 74 
59 72 18 29 53 85 57 37 62 27 13 65 83 18 44 55 95 19 88 70 6 76 94 16 86 25 63 53 98 25 79 57 98 97 39 3 83 96 92 97 0 6 14 59 24 59 14 19 78 55 41 37 31 36 53 69 61 68 22 11 94 1 21 44 51 60 47 86 8 39 83 84 97 98 44 22 9 10 93 87 
17 87 24 48 23 30 69 36 50 91 48 44 45 69 40 96 81 39 82 89 79 17 74 76 67 70 50 76 32 96 16 50 83 40 50 6 22 20 94 73 63 0 69 8 63 62 4 96 1 38 38 32 8 64 61 75 34 11 52 18 59 20 20 42 60 71 0 35 43 95 60 6 89 81 15 5 43 71 1 45 
10 39 29 18 3 90 45 89 54 49 60 13 69 80 56 82 51 56 17 94 3 29 53 45 10 68 50 6 39 3 51 1 95 32 71 50 23 17 92 77 66 52 0 88 32 98 70 36 7 39 82 10 68 35 55 78 3 57 36 95 61 87 48 8 72 72 58 95 89 50 24 7 54 66 95 87 65 17 75 24 
56 57 34 24 45 42 55 0 99 43 47 12 31 96 20 55 68 31 50 9 33 74 68 88 92 16 27 57 33 2 81 42 11 68 18 8 62 25 9 13 69 56 26 0 4 98 7 24 81 9 33 15 35 54 3 27 70 82 37 55 36 70 97 47 38 68 8 52 93 17 66 62 25 92 14 30 42 73 6 24 
82 40 91 17 46 46 45 16 28 82 23 64 52 73 63 43 41 71 95 34 40 13 97 18 57 63 48 0 37 54 76 71 46 67 89 44 65 34 12 93 68 36 9 72 0 24 67 50 48 15 36 88 28 85 6 86 49 6 86 38 13 14 9 11 33 50 56 98 84 68 91 4 56 52 77 65 76 96 67 24 
11 4 65 40 89 23 26 90 82 64 80 95 78 42 58 11 92 66 9 29 87 52 33 43 56 62 61 32 59 80 9 70 36 26 62 78 49 88 68 31 52 1 78 82 43 0 93 35 55 54 16 42 58 2 38 14 64 99 99 75 31 60 98 68 86 60 46 87 1 66 71 53 67 49 36 62 90 81 50 46 
36 66 40 46 68 78 61 33 29 60 60 61 20 10 81 58 71 27 45 72 45 16 77 13 18 65 75 8 47 25 54 35 44 47 81 12 25 94 97 7 6 58 20 78 68 1 0 91 80 34 15 25 50 45 90 68 62 18 29 61 95 35 96 39 82 30 52 60 76 1 67 83 11 87 13 32 40 2 23 72 
36 91 97 38 36 40 59 50 58 88 12 53 23 8 45 6 90 97 66 19 50 85 54 62 24 67 94 64 69 17 36 57 60 85 96 48 25 55 99 83 43 11 89 18 71 34 24 0 83 42 33 33 27 87 95 51 54 89 67 76 59 55 33 19 41 29 20 66 36 19 2 31 30 91 50 53 77 26 67 60 
69 0 45 48 87 41 52 94 82 19 70 93 75 55 65 68 37 85 34 73 4 88 5 86 79 55 39 8 81 59 20 2 59 66 3 99 59 55 93 93 26 15 87 1 70 52 69 7 0 56 81 45 44 38 83 76 93 74 84 26 33 5 81 93 23 84 92 82 91 85 75 17 0 14 71 22 18 92 30 7 
48 63 52 45 1 35 21 46 10 57 24 43 14 5 88 37 41 80 71 32 17 99 50 69 13 73 44 32 65 74 91 14 89 44 11 90 31 84 88 93 41 12 37 8 70 77 97 63 10 0 96 27 20 98 49 85 71 93 69 36 19 61 2 8 57 13 50 88 49 38 82 43 2 71 51 72 48 0 36 10 
21 84 38 41 82 39 79 5 84 48 41 3 61 96 63 18 61 13 59 11 51 93 54 53 16 5 78 16 5 66 27 79 50 17 72 84 56 51 89 40 52 82 95 13 78 58 84 92 71 95 0 74 88 57 79 4 14 57 72 71 75 99 50 77 16 23 61 24 26 2 16 78 85 11 44 15 21 28 7 44 
23 62 18 63 19 98 19 85 7 91 57 35 43 59 12 59 82 74 36 61 28 4 39 65 68 35 81 89 63 40 34 38 3 4 1 74 54 20 60 62 64 17 49 7 28 61 66 63 87 54 24 0 59 15 81 27 51 14 68 14 7 2 5 10 7 6 84 61 79 96 75 43 65 76 50 94 38 68 57 77 
23 81 45 34 96 27 13 99 93 81 66 0 36 71 62 43 77 99 56 8 95 84 51 61 60 53 55 50 22 12 28 97 45 73 31 93 52 44 93 98 77 59 98 13 30 61 8 59 60 65 20 7 0 23 68 13 77 75 64 99 39 44 48 36 69 79 30 74 75 75 72 4 34 22 18 16 35 26 27 47 
43 99 55 96 23 75 10 0 3 26 51 42 22 99 79 43 30 9 17 57 36 41 61 22 16 79 90 3 58 69 51 53 69 58 50 92 85 12 44 88 38 95 31 12 94 62 55 24 23 25 81 59 18 0 81 86 26 71 90 84 40 93 89 61 3 39 53 88 51 97 29 41 44 12 5 38 74 61 14 49 
38 47 8 56 42 41 95 68 64 85 4 4 78 93 18 33 85 23 73 88 73 2 30 17 14 35 8 40 48 74 89 86 22 49 95 16 90 90 36 54 27 92 11 57 85 29 90 22 52 63 11 77 18 93 0 84 80 3 25 29 77 66 67 51 16 14 19 58 56 55 65 83 47 76 92 85 57 82 59 61 
98 70 39 16 63 86 52 96 41 77 25 18 96 44 22 64 11 41 22 67 49 87 3 48 15 95 85 24 30 45 38 80 67 29 48 31 15 0 27 56 30 4 26 26 0 0 42 11 42 16 31 43 56 86 91 0 33 29 48 15 74 86 95 93 15 95 24 30 96 3 38 78 59 64 56 12 65 98 75 59 
14 6 54 70 44 97 94 78 26 94 93 52 80 41 46 47 36 22 29 84 78 67 62 37 83 70 1 0 20 77 59 87 35 13 57 80 63 3 58 89 97 51 42 29 92 40 76 81 62 5 65 40 24 80 30 8 0 31 60 71 60 72 58 96 37 67 76 0 23 86 90 72 89 84 2 82 24 30 15 86 
88 80 79 64 12 9 72 63 92 85 86 53 57 96 1 94 15 29 95 90 15 85 63 4 21 17 38 45 99 53 83 87 86 62 52 98 23 76 13 16 61 51 21 18 99 74 65 67 3 60 57 18 97 72 74 18 41 0 63 41 18 46 28 56 61 32 55 84 61 20 52 74 72 73 93 23 47 58 90 2 
70 48 20 67 72 47 85 14 60 0 55 30 98 35 87 59 20 94 44 81 14 48 55 38 74 0 62 73 10 4 76 80 4 48 99 77 95 84 91 7 84 98 38 35 33 77 94 5 71 90 86 37 39 94 28 13 94 90 0 57 46 62 89 51 63 89 28 58 25 71 66 62 69 56 97 54 85 91 60 56 
82 98 45 73 92 73 86 39 15 24 96 62 39 85 13 2 26 41 12 52 12 78 14 33 86 11 87 71 2 47 79 36 98 77 9 90 50 47 29 18 24 77 80 63 15 45 17 41 86 29 93 50 60 59 35 98 70 22 22 0 22 1 61 20 30 23 62 81 22 44 51 46 21 31 61 88 76 78 82 14 
60 27 16 20 87 51 70 57 25 92 34 99 94 48 71 24 23 34 57 45 78 8 44 51 91 5 40 19 36 22 33 48 49 1 68 88 4 38 46 30 31 32 81 77 80 53 53 3 87 63 49 65 23 45 68 15 2 60 34 38 0 20 86 84 73 6 24 78 97 22 60 80 55 41 9 35 94 14 39 81 
77 40 98 53 85 67 20 87 79 6 78 14 26 16 98 0 23 74 30 72 97 90 52 52 31 13 39 26 27 78 59 57 70 58 10 7 77 30 47 56 36 25 70 15 93 20 67 68 47 97 40 44 87 44 96 70 57 35 96 37 66 0 94 88 66 56 96 95 86 43 3 74 20 26 89 13 98 8 82 45 
5 74 41 44 19 37 15 28 25 63 17 43 71 11 31 89 67 27 36 5 22 92 80 42 18 21 8 68 30 42 66 87 16 7 32 87 97 99 68 22 62 85 65 86 49 48 75 16 76 64 74 98 56 54 93 26 27 1 94 57 43 60 0 11 20 29 99 17 28 67 91 42 52 8 80 1 56 8 70 32 
72 44 83 28 50 28 54 29 81 0 87 76 13 84 87 33 65 38 2 93 5 93 87 10 1 68 63 57 76 85 42 0 81 77 28 83 5 34 13 38 34 52 14 47 36 53 32 1 92 34 46 49 27 85 11 80 5 27 38 33 12 80 33 0 9 13 29 66 47 42 4 34 94 70 81 30 23 66 83 67 
0 81 69 80 67 32 60 72 59 50 6 72 30 91 18 91 5 47 57 52 42 61 86 36 83 20 19 59 86 54 26 38 36 47 18 55 80 31 27 39 81 85 63 64 77 33 55 82 33 65 86 75 26 25 63 62 45 82 21 83 89 99 21 25 0 92 80 27 75 59 18 56 97 34 72 26 67 28 60 52 
93 46 79 71 71 43 33 68 77 6 51 66 6 25 43 53 69 23 32 44 35 2 0 32 36 25 58 56 53 18 8 98 16 88 21 88 83 7 56 60 13 60 79 19 85 22 24 54 98 56 98 33 59 50 17 47 75 75 3 80 45 64 30 61 4 0 1 87 11 58 47 76 70 78 96 55 1 72 61 99 
29 11 32 40 13 49 39 89 76 43 21 21 59 4 82 63 8 36 50 19 94 49 95 16 28 43 23 81 16 84 80 97 95 64 89 8 65 28 49 93 23 23 14 34 27 48 97 87 84 99 58 30 49 53 46 29 49 21 10 17 5 42 66 52 58 7 0 23 87 14 16 11 37 82 97 16 82 95 55 67 
94 13 49 95 19 48 76 68 69 38 37 27 32 3 79 90 10 44 13 49 59 81 12 48 63 10 17 46 5 72 65 51 86 66 99 5 66 27 25 36 18 62 15 50 17 46 41 79 91 54 28 50 88 41 98 51 51 67 49 8 40 66 11 26 85 62 83 0 90 8 39 8 22 54 58 91 1 51 22 92 
6 2 94 46 43 44 97 46 12 99 6 52 17 70 30 2 32 13 54 74 73 93 82 47 0 93 90 1 44 12 45 2 14 91 48 10 35 98 56 99 49 15 3 66 85 33 69 17 98 75 92 23 68 26 70 68 71 60 21 68 24 18 70 39 9 71 1 45 0 9 44 70 24 48 36 61 33 57 79 84 
32 23 7 53 1 30 73 73 42 95 93 67 13 63 58 75 86 59 20 55 68 16 77 45 16 14 6 2 71 37 86 56 12 93 9 14 23 34 39 66 81 32 85 47 47 43 22 34 54 42 41 74 10 19 19 27 33 78 29 56 15 67 64 80 60 25 94 36 60 0 2 41 17 39 88 16 82 10 50 88 
4 92 62 67 63 34 94 48 12 75 4 79 42 21 59 54 46 5 90 6 90 44 48 59 83 88 76 65 51 78 5 55 22 68 22 85 54 68 33 18 95 90 97 89 11 9 44 57 66 34 16 57 79 64 68 62 4 44 80 55 75 85 63 97 5 85 83 59 6 68 0 1 58 27 43 21 88 87 79 54 
73 47 63 4 63 32 19 67 28 51 23 3 88 86 1 94 23 36 5 81 4 35 83 63 14 26 84 54 65 15 60 90 62 24 95 25 56 66 45 36 17 20 40 5 58 93 51 81 29 9 63 33 96 98 48 62 76 85 16 93 52 76 83 67 52 30 44 8 96 89 45 0 9 37 23 67 30 26 1 11 
35 16 96 83 14 45 45 42 82 13 35 34 90 18 53 42 1 98 3 49 87 0 15 49 89 90 68 71 16 69 82 4 85 78 87 51 75 33 93 9 46 28 96 88 99 49 83 0 47 38 49 87 38 16 36 27 6 4 98 23 26 32 27 11 62 66 63 90 99 8 99 98 0 47 38 36 97 21 88 44 
59 89 83 49 6 71 28 64 76 78 39 54 10 18 17 25 85 80 15 36 41 66 34 78 14 25 66 11 46 6 7 58 95 43 7 53 14 36 18 42 14 9 96 77 28 14 2 65 46 69 1 87 35 88 65 1 13 83 64 11 89 72 69 37 67 29 90 81 17 60 24 31 70 0 60 50 86 14 15 33 
83 68 20 71 56 38 72 21 73 37 33 63 61 54 52 28 35 42 9 52 55 85 36 77 58 96 27 44 63 94 77 46 62 50 17 71 40 42 44 65 79 29 28 92 84 32 20 71 75 81 24 82 67 60 59 25 8 38 21 71 32 51 70 46 1 39 69 93 81 14 58 60 43 39 0 79 71 24 51 98 
58 27 80 25 39 91 2 99 29 23 23 13 26 93 12 27 32 81 72 66 47 83 26 91 22 31 22 45 7 73 44 65 52 76 42 91 68 96 91 97 20 14 11 98 7 23 26 91 56 50 57 4 33 36 47 7 19 69 53 26 95 49 44 47 25 86 39 93 83 30 43 55 96 6 53 0 81 31 46 37 
34 56 93 67 92 40 75 63 10 80 89 5 29 85 52 6 72 43 0 7 73 95 14 69 53 67 24 34 51 23 23 85 79 69 52 23 9 79 86 71 59 27 28 40 13 33 47 37 76 99 44 2 94 58 23 47 77 0 33 28 23 8 65 54 77 70 77 87 49 63 10 61 90 39 1 3 0 48 92 48 
47 36 50 93 46 26 92 76 26 77 56 49 86 22 3 63 92 80 2 41 95 13 54 85 4 56 41 76 56 33 24 56 22 27 49 20 53 94 96 79 71 53 80 57 75 35 73 67 67 27 60 62 92 67 99 96 23 40 72 79 26 49 35 0 28 37 20 81 31 17 12 54 70 44 64 97 79 0 16 46 
16 76 60 9 43 59 57 18 52 30 50 30 31 37 30 59 26 50 92 57 19 4 64 89 0 28 38 79 65 54 77 33 83 37 42 78 48 0 97 0 82 99 82 13 36 12 24 63 15 16 72 34 72 36 76 72 64 14 3 81 69 80 15 52 69 9 30 17 61 79 70 95 78 52 60 67 17 84 0 32 
0 6 66 24 95 94 96 11 9 51 45 30 83 12 34 52 21 16 22 35 96 44 30 26 48 91 45 65 27 27 49 28 86 68 52 81 62 1 92 23 52 89 53 88 1 87 92 23 4 14 10 52 10 92 78 11 35 24 28 63 3 78 91 41 98 95 74 60 48 19 84 1 8 37 41 10 77 33 33 0 
