110
9 92 53 37 93 31 81 82 15 87 40 4 65 86 1 52 63 60 84 0 99 31 97 91 53 91 95 29 19 55 5 28 47 10 65 92 42 46 26 57 34 66 61 99 5 15 4 68 27 88 22 78 71 72 69 24 63 64 5 82 71 10 10 71 20 28 15 62 74 42 72 60 60 33 12 17 0 68 38 27 56 60 5 27 84 74 3 48 90 8 82 62 70 45 85 90 73 0 5 99 94 77 12 7 62 24 24 63 92 62 
90 0 75 96 79 11 22 82 59 13 42 94 27 12 91 64 54 64 64 11 0 11 40 27 18 3 3 94 66 47 57 8 99 84 56 30 95 79 64 7 44 6 53 23 70 44 87 77 60 3 88 75 14 29 55 32 84 10 27 50 10 36 10 61 72 67 92 19 98 56 26 42 63 79 17 85 75 4 62 35 7 3 63 22 32 70 6 68 32 85 70 42 73 80 56 45 47 48 65 97 4 43 91 19 75 8 57 50 64 19 
38 72 22 1 46 6 23 4 74 55 90 44 50 63 77 6 61 76 54 26 74 0 69 65 82 44 74 39 47 38 58 85 62 33 86 60 91 61 65 66 16 7 62 18 22 39 24 83 16 30 61 90 93 83 7 75 79 33 14 26 72 24 63 86 57 1 47 49 62 64 67 31 23 81 49 45 21 74 81 89 56 94 31 49 77 38 24 9 72 90 87 96 15 51 34 24 52 81 73 15 97 92 46 20 74 47 18 47 73 99 
36 30 45 67 31 75 57 8 84 81 98 71 29 65 74 64 90 27 97 15 94 95 0 92 67 34 39 85 81 13 36 17 43 34 36 26 9 45 34 93 27 85 16 56 50 91 72 40 70 70 56 64 17 64 8 84 50 47 22 31 60 10 0 55 44 88 82 53 33 16 98 12 1 15 21 52 58 93 44 80 63 0 44 32 16 52 17 66 51 91 49 12 53 49 67 98 37 49 3 71 18 2 83 71 69 4 75 79 50 20 
59 65 72 3 98 89 7 67 7 58 58 57 22 11 6 42 61 44 91 65 67 61 19 0 33 88 59 60 67 9 80 26 74 53 81 72 94 40 39 1 50 49 10 73 61 17 15 74 13 58 39 32 72 10 34 57 98 45 17 17 54 50 95 81 3 28 5 49 20 97 50 71 46 61 96 59 30 63 34 95 73 25 27 97 36 13 54 86 59 24 56 65 74 3 98 29 32 4 78 4 1 28 75 47 41 23 59 23 38 93 
18 64 70 97 61 6 11 68 45 22 92 1 87 66 4 86 95 88 90 73 93 43 53 20 0 47 96 49 70 34 94 89 50 65 86 12 23 49 80 20 71 72 21 11 90 78 97 37 18 39 10 11 34 15 32 76 62 80 26 33 14 72 74 65 89 60 29 13 62 61 85 33 85 7 44 75 37 93 12 55 84 74 67 18 41 51 95 4 31 73 89 97 97 63 14 87 75 95 52 37 56 37 23 41 96 19 16 33 13 80 
41 49 6 8 20 48 11 15 4 94 40 93 43 37 8 10 76 83 5 28 73 62 18 48 3 0 67 72 0 32 4 41 82 63 1 2 63 64 69 67 10 9 12 53 98 72 63 75 7 21 55 32 83 25 80 38 92 48 62 44 32 19 37 14 82 38 68 97 54 89 16 64 50 80 69 49 52 85 76 59 6 83 92 41 61 72 31 53 72 46 49 5 65 86 71 99 76 92 96 30 81 12 46 32 92 67 33 96 52 61 
55 10 96 99 3 57 24 35 62 96 33 11 53 98 97 25 49 73 17 45 55 50 9 1 82 53 0 67 49 73 28 56 36 25 56 39 34 80 26 97 28 59 8 34 9 6 59 58 31 28 55 87 30 64 40 65 17 61 32 18 87 13 75 23 90 31 14 24 63 41 21 43 52 82 77 62 40 88 20 71 68 76 10 99 92 3 64 62 16 96 80 3 61 55 78 51 38 45 76 1 86 49 97 38 83 74 52 23 63 25 
47 31 53 57 30 45 12 46 7 29 43 88 84 4 95 63 8 34 8 84 87 46 85 84 36 69 59 0 44 74 66 91 5 19 1 88 64 13 34 24 42 29 64 79 86 59 94 94 93 54 30 33 0 15 17 88 36 28 29 81 2 95 24 8 66 25 48 83 91 34 7 85 64 71 64 50 82 58 44 28 12 26 61 64 93 78 53 30 59 34 63 61 82 39 21 48 65 69 31 8 4 90 93 20 61 58 70 96 16 66 
24 81 92 85 45 85 15 98 67 74 33 82 88 67 22 9 15 39 31 99 47 87 89 40 7 3 98 29 0 67 95 75 48 39 60 93 76 27 44 44 54 29 26 94 96 48 3 63 39 86 62 86 73 4 27 80 7 77 61 58 96 8 33 96 47 45 42 24 24 38 68 30 67 46 24 15 47 28 78 86 66 93 73 40 49 52 72 56 81 34 66 30 42 99 26 42 44 20 66 20 58 86 51 77 84 75 92 31 55 23 
70 22 68 95 62 17 99 86 25 80 20 91 62 15 90 41 57 86 61 23 6 72 61 9 49 45 85 94 29 0 17 99 14 37 94 28 54 93 15 79 25 87 22 88 2 64 81 11 50 42 86 8 14 47 18 16 45 55 10 74 47 79 73 14 16 19 42 22 12 9 53 37 49 75 77 3 39 58 15 41 53 1 49 19 1 19 35 98 74 97 72 74 76 97 88 92 16 82 14 80 92 67 69 41 94 47 44 33 57 11 
74 10 65 76 82 66 47 17 16 22 67 88 48 43 37 36 88 5 18 2 85 62 22 54 3 68 53 0 2 11 0 28 73 28 56 55 46 4 25 62 78 92 50 26 35 39 62 75 44 32 30 29 95 52 36 50 72 89 2 26 52 66 55 26 94 11 33 41 67 58 55 45 2 6 71 90 97 85 65 42 70 95 23 65 99 59 15 72 1 70 98 53 36 5 79 30 69 65 23 36 75 79 34 78 37 5 20 34 43 85 
28 13 33 52 30 84 63 97 56 64 67 7 18 3 64 49 86 33 14 9 22 90 40 56 20 29 13 40 64 8 77 0 21 62 48 3 47 12 1 55 28 68 14 46 72 79 48 58 64 14 19 86 4 60 94 76 89 60 16 5 68 46 2 42 8 50 45 7 14 46 63 43 15 29 41 39 8 89 97 73 4 68 11 60 80 58 89 70 18 5 27 86 3 29 80 64 32 26 71 46 72 86 89 39 16 31 78 76 72 27 
1 28 96 65 41 76 23 30 98 41 87 78 79 91 7 60 7 39 86 30 86 10 17 27 50 85 10 80 13 83 60 15 0 56 80 4 84 3 34 35 96 22 13 75 65 72 35 72 12 21 54 50 84 71 29 86 8 40 66 22 23 78 37 38 86 69 43 71 72 77 58 68 51 71 95 68 43 31 92 7 4 47 9 88 70 39 74 79 79 93 1 54 71 90 92 58 11 87 81 35 17 39 3 68 62 98 89 57 81 81 
65 86 28 26 74 51 17 1 30 96 94 83 2 17 25 47 75 36 34 8 71 51 47 26 72 9 76 61 67 58 94 84 96 0 62 22 26 80 23 56 28 69 91 31 87 16 30 14 4 64 23 75 68 70 53 40 32 29 53 51 39 47 87 35 22 49 58 0 81 81 8 10 51 99 41 90 67 71 4 71 87 27 98 55 50 51 95 34 81 0 37 20 48 24 8 22 25 66 75 7 99 83 17 2 35 10 92 2 33 49 
26 20 28 24 76 78 28 23 64 61 24 1 33 24 25 41 46 51 7 21 10 59 57 27 61 92 89 6 46 22 55 72 42 83 0 70 62 77 46 78 38 70 80 71 46 5 65 92 8 24 66 70 83 75 49 45 67 38 51 13 60 58 86 55 41 87 25 55 64 23 34 54 93 14 77 39 71 42 84 32 67 2 54 50 77 4 47 96 42 50 9 3 8 47 10 2 34 87 57 50 11 43 4 4 9 82 96 33 76 32 
65 43 86 71 46 63 75 93 59 18 96 20 73 4 68 35 58 54 22 16 5 33 11 61 90 21 95 86 54 72 70 71 15 56 42 0 71 18 7 30 88 3 2 13 59 22 48 70 77 70 86 82 4 49 95 94 70 91 32 24 63 2 47 30 10 90 44 81 60 3 63 0 58 65 13 17 88 13 87 65 83 25 99 39 27 94 85 97 37 17 74 52 71 73 83 81 63 27 14 75 30 77 75 88 43 40 57 83 5 97 
0 41 74 99 80 53 45 18 51 35 87 77 87 59 50 70 92 66 49 7 93 31 84 21 71 79 61 81 14 67 30 14 8 56 65 40 0 63 58 13 98 46 90 85 57 92 8 1 58 9 60 4 93 45 25 16 76 86 97 91 5 79 57 65 36 23 58 46 86 68 11 36 66 1 73 75 45 33 77 56 43 37 60 88 34 85 4 63 23 2 6 29 33 63 46 69 38 56 67 24 25 78 12 91 31 38 67 77 71 96 
33 66 33 93 54 20 78 11 83 1 13 89 82 46 4 81 68 43 37 35 19 62 66 32 6 97 70 25 74 93 21 59 60 6 4 66 26 0 77 9 88 42 50 70 41 55 3 9 98 41 96 17 55 62 1 61 12 71 86 38 17 59 98 77 66 2 95 44 37 73 54 77 15 56 47 8 11 3 69 61 44 66 31 99 80 32 13 92 56 51 83 73 11 81 2 29 35 97 73 24 70 79 1 38 36 1 98 99 4 68 
13 0 86 44 51 66 28 16 11 84 68 94 9 31 27 11 12 14 9 85 91 31 17 44 21 5 97 20 56 1 88 69 53 74 65 5 92 94 0 3 30 41 49 40 72 28 3 36 95 12 22 86 96 91 82 17 96 80 37 52 33 77 74 87 51 91 92 44 37 65 99 68 7 1 60 31 81 63 68 28 28 42 66 24 33 49 41 81 29 79 33 62 8 59 1 60 51 93 56 88 11 7 8 70 60 68 1 94 84 21 
22 12 63 89 36 48 38 77 29 19 8 15 33 17 26 35 29 77 80 85 18 91 44 78 61 57 47 15 51 83 36 73 95 52 62 31 52 52 60 0 71 21 1 5 38 27 92 19 57 72 56 75 64 0 5 77 57 52 44 8 35 33 34 82 85 96 13 89 1 26 23 72 47 24 29 37 4 21 56 61 46 12 88 10 12 93 39 22 98 84 82 85 17 16 68 54 65 33 95 66 59 19 90 58 95 72 95 99 93 51 
12 39 63 0 1 28 46 93 50 44 29 84 29 98 1 49 52 66 83 47 84 94 18 74 53 66 46 0 17 92 52 30 83 67 82 37 95 28 30 97 0 11 82 54 9 83 3 61 1 38 60 37 85 31 63 90 49 10 90 66 54 94 48 89 62 31 26 57 59 8 55 32 71 89 38 80 24 93 93 25 32 6 14 69 37 77 59 38 39 1 4 93 96 53 35 10 84 61 19 95 22 74 79 93 15 17 74 39 11 19 
16 95 25 30 64 14 8 75 52 47 76 57 93 24 62 28 86 98 41 6 93 15 32 73 61 48 42 87 87 53 6 4 48 32 86 64 46 94 39 51 94 0 8 39 44 22 19 31 20 60 37 65 28 69 90 89 17 33 76 57 38 34 13 39 66 99 3 65 46 95 16 92 15 76 31 59 98 50 90 70 62 79 87 90 49 78 31 18 63 7 27 53 94 40 92 60 92 48 77 38 95 45 82 10 21 13 69 71 15 12 
93 77 91 33 20 92 11 51 63 26 11 90 31 5 83 76 17 75 24 47 65 71 92 47 81 66 12 2 89 27 66 83 56 58 16 76 2 79 80 65 57 91 0 88 48 91 64 65 18 40 12 35 11 57 34 44 23 46 99 12 25 65 47 81 23 15 10 78 94 90 43 3 81 3 92 29 46 8 46 16 1 11 51 64 68 85 9 91 83 8 55 8 25 3 42 49 18 52 79 65 42 74 68 75 78 12 56 76 73 54 
93 74 65 44 38 33 82 99 76 17 59 32 78 85 87 20 86 5 24 65 70 18 39 91 93 69 3 1 46 28 55 39 2 73 35 41 6 17 92 35 35 52 19 0 37 6 85 23 63 9 88 34 27 79 77 72 49 32 25 95 61 80 86 63 5 21 56 64 91 49 99 78 1 18 43 38 76 80 13 39 41 1 25 20 80 2 92 81 35 69 28 48 49 14 11 7 88 20 71 79 21 70 9 22 40 52 12 16 32 25 
55 73 78 81 45 10 35 37 92 22 6 72 70 7 87 34 14 27 6 85 6 27 7 67 1 47 19 13 15 3 90 71 28 20 4 73 30 91 62 74 14 20 47 84 0 86 70 46 13 76 83 71 3 91 38 4 90 9 69 6 12 11 29 92 31 85 17 62 76 79 88 90 51 35 27 30 21 49 76 34 26 12 57 29 55 95 86 45 4 55 3 68 19 84 60 50 69 77 64 98 8 53 40 59 88 67 42 62 17 70 
48 95 82 6 24 37 1 62 35 58 70 38 26 89 23 39 39 44 68 4 42 77 9 83 88 97 2 30 11 71 1 60 66 35 66 43 25 19 5 60 77 75 98 4 64 0 95 56 18 63 12 12 92 21 47 81 18 50 63 30 73 64 42 40 52 8 35 77 27 92 37 5 20 87 61 36 61 56 92 31 71 4 95 64 25 43 45 96 93 8 78 18 25 20 58 77 28 45 6 7 38 43 12 10 82 25 46 95 33 39 
26 5 95 74 69 21 17 66 69 62 26 47 80 3 67 91 32 47 36 38 54 26 81 19 36 16 96 83 11 30 74 38 35 69 12 56 42 81 74 11 43 0 58 23 4 77 0 36 76 51 75 83 29 8 2 66 24 98 1 88 80 75 26 15 96 90 23 39 71 97 2 66 50 13 89 54 42 4 42 19 7 69 2 36 30 56 54 6 54 55 94 35 82 72 2 31 62 78 70 85 75 24 3 77 37 93 31 80 49 26 
51 8 95 53 44 25 9 51 32 15 58 26 2 93 99 57 24 13 35 46 51 62 70 54 40 60 99 23 40 48 49 43 56 97 96 53 22 57 4 6 24 14 85 79 7 84 36 0 49 23 77 0 37 48 7 29 60 6 53 0 7 54 95 63 51 91 68 26 0 24 84 76 39 69 55 46 5 43 78 55 66 7 7 56 7 66 85 67 73 90 19 32 97 14 95 0 57 64 78 9 88 63 86 79 32 41 26 90 85 56 
97 3 15 56 11 23 23 49 42 48 39 62 80 88 28 27 89 86 43 67 47 84 82 33 63 67 27 41 57 64 97 54 67 65 62 31 88 85 80 82 85 19 44 17 60 25 45 49 0 88 68 10 72 51 44 36 70 23 77 27 87 27 33 6 92 47 37 32 85 17 14 70 89 11 88 49 36 85 50 51 25 18 61 98 21 57 86 43 80 15 22 67 94 55 74 38 55 63 70 40 81 37 10 70 0 50 71 88 87 21 
39 13 91 52 63 65 10 49 8 42 16 31 62 11 38 88 1 93 51 24 33 84 61 96 6 61 98 77 49 86 50 40 99 94 92 62 59 54 63 19 97 31 2 59 94 93 99 96 38 0 20 24 87 33 20 93 94 70 71 95 56 73 35 7 67 27 21 78 82 36 98 31 68 52 42 14 45 41 10 84 43 82 60 30 15 32 76 61 2 47 56 11 72 43 70 40 23 44 18 57 80 68 40 0 21 82 67 66 75 29 
2 70 12 14 53 79 46 29 41 49 28 49 12 0 93 82 40 68 78 59 25 59 27 17 11 0 99 78 19 26 8 21 96 72 88 49 51 34 78 92 35 6 94 47 59 87 82 99 7 60 0 84 71 90 1 83 90 52 13 9 78 73 83 74 45 71 24 49 5 54 93 41 13 87 40 72 26 22 23 33 83 86 17 54 76 70 89 66 22 3 28 0 28 11 75 74 82 51 75 39 57 68 32 70 56 73 94 82 95 70 
68 30 56 37 37 32 8 26 50 30 81 78 83 10 89 58 36 23 61 11 15 18 79 47 41 87 72 35 70 20 5 38 50 61 27 87 45 35 66 96 18 47 74 1 57 16 11 93 39 24 56 0 42 36 54 35 75 26 23 45 46 28 35 49 42 63 88 39 50 54 35 68 2 10 21 59 26 84 5 17 8 13 24 3 1 78 38 77 56 61 22 55 42 10 56 36 25 44 75 75 99 11 96 1 73 17 12 51 54 69 
68 62 83 92 65 84 22 4 61 31 65 36 38 59 98 94 95 23 38 71 50 37 34 98 90 7 16 55 58 22 24 78 84 7 23 50 44 97 6 57 28 23 93 18 83 43 12 78 66 3 1 69 0 35 67 83 94 35 38 4 57 62 83 42 22 58 44 66 55 50 75 36 73 69 54 8 12 67 39 31 22 40 52 62 28 19 97 74 55 35 79 64 50 14 58 24 72 2 42 27 4 17 63 30 38 70 38 3 89 77 
34 11 70 86 25 50 57 23 76 64 10 55 29 60 21 87 84 93 42 78 73 46 96 36 76 34 58 67 37 47 96 23 58 18 61 84 68 19 7 45 83 69 52 64 30 74 4 66 67 46 45 92 44 0 29 21 27 87 40 17 87 36 40 45 55 2 29 75 73 88 72 8 58 77 73 40 51 29 58 70 75 55 63 71 48 44 44 28 83 84 45 70 21 37 68 28 39 49 55 64 38 28 73 48 5 46 40 8 75 50 
78 2 6 93 25 6 37 70 86 73 54 83 95 27 21 63 55 12 13 11 77 3 91 50 3 96 48 43 4 75 45 34 29 51 28 54 10 17 24 48 90 79 32 86 6 53 49 14 17 14 77 94 17 68 0 20 16 44 15 20 19 61 6 48 64 34 3 26 4 27 75 94 58 7 32 17 12 34 83 29 48 60 76 18 80 72 38 96 17 6 68 36 19 74 37 83 61 92 62 65 19 37 11 30 96 44 47 8 78 30 
89 78 42 65 96 22 38 87 18 7 93 38 95 12 12 32 47 25 24 9 90 96 46 2 78 94 98 25 2 28 7 44 6 49 61 3 23 99 90 93 58 35 31 54 47 95 38 94 21 15 4 63 11 2 65 0 97 15 66 51 43 25 47 50 26 9 5 49 8 47 42 19 82 25 73 81 20 63 75 41 78 31 57 89 86 22 30 35 38 48 38 33 73 86 35 51 95 40 0 55 87 94 74 21 19 99 2 92 63 30 
85 41 13 42 83 51 65 65 86 55 14 25 40 39 11 76 91 6 16 43 13 56 38 88 29 57 87 84 1 50 66 87 92 79 29 75 83 46 40 69 53 6 46 94 98 9 70 89 67 38 32 81 94 22 69 76 0 56 60 33 59 26 20 51 57 50 78 40 96 70 62 50 29 8 44 27 70 66 68 37 4 0 18 51 23 87 27 55 96 39 88 7 65 61 10 74 11 88 15 7 10 29 9 39 89 5 18 59 23 86 
97 28 39 67 31 62 7 10 69 3 49 9 10 66 70 72 40 33 60 7 93 22 36 2 14 26 60 32 37 83 19 34 63 58 2 94 72 9 56 93 64 5 2 26 71 25 98 64 58 10 23 3 32 60 6 46 38 0 79 75 53 50 62 17 8 16 63 32 25 20 25 41 77 79 19 1 56 17 65 67 79 88 70 11 0 28 10 90 46 41 18 52 91 80 69 51 96 84 83 73 4 60 66 34 91 85 35 48 2 52 
15 33 92 37 44 93 66 6 35 64 47 53 16 38 33 37 41 81 22 76 6 78 36 72 12 28 57 47 28 11 51 95 44 44 32 41 37 98 47 72 15 95 78 31 85 63 69 79 45 43 55 3 21 44 76 86 24 85 0 52 49 37 99 45 81 31 86 70 82 86 94 97 33 72 80 18 36 1 49 33 96 5 36 18 1 12 56 25 50 41 29 99 78 28 44 11 59 83 81 93 69 76 42 54 0 75 24 88 76 74 
21 73 79 10 43 80 74 99 57 24 92 86 75 71 14 20 34 25 55 16 71 76 44 13 30 96 88 54 85 17 28 58 90 59 68 85 91 43 36 0 19 28 86 95 51 52 67 86 30 22 54 1 50 50 14 80 46 55 86 0 72 67 94 14 78 62 99 22 57 35 22 77 63 9 72 67 13 39 53 43 13 59 44 63 9 11 95 7 66 81 43 90 0 37 4 79 51 55 1 9 42 23 38 57 84 10 24 98 1 29 
41 14 88 38 29 97 49 24 57 67 57 0 57 58 37 13 37 88 20 90 49 62 13 87 71 50 49 96 0 2 77 41 68 66 31 97 15 32 73 72 99 31 72 8 89 9 73 26 50 93 16 51 7 81 91 79 83 92 27 83 0 4 25 15 22 8 13 38 41 38 10 40 69 83 1 58 44 74 36 46 68 4 98 27 86 89 6 69 81 85 5 28 42 82 44 16 90 9 54 31 47 17 24 17 52 25 75 96 99 64 
43 19 68 93 47 6 82 5 28 15 43 33 44 37 15 40 53 5 49 8 89 96 25 13 65 77 90 93 25 89 57 20 61 25 13 8 84 47 65 12 15 60 97 11 97 12 51 51 69 0 11 58 48 88 23 14 17 13 7 42 55 0 15 16 41 80 76 77 28 93 41 95 54 38 6 51 2 9 2 24 61 13 34 9 1 58 75 70 23 82 13 78 98 28 94 92 60 22 21 88 16 63 35 70 1 41 73 56 2 76 
80 63 41 14 73 95 24 0 65 48 83 30 26 33 10 73 77 71 95 99 11 63 62 47 85 15 40 59 71 43 87 3 58 80 18 83 27 94 84 45 42 19 75 69 52 38 94 82 61 41 81 72 5 95 71 90 62 64 1 34 59 88 0 17 69 59 53 96 54 37 41 96 56 69 17 60 59 11 42 20 53 23 44 10 70 68 0 33 84 2 19 43 42 8 12 11 68 65 60 74 54 53 70 10 22 88 71 33 51 13 
