140
31 69 82 63 57 44 83 37 99 94 0 79 72 41 82 99 93 57 99 37 33 67 67 19 93 30 57 27 6 11 97 37 80 79 53 37 75 36 74 75 30 5 54 55 98 88 6 91 46 5 81 31 72 48 50 17 30 59 96 37 70 93 26 50 24 79 39 0 67 65 75 98 70 81 5 20 70 63 11 68 68 92 99 92 93 1 61 23 12 9 12 82 54 39 84 78 18 75 30 86 40 57 36 62 91 93 82 61 56 45 81 76 90 32 68 83 85 81 58 97 90 71 31 44 62 67 74 80 42 5 18 34 14 6 96 5 99 30 18 55 
75 99 31 17 83 51 52 68 84 11 17 0 34 0 70 96 67 97 28 9 54 99 43 68 5 91 74 5 73 44 12 1 96 96 18 79 99 71 0 36 34 69 62 20 70 85 68 89 82 96 51 88 47 46 56 53 38 82 10 63 27 74 64 75 70 83 54 22 6 6 58 92 76 20 12 98 5 80 39 39 28 90 27 76 37 36 81 27 18 43 90 97 17 55 72 40 90 79 62 96 85 72 88 13 92 52 63 50 32 3 41 12 93 69 40 82 57 73 9 27 16 0 25 34 7 49 74 97 80 88 45 66 60 85 31 4 37 47 54 21 
50 48 85 95 69 26 78 26 99 39 53 16 0 30 2 98 80 76 47 60 16 44 78 76 29 62 80 18 9 87 39 11 35 25 58 56 3 88 82 54 28 87 70 71 18 24 22 50 0 69 62 68 66 93 44 95 7 77 14 16 16 5 79 51 30 89 59 85 78 41 40 58 28 62 81 98 87 3 0 39 25 63 8 91 56 52 86 63 81 52 31 97 58 62 0 40 51 59 26 81 52 66 39 33 80 21 31 67 76 32 7 1 47 15 92 55 19 31 70 1 35 53 50 45 15 51 86 18 62 64 0 15 82 91 48 62 64 31 30 41 
15 37 94 62 4 39 17 23 22 39 76 57 92 0 3 59 82 41 78 44 5 30 59 87 21 59 49 38 91 79 31 58 68 25 21 24 64 90 0 86 30 76 96 22 7 99 34 89 92 12 34 97 94 45 84 67 5 85 5 48 17 36 6 37 14 79 62 30 70 62 69 52 90 65 26 98 16 60 39 8 24 73 5 18 71 41 86 76 78 91 76 47 80 34 85 46 14 47 76 36 61 97 88 51 62 66 1 30 27 41 38 51 66 95 22 37 88 8 65 19 51 93 66 31 28 51 29 94 50 58 30 63 55 70 67 70 36 20 0 15 
61 91 19 80 38 41 69 27 49 35 46 0 28 64 0 8 68 65 54 70 23 84 34 31 6 53 1 95 73 53 62 87 44 81 67 83 22 36 62 23 23 60 76 4 24 12 12 44 77 67 15 1 3 1 84 62 54 85 9 27 38 71 14 35 53 81 18 27 70 80 51 93 92 27 49 16 39 14 61 68 81 28 69 36 29 53 50 83 90 59 10 81 31 25 16 84 58 34 11 80 66 14 26 58 93 75 26 84 89 39 53 22 67 22 11 96 28 61 79 70 21 42 51 4 67 67 88 77 53 51 10 19 18 36 29 11 63 56 96 53 
47 49 27 15 23 38 11 3 52 43 74 25 85 77 29 0 45 69 81 50 20 43 22 38 79 51 2 95 59 98 0 7 99 27 74 22 18 85 26 70 80 52 95 65 29 24 69 26 93 3 77 65 46 99 56 78 2 58 73 14 8 73 21 7 0 47 81 70 32 59 40 13 11 87 30 93 11 0 71 56 3 48 74 1 99 82 79 2 40 52 16 0 77 89 59 30 36 40 0 20 52 41 85 15 28 16 8 92 68 80 0 23 80 26 24 80 8 56 34 0 60 2 0 38 43 11 68 79 52 20 51 56 61 89 71 42 5 32 86 25 
12 38 48 44 65 24 76 73 80 62 74 93 64 26 83 7 0 51 38 42 23 42 98 85 31 69 79 88 1 17 13 65 55 13 62 20 37 38 46 70 1 72 63 17 98 46 77 36 49 67 78 72 9 76 9 92 98 40 80 51 57 93 17 65 58 31 37 96 69 83 66 22 55 81 92 54 79 21 42 28 88 21 52 50 49 14 42 47 54 23 99 12 68 68 77 27 99 14 75 20 50 93 95 5 74 39 11 5 60 54 85 48 27 37 98 76 51 93 76 58 68 27 70 36 47 99 15 98 65 90 18 15 35 65 73 61 4 84 66 64 
38 51 65 17 41 15 94 44 8 22 2 76 49 24 65 96 75 0 94 41 23 64 56 10 30 29 72 86 66 38 51 4 42 16 74 83 83 68 79 92 90 34 20 91 58 37 39 34 70 33 27 45 49 83 55 31 65 27 18 31 66 21 87 60 89 61 43 72 81 74 16 23 8 37 14 19 26 53 5 96 38 32 41 40 67 97 71 32 76 41 15 94 62 55 54 3 16 49 76 50 24 44 73 32 33 88 3 60 93 8 56 84 92 98 24 60 47 47 44 23 89 12 18 3 67 72 7 35 74 35 85 98 79 59 82 13 99 86 73 44 
46 29 28 39 79 4 99 78 52 95 54 41 7 24 96 74 96 3 0 70 38 47 20 18 6 3 31 57 41 56 2 87 85 82 78 17 87 77 95 39 25 1 32 32 25 28 59 74 84 21 96 22 68 17 92 75 72 75 84 13 31 38 52 17 21 31 86 60 60 33 51 85 35 35 70 60 15 29 34 99 2 31 74 70 48 66 97 20 42 82 85 73 20 89 42 93 72 28 53 33 62 4 70 97 39 92 9 55 73 44 6 75 75 80 46 75 99 43 47 41 77 32 66 98 73 9 43 46 89 97 31 3 53 1 0 45 46 62 52 19 
6 58 95 81 91 93 8 90 36 55 31 66 39 97 16 12 58 59 10 0 8 41 51 14 95 4 59 41 18 11 60 24 21 7 57 12 0 65 2 89 20 85 55 59 35 71 23 45 82 34 45 91 75 49 5 70 5 16 11 23 79 24 47 52 31 4 65 84 69 19 73 41 57 80 52 44 3 75 89 85 61 35 28 37 84 85 59 89 1 23 12 32 47 11 85 30 67 2 14 88 21 39 29 30 71 81 74 74 8 16 12 70 51 92 59 87 78 18 28 31 93 92 64 40 3 49 71 70 51 37 10 24 29 39 7 0 72 81 27 32 
49 39 54 0 31 13 39 61 84 19 45 77 11 9 70 66 10 93 88 13 0 98 89 59 89 96 12 61 30 39 46 79 30 0 32 13 14 71 75 50 43 20 27 6 81 97 73 43 90 13 56 73 64 97 84 53 94 96 67 24 35 13 55 65 13 87 79 79 11 6 29 54 78 9 60 59 58 85 2 1 51 10 74 15 7 58 20 53 7 87 29 42 52 85 60 18 24 91 49 35 97 31 41 27 40 54 86 50 91 40 51 42 2 25 57 61 36 78 15 43 17 96 37 70 81 49 40 58 40 89 45 89 20 87 16 12 93 54 63 84 
46 14 27 48 92 36 10 80 66 77 23 84 73 12 6 7 14 46 65 54 35 0 96 8 49 64 20 42 19 83 79 65 98 58 66 42 94 28 22 61 5 97 97 30 61 3 89 75 49 54 82 36 17 78 44 66 42 65 61 13 48 40 79 98 98 97 40 92 25 14 5 82 11 2 12 73 57 2 48 6 8 30 95 25 60 39 44 3 56 5 16 5 45 47 55 43 44 48 87 69 62 45 3 26 99 16 99 57 70 99 63 30 30 58 56 90 50 0 45 6 5 14 63 2 13 71 97 58 19 36 79 33 81 83 59 81 51 58 38 73 
58 53 3 40 64 11 82 14 63 28 72 20 94 36 22 7 7 71 17 78 8 49 0 89 84 71 22 87 81 12 60 91 66 15 83 82 27 66 48 42 46 20 63 40 8 37 99 67 9 69 45 17 70 9 58 54 80 33 41 13 45 53 57 63 20 40 45 99 6 45 42 52 66 57 44 26 94 96 94 55 17 91 72 87 0 83 41 32 16 34 46 13 39 55 77 59 95 74 59 2 72 53 6 90 10 3 16 4 51 62 12 68 54 84 55 54 19 48 39 87 34 37 53 73 92 82 84 87 56 95 41 28 48 0 18 10 3 87 67 54 
49 79 74 55 15 29 10 35 77 49 74 11 38 27 36 30 9 20 17 18 68 11 98 0 11 69 79 66 56 46 72 57 25 46 13 40 75 75 27 4 76 2 67 14 81 3 44 91 75 13 61 43 24 59 12 87 80 91 53 36 37 25 46 14 71 59 6 98 86 34 54 62 88 73 76 69 28 72 12 4 37 73 99 62 85 63 49 65 6 55 54 95 80 0 9 4 11 16 54 97 50 61 11 90 34 87 59 63 11 24 19 48 97 18 62 34 34 64 0 40 19 6 36 51 6 45 7 69 13 62 66 63 23 77 5 57 16 65 72 79 
89 91 27 38 10 42 73 96 6 25 36 77 31 72 28 89 18 36 58 31 50 76 47 73 0 52 82 21 69 55 0 10 98 27 1 60 69 26 56 27 51 93 4 34 65 33 75 35 21 33 67 71 9 66 96 14 70 30 87 92 37 87 2 36 66 3 96 88 81 53 15 84 98 72 18 63 5 45 99 78 78 18 1 39 36 97 5 6 79 92 98 17 31 1 5 98 56 1 86 38 6 53 22 4 25 93 20 82 38 19 60 69 89 13 60 25 10 18 31 42 10 82 11 42 35 16 92 43 69 30 81 28 83 56 32 61 1 4 43 91 
75 56 12 64 69 73 41 32 91 25 74 53 7 85 47 42 53 91 85 22 21 19 50 5 27 0 66 80 39 61 71 67 17 84 31 87 9 25 71 52 50 45 57 57 82 5 99 35 48 36 9 70 7 60 75 34 47 93 14 38 6 38 5 24 74 89 63 83 14 86 87 64 31 44 73 65 1 72 52 50 60 61 20 68 73 47 54 20 92 69 11 98 7 16 74 81 57 89 16 71 75 3 87 58 99 60 23 1 84 75 3 97 89 75 65 62 74 19 83 66 40 94 16 99 62 43 80 20 84 48 43 60 3 83 70 3 43 46 56 80 
21 11 77 62 86 42 25 60 13 60 78 54 54 94 53 68 89 86 40 74 86 84 34 90 67 56 0 62 2 1 42 76 12 19 38 98 13 63 10 79 23 88 33 29 34 38 50 24 76 90 98 63 74 84 53 93 40 98 56 43 99 98 19 11 70 57 61 83 73 71 62 48 59 47 78 93 38 80 69 14 70 67 77 45 51 30 90 44 80 46 87 79 97 58 42 67 67 3 2 40 26 17 89 85 16 19 31 54 99 0 69 21 20 98 18 23 81 9 67 61 7 54 41 4 12 35 23 80 39 78 72 65 95 13 3 11 84 86 66 83 
38 87 57 58 85 75 82 66 84 49 80 92 56 21 48 20 56 72 52 47 50 25 65 97 90 68 8 0 54 26 10 92 65 67 3 51 43 85 69 79 86 49 23 94 22 72 15 31 96 19 78 98 96 43 95 87 63 55 62 17 34 24 62 99 92 65 2 87 2 24 66 88 25 42 83 48 66 50 31 62 69 9 12 18 5 59 5 20 66 19 38 0 43 52 52 35 17 6 74 19 82 93 59 8 35 94 56 1 44 87 15 66 48 79 84 5 38 41 26 4 60 16 57 55 20 61 43 37 19 17 8 2 10 19 10 97 14 18 98 10 
57 65 28 57 44 64 15 34 5 41 91 17 9 0 73 29 61 16 18 32 85 78 34 96 49 96 45 15 0 44 26 23 61 6 81 58 71 48 92 28 41 83 98 50 83 71 31 96 39 49 29 76 79 15 72 28 12 18 44 78 14 22 2 27 80 35 85 3 83 78 32 24 13 82 26 97 5 57 45 44 58 74 20 89 90 45 17 54 15 13 32 81 87 86 8 68 73 94 71 8 24 3 84 37 37 10 86 42 19 32 86 29 58 59 18 0 56 88 54 23 53 39 4 41 25 64 9 99 10 80 7 34 36 92 24 73 54 62 16 26 
46 54 55 5 65 26 57 73 66 12 96 19 3 52 12 28 17 21 79 27 54 87 14 42 31 90 67 37 52 0 63 51 42 71 8 7 97 65 81 15 29 29 34 32 82 99 13 51 72 92 78 26 79 44 20 62 86 40 52 91 75 15 42 17 38 50 77 87 67 10 2 97 91 89 81 73 88 94 24 60 87 55 39 18 51 59 33 38 99 85 29 27 52 23 96 91 25 25 78 92 87 33 41 79 22 23 4 62 69 29 22 8 36 61 27 87 73 12 77 24 97 6 3 1 81 0 92 6 25 23 99 65 56 92 44 30 15 48 92 37 
29 66 45 65 28 24 53 53 36 30 29 85 89 33 87 22 85 31 29 10 54 80 75 62 72 71 92 40 20 84 0 49 3 22 15 83 99 20 36 35 2 17 73 43 50 60 66 35 91 47 98 46 27 25 60 99 97 53 39 69 89 68 18 92 43 85 75 42 57 63 29 60 81 2 55 31 62 21 19 6 68 17 4 47 94 64 47 91 17 38 12 59 59 31 51 2 68 27 44 26 42 25 38 23 28 93 7 42 67 26 48 87 95 52 35 41 17 34 33 34 24 45 93 83 28 97 37 49 76 33 27 18 59 17 42 87 62 1 29 29 
79 78 69 26 30 4 67 47 90 0 34 66 98 79 2 78 76 39 79 52 73 6 23 32 23 17 71 86 18 0 67 0 30 36 23 61 92 90 60 34 43 46 1 93 26 3 23 54 94 3 59 67 9 82 51 85 99 22 71 69 23 38 66 53 27 41 66 71 83 79 6 78 25 7 71 3 62 47 58 56 50 17 76 59 99 27 44 50 50 67 19 73 58 37 78 85 30 45 56 13 24 14 44 1 21 15 5 35 62 63 92 64 32 20 24 31 47 20 33 97 88 52 70 46 89 1 83 19 98 91 84 74 6 28 75 79 96 32 15 10 
95 59 75 79 79 51 62 78 71 95 76 11 47 98 9 88 99 44 59 97 36 44 71 94 24 99 73 20 31 40 83 79 0 58 58 82 61 21 61 32 16 89 96 16 87 5 56 87 50 16 36 38 12 8 32 88 59 57 9 90 50 44 69 53 54 28 88 15 49 49 99 17 38 95 33 77 53 42 64 55 58 53 45 22 13 29 10 72 86 71 62 88 15 32 42 21 12 30 36 13 31 36 30 21 83 16 98 88 58 15 43 68 68 40 90 81 69 52 53 8 24 67 96 91 99 90 13 63 72 49 76 55 37 59 76 73 27 27 61 37 
42 57 5 10 97 47 43 67 51 96 75 75 63 23 19 15 66 32 78 38 33 7 46 23 18 22 48 45 49 9 82 43 66 0 5 16 86 48 35 37 44 10 65 60 85 84 27 51 68 57 42 53 64 88 28 82 62 76 79 64 86 61 7 4 0 65 72 38 13 7 28 10 17 93 70 55 29 97 58 49 6 52 2 71 92 83 5 55 59 85 71 45 98 30 2 51 95 74 89 9 82 17 19 51 62 41 58 43 90 17 92 96 69 47 19 62 30 25 69 89 62 40 87 12 70 41 63 66 67 53 27 49 22 46 53 37 87 11 80 29 
80 25 25 2 24 45 64 54 22 85 95 36 77 34 48 47 27 12 65 95 17 92 96 91 90 49 28 29 13 61 58 93 86 36 0 62 81 11 68 3 96 15 39 25 50 39 73 29 51 90 24 20 35 21 64 25 70 92 7 83 5 17 29 43 53 24 5 34 88 73 89 84 89 80 62 91 20 35 20 23 77 45 96 12 18 60 90 88 52 49 24 10 66 53 53 20 29 11 6 17 84 48 54 25 28 16 68 0 3 41 24 80 38 20 45 56 80 87 96 84 36 72 46 54 77 0 26 7 11 85 76 47 33 30 25 13 98 45 14 1 
86 90 34 24 62 31 32 94 70 29 30 6 1 77 12 31 77 91 38 40 76 66 39 61 97 16 74 47 62 40 1 48 82 87 25 0 18 57 90 88 38 21 46 92 98 10 23 27 1 61 19 77 27 58 90 76 75 65 76 89 57 77 37 92 64 62 88 34 72 79 22 10 0 20 2 50 30 25 29 32 38 48 61 18 58 52 46 85 69 22 74 78 51 12 70 67 26 59 1 50 38 75 61 90 95 63 92 78 41 21 10 79 69 23 49 27 75 96 65 96 70 39 75 22 3 45 89 82 4 91 32 94 66 93 84 14 9 76 92 2 
97 54 33 18 77 83 98 5 79 63 1 49 2 76 23 58 74 13 40 78 56 72 73 74 18 9 40 27 86 32 81 35 86 14 54 16 0 4 73 28 67 74 30 21 3 53 79 77 18 19 55 74 44 80 1 62 90 41 41 28 26 22 63 64 36 69 80 34 73 53 14 40 80 44 14 83 98 93 12 68 65 19 95 9 0 96 71 42 89 12 70 15 86 85 80 22 55 12 8 28 18 23 21 98 67 35 33 17 28 97 86 45 16 81 54 68 77 77 10 18 41 32 34 27 18 66 50 73 78 10 1 48 33 74 98 53 9 83 70 90 
80 56 35 97 89 42 65 18 19 28 37 61 60 23 88 78 89 90 51 19 1 5 68 86 79 66 39 41 50 62 31 82 70 18 31 60 60 0 30 32 77 67 93 89 90 33 68 31 76 71 51 29 28 71 15 60 89 7 53 91 69 36 74 91 54 5 51 67 54 34 99 31 1 44 73 44 29 41 75 5 64 78 34 45 49 2 5 39 9 58 30 30 46 56 21 0 62 25 19 16 59 70 0 60 14 25 56 96 66 84 1 82 14 88 27 64 90 84 55 99 94 37 29 40 46 50 93 8 75 12 76 86 83 28 99 49 53 55 45 71 
39 99 54 54 87 33 70 77 70 77 76 64 66 57 57 12 59 50 72 87 14 1 73 49 29 72 51 35 28 96 6 19 95 12 25 82 98 47 0 68 76 39 84 95 96 93 7 8 95 32 95 10 33 68 11 14 93 62 49 73 59 8 92 6 20 70 41 70 69 4 90 46 44 75 93 92 20 0 0 16 84 47 78 17 68 89 32 61 4 33 34 15 41 78 21 14 48 14 84 70 19 27 68 15 54 61 7 74 13 60 90 98 7 20 67 27 10 51 88 66 85 22 81 26 53 54 92 53 21 29 23 40 56 91 7 10 52 14 84 66 
26 27 16 86 47 83 13 9 35 2 75 72 76 8 50 29 63 43 83 84 72 58 76 80 50 83 90 54 49 26 72 28 53 40 14 53 24 27 14 0 81 90 83 10 50 33 91 13 28 26 49 52 85 25 32 87 60 74 93 62 1 18 90 6 58 4 59 34 83 74 45 17 16 80 79 66 66 70 32 46 49 81 99 86 59 31 73 71 6 18 33 59 36 23 65 47 79 77 81 15 51 79 84 19 11 63 85 77 85 69 24 34 51 75 20 62 58 45 33 16 16 67 75 52 42 93 99 74 70 33 89 73 12 25 92 23 88 29 53 25 
99 29 60 2 4 32 64 62 30 97 31 46 16 6 50 11 99 50 85 21 83 26 94 47 51 38 70 91 68 23 16 19 52 28 21 8 13 85 23 43 0 54 41 3 12 91 14 64 41 51 85 76 29 32 23 80 70 94 23 90 69 39 9 74 20 30 82 33 67 57 28 54 11 69 57 24 60 23 88 2 74 25 30 55 57 54 35 28 0 58 18 21 49 80 95 21 62 30 54 30 87 82 36 99 51 93 75 12 68 15 66 94 40 48 49 50 2 36 30 54 46 0 76 95 80 71 17 43 1 23 25 41 6 61 40 9 6 67 73 74 
34 91 68 26 40 69 76 94 5 6 49 51 59 77 98 39 0 67 82 54 91 59 95 49 20 87 10 26 54 84 0 88 27 20 14 67 89 43 14 46 1 0 97 60 92 96 0 92 63 34 46 6 46 41 55 66 80 66 93 34 2 45 74 29 18 41 49 59 36 63 6 37 78 55 98 22 51 50 14 67 36 13 73 82 6 81 1 87 99 46 73 53 43 0 34 61 41 83 73 77 98 79 66 28 34 16 50 38 18 17 57 7 82 82 41 40 63 42 79 14 40 53 67 84 53 2 97 46 37 70 75 88 1 93 16 36 10 19 26 80 
88 83 87 22 65 29 62 81 23 42 47 64 47 67 0 52 21 97 50 58 68 77 98 69 70 67 57 32 38 35 13 26 18 52 0 36 81 14 69 57 8 68 0 55 35 73 59 56 70 61 67 90 38 65 12 9 32 69 93 70 57 6 48 27 59 48 15 92 15 84 49 23 5 22 31 40 95 90 97 18 52 16 8 42 81 20 51 14 42 97 36 99 3 85 78 14 85 94 59 52 78 60 76 35 83 7 76 30 49 25 48 1 41 9 44 22 81 47 88 75 96 77 26 0 14 5 66 99 99 25 52 29 86 80 65 21 87 41 3 88 
18 4 90 59 13 86 33 46 85 74 22 82 51 48 34 65 53 52 16 52 30 20 82 68 0 47 41 39 40 44 28 58 48 70 69 13 8 2 60 93 76 82 27 0 30 13 44 36 66 61 88 48 81 22 16 34 21 57 73 13 53 53 71 54 23 40 67 31 95 79 77 23 61 56 51 44 70 47 80 88 8 20 88 42 95 4 28 16 13 1 82 18 7 53 72 30 46 40 62 93 19 91 16 33 47 19 29 69 67 9 57 27 81 97 21 76 1 49 45 66 3 27 85 10 32 9 40 30 1 54 23 73 97 40 6 45 59 35 66 78 
96 76 6 77 73 27 6 75 77 3 93 32 30 30 42 14 40 82 45 41 89 20 14 86 60 72 83 72 59 50 2 55 26 8 85 99 88 43 26 17 46 20 49 28 0 91 42 42 25 39 36 14 60 2 53 72 27 36 44 86 86 99 94 12 7 79 64 47 74 90 64 20 62 13 48 65 56 42 59 82 82 95 48 94 50 53 66 77 90 63 15 28 62 9 93 21 40 57 69 14 99 33 34 62 99 34 27 55 77 86 89 11 34 90 5 84 43 71 13 85 86 28 14 48 38 59 70 78 16 39 45 15 24 79 77 23 66 56 31 95 
95 72 6 29 62 63 65 58 34 30 43 21 58 9 21 48 68 91 79 36 82 24 4 7 55 33 30 21 90 13 16 85 86 74 66 0 37 83 10 72 13 6 45 71 15 0 72 36 10 51 24 92 75 28 99 30 62 82 52 4 95 20 41 33 95 59 86 32 42 96 56 55 2 1 78 70 20 2 58 82 53 82 74 28 63 26 59 25 8 63 81 55 83 22 41 30 81 27 63 75 23 19 82 78 73 60 0 45 63 58 27 68 40 53 97 3 79 8 80 39 23 61 47 58 35 88 89 16 15 4 91 90 23 73 68 48 86 68 45 1 
78 72 69 71 78 18 26 57 78 7 49 1 20 96 60 56 36 1 24 51 5 16 93 80 41 14 29 79 34 74 80 13 99 2 84 77 20 10 86 51 69 87 52 42 35 64 0 71 65 22 74 22 90 68 3 84 82 84 63 16 10 96 81 61 98 65 90 70 28 29 21 49 16 26 91 52 90 89 75 8 64 50 30 6 18 85 90 52 21 54 20 32 50 2 45 0 19 36 22 47 65 44 97 33 70 40 37 12 82 65 20 46 15 3 52 85 40 43 37 62 49 57 46 51 59 91 51 79 79 73 78 96 69 27 82 91 68 19 4 50 
84 76 48 51 31 52 36 24 95 73 86 96 83 84 47 94 27 98 25 7 24 4 55 93 83 37 37 3 9 93 5 45 69 53 97 53 58 33 77 53 59 15 2 94 51 49 88 0 0 66 37 76 22 93 69 5 30 58 61 39 51 66 85 73 72 34 26 30 19 55 35 78 70 37 24 21 39 65 51 39 31 89 15 53 82 36 10 64 95 23 56 98 90 93 71 62 27 49 44 46 4 79 77 26 69 53 99 8 18 51 99 1 40 66 6 74 2 69 38 49 92 46 0 82 39 71 96 66 21 40 65 25 72 94 52 41 47 51 1 18 
54 0 19 94 66 26 20 20 95 11 22 87 57 22 22 97 93 18 15 66 11 32 92 35 26 96 76 26 99 29 44 6 29 15 52 47 41 73 19 88 84 41 28 41 15 50 38 61 0 6 27 83 38 71 18 17 19 46 43 71 75 39 77 56 54 29 55 48 2 75 88 86 68 16 80 36 18 18 97 91 76 24 74 15 48 45 32 67 91 27 38 19 66 67 75 20 97 83 20 99 58 9 38 78 77 18 14 48 88 11 39 65 88 13 32 88 58 16 55 2 43 46 21 9 13 48 81 10 31 54 62 41 63 52 20 92 70 86 40 10 
