100
18 53 85 51 87 24 10 75 45 79 9 0 17 80 53 92 48 62 82 10 55 19 93 49 68 93 99 73 55 86 2 73 39 39 25 78 63 35 6 8 66 15 21 83 47 74 27 47 88 61 58 96 81 3 45 49 96 96 74 3 82 28 77 73 67 2 52 31 89 58 91 7 25 12 91 25 39 18 72 79 32 30 75 13 33 20 14 81 17 88 85 51 68 14 25 35 16 77 18 57 
87 10 64 64 22 7 89 13 78 62 93 10 0 68 23 30 41 37 11 10 77 48 61 45 62 86 80 30 15 99 87 2 61 4 19 83 11 8 49 89 70 42 99 15 62 74 45 3 11 8 13 88 9 75 85 23 61 66 54 29 17 93 83 78 97 2 13 61 11 62 50 33 56 2 48 19 76 45 74 40 54 88 28 15 15 66 38 28 32 44 57 1 90 41 31 39 95 44 0 6 
59 3 40 67 5 40 38 33 86 13 73 92 53 0 7 68 20 97 96 4 42 6 5 84 47 88 23 94 84 76 1 43 79 93 63 36 33 1 69 71 66 43 63 19 49 22 39 69 72 36 73 66 42 30 50 41 18 73 35 2 49 88 98 80 81 13 16 67 14 38 38 33 33 54 52 82 28 92 3 0 80 28 66 74 58 16 15 28 42 2 82 43 91 32 24 24 45 92 91 12 
30 82 45 15 88 97 97 16 41 0 69 73 28 35 0 38 4 14 18 98 17 1 41 60 33 17 84 79 10 28 43 92 10 88 8 50 37 57 18 31 58 87 4 38 23 52 29 79 66 47 77 83 48 70 43 34 88 80 65 98 8 8 42 70 48 50 20 85 8 38 16 18 78 21 8 1 25 37 32 91 37 61 27 37 31 22 71 19 2 88 69 62 96 64 32 44 14 4 82 74 
95 98 92 73 71 53 26 96 90 58 40 27 71 19 65 0 41 88 74 96 77 95 58 25 59 43 22 26 99 4 0 94 54 45 19 26 98 45 74 88 55 14 68 26 33 85 81 27 25 55 23 2 2 33 80 62 28 2 88 28 58 88 74 64 85 46 90 83 43 17 24 99 83 44 77 17 29 10 96 54 17 19 9 20 4 89 82 33 43 22 13 53 62 39 17 48 85 60 31 29 
77 7 80 60 51 9 29 80 20 25 87 37 96 96 57 53 0 91 38 80 65 51 33 80 42 50 28 80 10 11 9 39 19 41 0 70 50 81 3 70 7 90 60 55 86 69 8 23 13 46 55 30 49 88 10 92 90 38 24 53 2 33 92 21 26 44 43 76 78 46 99 37 36 59 92 74 80 53 49 93 99 4 24 1 44 34 45 87 25 69 40 27 54 84 0 80 81 43 8 59 
90 7 96 78 18 88 53 99 41 54 44 93 59 20 46 55 7 0 42 32 12 34 11 66 19 11 98 0 6 6 59 96 14 55 27 32 95 80 83 89 34 80 34 45 0 80 1 7 23 95 91 35 30 54 53 1 17 51 1 24 57 12 72 71 19 99 56 14 31 39 55 18 71 89 15 72 21 16 31 44 64 75 79 94 81 32 95 99 83 48 75 93 12 47 64 31 99 20 97 82 
12 53 0 83 94 16 7 16 84 91 60 0 66 92 46 47 76 93 0 12 41 73 5 53 73 21 36 72 94 34 6 6 39 7 41 85 75 1 1 11 92 14 64 58 58 10 57 86 4 56 98 97 29 55 3 2 77 39 26 71 25 33 29 64 92 22 50 19 23 3 82 15 69 46 25 27 57 35 14 61 43 64 10 24 20 13 27 49 53 5 20 78 90 1 95 34 23 97 53 99 
52 88 66 22 34 44 1 43 79 15 56 22 32 67 46 52 80 25 1 0 83 73 64 73 26 11 60 49 60 13 48 64 53 67 86 88 11 40 31 90 55 40 64 39 7 10 91 87 88 44 73 71 69 89 96 95 52 56 97 64 22 97 28 75 64 67 15 75 7 99 17 14 39 81 54 46 44 45 85 32 42 10 55 63 51 51 59 3 60 8 19 82 5 48 9 22 15 25 49 22 
24 67 36 63 48 42 61 44 88 46 76 82 57 83 45 8 35 56 64 47 0 83 29 22 31 90 44 98 15 45 72 91 12 61 6 13 3 67 57 43 66 86 77 23 69 23 83 56 31 99 3 48 83 84 70 66 75 66 17 42 11 89 86 76 2 92 89 58 12 98 1 78 84 79 53 6 54 36 62 85 36 66 85 71 2 55 89 77 73 6 72 85 48 58 13 50 2 2 8 14 
0 62 92 37 41 45 43 47 34 5 84 22 23 70 45 26 77 34 55 51 41 0 88 89 89 1 91 92 3 0 6 55 14 51 92 55 48 87 54 82 93 38 56 68 60 1 46 38 88 54 89 81 33 29 70 23 30 13 15 85 65 73 92 79 24 85 86 73 72 40 7 17 31 16 86 91 69 84 29 57 38 70 38 72 99 60 47 81 74 14 66 91 87 59 71 64 96 57 89 20 
98 48 90 81 64 28 72 86 12 54 95 51 76 86 75 28 46 22 9 72 36 28 0 23 39 87 39 35 44 28 7 42 77 97 23 93 25 48 79 90 54 75 41 30 61 16 58 59 90 20 84 26 48 0 1 87 87 41 74 83 21 33 78 98 31 53 92 8 1 71 98 55 98 91 38 11 59 48 71 49 68 7 27 16 59 29 55 98 22 81 81 43 15 59 94 98 13 86 58 66 
9 9 74 60 0 12 71 60 12 94 9 81 1 37 49 12 18 57 10 92 38 44 87 0 3 33 55 68 19 14 87 81 23 61 41 23 25 12 35 37 59 97 70 60 86 20 25 4 77 35 48 67 79 87 73 35 21 80 55 92 94 42 73 69 3 66 45 80 31 80 70 90 77 40 2 15 12 27 19 89 15 19 9 94 7 34 81 28 14 37 20 61 79 46 30 35 64 27 67 95 
8 37 85 37 30 40 53 42 67 24 84 82 96 93 29 3 27 10 83 93 99 55 54 31 0 37 18 18 64 85 13 24 75 51 14 5 91 67 99 10 43 83 93 91 76 74 46 55 36 29 49 36 37 55 19 90 92 37 60 57 22 26 81 49 29 95 54 20 14 54 30 10 37 75 1 66 49 48 73 38 29 74 74 66 30 93 9 22 82 69 79 56 95 61 6 24 8 60 96 23 
66 79 33 56 6 34 22 8 34 47 46 64 22 72 30 52 65 91 74 99 61 54 55 8 67 0 85 75 22 33 50 40 64 83 96 71 70 70 79 4 18 25 20 92 97 3 44 14 94 70 65 55 76 20 16 43 82 53 71 56 38 21 96 3 57 45 74 79 15 5 35 85 82 56 77 31 59 21 97 53 44 62 61 20 34 29 16 16 34 87 24 72 60 73 75 69 18 1 48 85 
6 36 71 40 92 48 71 3 22 20 8 66 82 21 38 69 50 54 85 36 93 62 9 6 87 84 0 5 38 76 42 96 12 13 37 56 14 60 11 88 81 19 6 15 93 44 84 43 99 22 80 44 84 41 50 71 77 26 28 15 2 70 12 66 36 49 74 2 61 85 90 42 56 96 10 49 92 94 45 91 68 77 36 4 18 86 27 47 64 7 63 18 30 75 84 66 76 10 68 89 
95 10 32 4 6 94 53 98 40 50 42 9 79 30 65 97 68 93 45 33 0 60 51 30 87 88 48 0 98 16 4 46 78 88 50 84 82 55 35 23 6 29 84 85 59 49 35 27 42 32 12 95 44 64 25 31 4 74 46 2 42 50 0 21 39 50 57 21 6 44 96 64 73 80 1 84 30 88 64 24 72 76 19 16 92 97 47 96 23 45 51 65 96 51 38 87 2 48 8 60 
92 57 76 18 37 29 2 19 18 66 44 90 95 15 59 87 12 58 84 35 4 87 53 52 38 43 39 92 0 99 4 88 56 80 6 46 62 60 65 80 79 61 22 74 29 81 61 41 40 97 29 96 36 34 48 27 29 87 19 73 86 76 61 95 8 19 41 70 79 58 50 10 20 25 84 1 6 98 42 98 47 23 94 84 9 42 11 39 81 82 64 20 58 25 15 67 96 8 89 75 
66 40 38 38 17 22 39 23 72 34 22 72 9 68 56 19 63 19 58 44 53 22 16 12 99 31 31 95 91 0 22 58 12 60 48 29 35 88 5 59 74 79 31 83 47 87 2 62 58 12 59 12 86 75 76 85 59 7 32 50 79 7 8 44 67 57 25 54 97 82 14 71 61 45 6 61 85 9 23 95 73 82 7 60 10 35 45 69 94 30 19 74 37 80 70 4 37 47 11 86 
30 77 9 91 22 15 4 59 76 28 55 50 62 14 10 72 50 7 93 44 37 13 70 74 93 92 31 82 40 94 0 70 71 29 13 45 96 18 5 73 98 12 75 60 78 85 85 28 44 78 25 82 43 47 8 36 40 91 70 80 85 90 2 56 19 15 54 16 33 11 41 31 23 16 44 53 1 81 34 97 11 59 79 55 58 40 43 98 31 66 78 69 56 80 77 76 48 31 44 81 
42 85 65 17 53 61 71 6 94 57 3 57 68 35 64 26 75 8 25 58 74 55 27 82 88 5 10 36 88 54 69 0 91 86 0 44 99 23 2 93 32 6 51 0 41 15 27 68 75 4 26 1 59 6 84 99 63 46 87 51 1 57 86 44 95 87 41 95 62 43 40 95 1 43 47 42 11 74 62 38 30 89 92 90 47 76 41 10 22 29 13 75 86 0 72 33 39 65 80 1 
8 21 48 62 16 96 4 79 22 19 18 53 8 10 95 55 38 36 17 12 65 30 40 3 30 64 89 21 29 69 75 89 0 23 51 59 71 8 38 46 27 8 51 35 70 46 42 60 34 11 25 52 93 65 7 76 29 96 97 10 66 72 99 8 48 51 19 19 59 58 17 86 18 68 73 41 14 67 1 1 78 26 53 71 43 60 47 24 57 45 34 75 69 34 83 17 85 3 89 96 
13 6 82 31 75 55 24 41 74 26 42 52 52 47 75 48 60 75 72 17 72 7 44 41 93 27 59 30 82 48 26 95 6 0 79 81 67 3 23 41 81 17 45 86 65 72 34 25 47 6 94 19 65 38 13 10 17 24 92 52 72 18 47 78 30 78 12 97 34 35 90 15 4 35 1 21 8 35 46 7 94 92 27 11 82 92 22 52 16 14 4 40 85 3 70 67 82 82 65 16 
69 7 83 74 43 85 95 3 72 94 62 18 38 41 30 73 33 4 25 49 70 29 89 7 32 60 75 66 42 40 34 64 99 70 0 94 55 85 49 79 31 12 98 70 53 80 43 87 84 20 36 6 49 78 14 33 90 89 52 84 81 38 48 80 8 38 75 15 76 24 95 7 36 45 29 42 25 24 29 61 44 17 67 45 95 81 31 85 70 83 70 3 73 70 84 82 9 11 97 85 
35 92 44 24 89 74 66 14 50 47 27 95 64 95 92 12 28 23 49 99 58 19 54 32 90 38 66 51 49 63 88 37 8 32 13 0 58 31 12 9 78 91 56 42 86 0 6 15 76 56 66 34 75 20 18 17 11 36 20 12 0 8 49 8 93 14 5 51 45 69 12 23 61 20 18 99 21 24 14 97 80 32 83 8 53 54 77 16 90 50 28 42 10 30 50 3 44 8 7 42 
29 71 17 42 92 35 94 65 12 60 14 44 93 49 4 98 3 34 14 46 84 42 88 94 24 91 50 69 99 57 11 80 80 28 75 72 0 69 89 80 29 3 24 74 5 81 72 8 67 38 54 3 33 95 97 57 86 99 26 37 8 89 17 89 70 92 13 38 13 3 18 95 58 94 69 63 27 94 24 94 32 30 97 65 25 47 75 11 46 53 0 55 43 18 96 65 62 9 55 28 
64 73 23 23 19 92 38 47 86 62 41 71 45 91 88 70 38 63 34 36 17 34 43 12 4 39 29 67 49 84 47 13 57 70 88 28 62 0 75 1 41 69 24 86 60 12 9 50 76 43 86 45 29 30 57 34 21 38 53 70 22 0 36 31 70 24 59 84 3 87 37 97 8 61 35 20 26 44 70 2 39 8 99 69 90 8 55 12 46 8 82 68 60 70 51 82 95 10 18 50 
49 56 47 57 69 83 77 95 79 99 49 19 8 48 40 98 56 95 10 54 55 45 74 15 15 25 49 62 88 67 13 37 23 12 47 93 47 24 0 27 76 90 98 84 38 38 34 47 33 45 53 40 42 28 7 57 53 56 20 93 23 85 31 47 97 30 92 97 54 84 24 82 74 74 66 65 12 1 12 97 98 17 37 40 45 96 49 51 52 69 44 75 6 27 74 4 57 18 53 64 
3 29 46 77 3 65 94 15 18 58 64 16 76 53 8 21 49 57 24 1 79 21 28 85 0 3 41 10 73 94 74 76 23 72 6 26 89 52 93 0 11 9 75 87 62 35 60 11 93 85 64 72 58 93 9 58 48 51 68 73 45 94 2 21 19 60 47 8 12 93 68 23 2 43 62 17 79 23 80 24 60 45 48 18 90 57 76 90 8 97 63 54 91 65 75 10 77 74 19 90 
19 87 13 74 82 76 91 13 51 71 37 63 68 85 81 10 43 9 52 3 6 16 9 98 33 36 60 11 63 79 53 82 18 66 8 1 94 99 66 97 0 4 60 43 41 93 6 36 3 58 40 61 74 49 11 60 38 72 23 1 3 76 35 22 94 44 75 41 95 41 38 70 97 99 14 39 92 20 75 47 78 67 9 5 69 72 17 7 44 92 60 0 68 95 74 14 39 49 55 87 
42 94 57 92 45 71 31 89 43 58 37 74 78 98 31 47 22 0 6 19 92 66 19 12 13 93 26 5 94 82 92 88 28 49 80 25 73 63 14 68 22 0 42 52 1 25 99 76 25 57 95 17 75 14 81 40 59 8 45 5 42 37 93 22 39 74 47 12 89 61 80 11 65 75 15 18 0 66 94 78 23 41 95 50 7 77 91 66 37 36 71 31 26 65 53 65 91 0 29 80 
13 9 44 78 36 59 49 89 26 95 67 1 37 14 52 44 91 95 63 80 31 34 11 57 51 64 74 94 16 3 75 30 65 71 60 1 82 9 90 60 57 57 0 94 72 66 90 15 61 53 48 92 40 59 2 91 76 76 86 92 32 13 74 97 36 35 50 18 44 41 79 1 50 93 47 22 59 38 90 20 43 38 64 83 49 18 27 77 95 65 70 79 78 44 76 66 31 26 84 76 
19 15 29 70 60 29 44 19 19 86 91 62 24 56 98 26 74 25 3 21 90 25 0 20 22 28 38 53 7 74 81 78 90 11 0 50 40 45 22 59 31 13 73 0 21 71 86 96 48 89 69 90 15 22 62 37 50 0 42 9 75 24 88 17 35 88 19 27 85 93 38 69 7 63 29 28 35 15 76 35 56 46 78 71 68 40 60 70 93 55 32 20 79 72 37 66 12 8 93 98 
54 83 19 61 46 48 41 33 15 70 21 71 68 99 95 88 39 7 10 32 62 42 4 41 14 41 7 27 2 52 77 56 35 96 69 34 96 62 67 11 32 88 82 0 0 29 40 79 37 51 63 99 93 68 93 60 61 0 39 15 5 16 23 92 64 92 26 60 7 46 71 39 86 5 92 26 35 32 57 72 35 72 23 29 40 16 89 54 69 28 21 74 96 45 18 60 89 45 20 96 
43 43 88 81 0 32 7 35 16 16 59 52 89 35 81 81 51 22 35 72 2 57 98 98 54 17 10 43 62 82 40 57 25 80 38 77 12 98 13 28 14 24 80 3 59 0 85 63 87 20 35 89 29 86 39 83 3 1 79 17 83 19 74 60 51 64 38 63 62 3 43 77 27 24 80 39 89 65 54 77 38 41 18 19 27 10 55 30 63 34 99 47 5 73 59 56 90 49 19 52 
52 14 29 32 90 62 71 80 79 77 9 17 18 79 89 46 41 44 28 5 30 28 52 35 53 63 91 43 13 62 96 65 76 77 49 67 39 72 99 19 49 60 88 68 39 77 0 81 73 94 86 3 74 90 38 28 5 81 71 18 95 19 36 24 97 85 43 88 58 94 7 59 54 96 27 93 25 45 26 99 40 64 54 14 54 93 94 60 26 18 30 74 37 66 98 86 4 41 75 62 
35 34 21 41 82 1 34 60 46 13 11 38 77 65 5 84 58 51 44 37 69 26 11 59 93 9 97 97 2 72 11 89 59 84 30 93 37 16 53 36 29 64 74 7 30 31 91 0 83 87 77 52 65 40 63 10 1 61 7 3 85 70 44 44 7 26 38 44 95 43 80 76 8 7 35 90 38 78 30 21 17 60 26 83 0 89 93 2 50 53 57 36 75 54 32 82 32 22 79 79 
66 11 56 26 18 91 16 9 70 98 82 87 58 8 22 11 50 16 65 52 69 74 40 44 28 25 79 13 47 58 92 65 69 48 91 40 92 59 49 62 58 83 1 68 44 24 79 94 0 96 98 13 71 39 9 99 64 88 64 63 98 57 29 20 57 20 60 49 32 61 63 90 44 65 58 88 41 90 34 85 86 33 98 9 24 7 9 40 48 25 3 98 82 84 18 40 5 30 89 89 
91 5 79 88 70 89 28 63 31 63 48 70 48 98 79 72 57 40 12 5 66 67 56 48 52 74 40 9 57 82 98 0 87 29 88 9 70 17 24 2 32 24 72 80 22 51 4 31 44 0 89 10 35 45 10 39 71 3 48 28 85 98 29 24 79 69 33 50 38 57 52 70 33 76 2 55 79 6 38 23 74 27 33 62 72 96 1 44 99 2 72 84 52 1 8 32 23 93 82 61 
2 86 32 35 62 34 42 93 93 80 17 67 8 2 81 32 98 83 76 97 37 1 33 41 54 93 73 77 86 7 39 40 93 23 75 7 57 69 1 50 2 18 70 62 72 51 94 71 86 23 0 75 24 54 17 30 47 42 8 86 50 99 26 95 22 54 3 31 75 56 34 77 26 56 91 98 7 86 21 46 61 42 21 37 96 90 67 95 33 27 33 35 26 12 30 0 66 85 84 93 
41 18 23 67 74 14 18 33 52 39 31 13 81 5 50 29 95 18 77 80 97 10 15 76 22 98 76 40 83 60 86 25 30 9 44 4 23 62 90 76 2 21 41 35 26 92 17 74 62 94 54 0 56 22 35 79 20 64 71 3 24 57 28 55 18 25 11 42 87 53 70 41 75 63 77 53 55 94 27 69 40 82 29 96 4 16 27 76 80 99 79 57 8 60 64 27 85 75 21 72 
29 43 66 56 6 43 9 14 89 37 83 81 71 12 77 27 81 5 3 61 56 34 18 16 94 82 43 79 10 16 4 91 59 70 99 18 65 8 32 6 97 15 87 20 80 64 99 61 21 54 74 29 0 45 46 83 79 41 63 41 58 19 32 69 89 83 87 6 92 19 12 41 87 51 14 19 67 13 80 89 20 6 18 9 51 64 92 83 6 7 24 16 26 9 85 67 92 73 25 36 
44 37 30 83 88 44 2 8 9 34 97 29 41 67 38 44 84 83 27 42 42 4 58 21 13 43 88 5 68 66 94 65 3 24 48 44 20 51 52 29 85 1 11 78 68 1 23 52 84 50 46 79 6 0 0 19 0 40 77 20 6 71 85 62 95 86 58 15 37 10 96 74 63 7 53 83 9 76 88 45 78 34 24 85 39 76 4 91 17 81 11 23 4 49 37 51 35 95 66 72 
57 15 98 20 22 51 4 83 27 92 81 58 26 57 43 17 34 99 60 3 33 72 78 89 21 16 41 8 11 7 32 69 74 30 41 49 82 97 32 61 89 65 19 68 23 14 37 9 66 98 12 51 70 42 0 43 58 81 3 22 41 35 43 15 17 36 64 99 34 49 13 75 14 84 43 89 51 81 98 17 31 62 20 53 5 60 48 15 42 51 89 83 38 32 50 55 69 15 7 55 
64 20 30 30 56 74 20 7 7 18 76 38 33 96 43 90 57 91 5 51 42 47 34 80 79 36 35 0 51 42 55 67 14 86 98 71 12 18 78 71 88 55 61 21 51 4 63 60 95 21 11 89 68 97 69 0 34 56 0 37 51 7 5 65 45 3 36 9 73 67 80 61 74 93 35 77 97 50 38 44 71 1 33 39 99 2 39 85 59 91 22 62 50 27 27 48 82 16 57 7 
35 90 69 9 35 56 38 33 58 76 77 30 78 63 21 29 65 12 14 76 3 36 38 6 16 18 6 50 34 63 58 69 5 79 30 41 87 68 26 45 97 55 75 27 18 97 56 36 9 22 64 65 10 55 23 26 0 29 77 59 44 87 80 2 66 10 95 53 30 21 98 79 28 26 6 47 75 14 35 36 36 99 1 47 6 76 25 79 57 54 90 2 41 70 4 7 32 51 12 15 
72 63 94 52 89 53 51 64 67 86 0 56 38 54 55 44 82 80 76 40 87 66 42 28 89 98 88 21 1 0 88 73 63 83 77 4 88 29 20 55 67 73 63 5 27 18 2 61 51 78 1 38 96 95 18 85 45 0 59 46 59 47 71 74 82 49 79 70 30 99 26 97 72 41 3 51 12 5 13 63 35 66 53 31 62 71 17 59 30 76 6 89 75 29 63 58 78 94 28 8 
46 6 58 70 48 61 74 60 18 87 75 53 5 80 36 19 3 53 79 33 81 37 74 9 66 90 67 97 84 95 5 30 2 63 53 2 76 27 62 46 14 89 99 71 21 88 91 24 41 70 10 75 7 84 84 73 74 3 0 11 98 28 41 52 43 94 54 72 21 68 18 87 9 70 11 30 58 2 55 51 24 65 78 83 1 14 56 76 17 79 87 68 59 80 20 54 27 27 78 0 
95 97 40 5 19 51 35 29 53 42 80 29 7 11 12 61 25 20 37 95 51 76 63 10 8 83 17 35 62 95 88 58 44 28 15 15 31 2 44 36 45 25 65 4 88 77 65 13 97 54 8 49 82 71 11 91 7 28 78 0 76 18 79 72 98 94 88 29 49 32 65 94 9 30 50 97 7 68 63 57 22 71 6 57 95 17 0 54 98 78 23 26 49 55 98 47 1 86 77 50 
19 42 96 80 25 47 78 32 67 41 41 41 64 47 98 59 17 98 65 67 29 89 93 78 96 91 77 97 30 54 48 1 49 96 81 74 43 11 58 62 52 0 4 69 47 2 28 16 1 94 83 82 35 76 12 31 20 89 80 50 0 80 51 93 77 32 19 72 96 77 35 48 29 39 17 77 41 98 45 94 44 29 28 31 57 40 14 77 30 94 79 26 75 30 71 4 15 90 76 11 
19 11 11 49 50 81 78 44 79 23 38 75 4 67 6 62 59 20 91 89 66 71 15 93 1 86 97 68 28 74 31 48 85 43 97 88 24 75 32 55 98 22 82 3 41 40 17 1 12 8 42 78 79 10 24 33 48 21 53 77 95 0 25 33 80 74 73 56 1 5 63 51 79 45 6 21 85 23 74 97 84 16 27 63 26 51 48 27 73 2 4 20 39 81 5 19 7 78 75 8 
35 90 59 67 35 66 88 72 89 14 21 73 82 48 89 61 0 89 88 25 43 92 97 82 25 55 53 32 33 80 40 21 70 99 88 5 17 28 29 7 42 50 32 24 99 73 85 51 15 73 28 58 17 25 41 42 80 94 74 66 27 66 0 97 18 27 55 35 55 84 94 49 35 79 25 86 52 63 89 19 36 17 78 6 94 71 0 27 17 27 45 44 93 84 42 11 63 49 99 70 
33 93 19 20 72 44 58 77 7 47 96 96 16 26 54 63 97 54 42 15 81 87 59 75 23 53 38 86 2 37 56 36 83 27 8 7 23 67 84 31 66 33 79 35 59 85 98 9 39 40 24 21 79 83 48 54 37 38 40 39 76 48 27 0 75 36 18 98 55 55 81 21 40 12 8 99 97 6 60 89 98 84 10 29 20 10 83 9 48 23 48 76 23 28 87 50 16 6 49 71 
13 82 44 53 95 53 4 44 11 65 33 62 49 95 91 21 5 75 30 6 50 31 34 74 59 22 24 27 80 25 98 93 8 94 46 55 99 50 51 63 15 85 25 17 32 16 38 38 91 69 96 94 0 30 68 11 4 44 38 84 70 88 29 30 0 75 37 86 78 88 49 93 25 26 62 58 42 1 48 86 22 44 32 74 26 0 37 31 96 75 15 18 15 45 48 1 72 37 87 50 
26 88 96 3 14 10 61 9 63 9 47 85 5 79 11 32 31 48 63 27 75 30 46 42 27 46 44 52 84 31 2 62 20 50 65 86 61 79 47 24 88 94 62 46 25 73 30 56 74 45 36 1 27 34 44 55 80 88 7 16 71 61 30 91 64 0 30 25 75 77 1 15 72 15 13 97 41 43 6 15 40 42 68 68 28 12 75 8 0 34 77 72 95 7 15 11 55 97 88 82 
75 90 98 99 57 63 48 98 7 54 65 99 48 34 67 76 46 42 37 99 76 66 23 24 73 90 35 29 88 24 63 15 66 61 14 23 77 14 74 36 21 39 35 69 73 3 98 72 97 35 23 26 1 98 50 26 40 37 7 28 61 71 95 79 84 61 0 61 76 29 97 97 68 85 18 94 88 16 18 37 3 93 63 56 91 13 83 83 51 42 12 64 13 59 96 50 21 51 63 97 
80 61 46 0 46 64 94 86 81 64 75 36 57 39 93 0 4 28 84 7 70 48 24 36 7 20 86 80 71 49 77 51 62 23 51 60 40 98 98 21 62 74 57 72 65 2 72 69 30 56 29 1 56 53 89 64 73 75 96 44 76 74 47 91 49 98 3 0 48 2 62 11 28 72 83 93 74 7 14 57 16 43 58 72 96 47 88 69 74 85 65 2 11 12 93 12 63 97 2 11 
51 16 22 79 40 57 24 15 65 90 72 81 34 82 53 82 81 94 4 7 79 69 9 90 82 55 2 45 4 56 8 7 25 31 38 65 40 62 32 5 4 56 38 38 90 44 73 71 38 77 30 17 46 92 59 80 47 13 77 3 22 86 10 47 69 0 64 9 0 97 15 66 5 5 57 96 49 30 19 87 7 50 56 5 42 15 86 41 81 63 96 3 49 58 2 18 58 18 80 20 
