50
43 62 15 9 9 33 79 75 37 73 92 43 20 82 34 7 46 76 16 8 23 10 19 56 51 4 22 39 5 0 39 0 17 7 61 79 40 41 6 77 66 98 72 86 33 6 45 79 83 61 
39 6 72 58 14 75 14 36 66 19 91 58 71 9 65 85 40 57 26 46 86 44 45 58 83 30 64 28 9 99 0 0 57 66 59 71 41 73 8 8 45 51 66 68 60 83 53 0 40 31 
47 26 76 44 84 11 74 0 39 35 52 81 35 61 47 46 33 41 72 93 1 17 44 19 37 57 2 91 9 94 74 0 20 2 4 56 13 78 8 53 65 12 86 1 74 86 99 59 27 71 
4 28 40 0 99 78 57 1 21 19 95 95 27 67 50 32 75 63 62 83 68 28 96 7 81 22 93 80 81 72 52 85 0 44 85 51 22 95 4 43 14 99 91 41 18 93 25 93 8 88 
76 77 68 24 36 49 46 29 81 79 53 85 16 57 30 2 8 52 49 12 48 63 63 91 56 81 84 34 74 92 22 2 21 0 79 57 91 77 86 72 57 91 58 73 48 88 27 8 92 76 
20 40 91 35 31 48 16 67 82 42 60 56 45 81 98 24 91 89 1 29 61 10 21 71 36 69 59 63 78 52 92 50 44 83 0 28 83 54 95 17 97 7 73 42 41 71 18 32 12 71 
61 26 34 82 97 70 4 9 33 34 13 25 36 57 61 74 85 44 29 33 62 78 40 87 20 81 11 90 65 23 13 27 49 47 61 0 17 17 8 3 3 21 80 40 30 41 66 68 38 95 
1 52 73 93 39 45 27 50 87 92 26 1 19 27 0 33 26 18 2 86 73 6 59 53 98 90 47 64 58 85 12 11 37 37 4 28 0 31 31 22 76 57 75 95 36 76 80 15 94 83 
1 67 89 61 72 39 51 19 3 61 56 67 24 45 5 28 74 40 12 57 62 88 66 38 35 2 14 16 17 60 51 19 79 92 32 51 31 0 71 86 48 79 54 72 25 59 52 51 99 64 
8 61 4 74 51 92 28 65 8 46 25 11 17 4 3 1 8 86 36 31 24 84 10 78 56 35 89 60 86 88 25 46 2 81 20 53 73 1 0 33 47 48 44 16 5 99 17 13 37 5 
44 62 89 54 40 97 42 82 57 80 70 34 27 24 16 99 30 41 0 53 75 47 1 71 15 58 71 84 71 60 89 67 22 30 22 15 27 16 97 0 96 19 71 23 96 39 23 26 81 23 
79 8 23 32 79 90 91 2 75 14 63 16 82 37 47 56 4 26 72 53 63 68 73 87 44 69 78 19 47 11 42 78 19 17 62 51 60 53 53 35 0 68 51 2 58 50 58 62 77 30 
16 92 50 41 31 46 62 10 65 61 21 60 91 93 29 53 96 89 59 49 76 79 70 80 81 80 30 91 94 59 73 62 52 75 55 83 22 17 45 39 30 0 99 21 64 29 75 60 70 34 
61 47 65 83 27 46 63 57 89 58 69 62 72 21 37 28 56 11 45 54 51 28 73 50 49 89 31 24 49 54 10 10 1 27 46 28 25 9 37 14 19 6 0 92 79 66 20 88 77 17 
42 28 97 67 31 47 8 62 23 57 68 86 19 69 13 65 49 39 27 39 53 46 97 82 90 77 48 62 17 25 32 11 6 29 78 37 76 38 51 52 95 20 38 0 41 51 84 91 90 11 
82 96 9 79 78 0 8 26 14 25 3 46 36 9 76 66 98 4 4 50 56 51 22 46 18 63 98 2 6 40 65 88 36 74 68 14 74 28 92 89 54 96 87 90 0 15 9 56 20 13 
58 28 17 32 75 35 95 73 89 54 13 54 94 2 28 62 16 55 43 9 96 97 57 83 39 14 99 48 22 71 14 32 51 31 64 26 66 12 51 7 66 17 61 60 19 0 75 35 96 70 
96 92 67 53 28 6 68 79 7 42 50 21 75 1 52 39 80 70 3 83 29 21 0 90 34 19 83 61 7 80 31 3 24 98 57 4 56 77 83 63 19 85 36 46 39 40 0 19 62 41 
2 91 15 55 33 49 26 17 10 33 49 93 89 73 91 98 78 99 27 13 15 98 99 51 45 38 92 35 9 54 28 63 98 43 70 31 92 97 48 54 82 97 47 23 23 90 21 0 42 0 
66 57 99 65 8 96 55 52 31 16 59 11 32 57 55 2 40 99 99 89 6 82 38 5 5 13 96 79 66 90 79 33 47 30 50 7 78 58 60 61 74 71 73 58 80 28 61 20 0 12 
61 85 94 0 91 52 13 39 83 80 29 14 65 76 45 15 35 23 73 47 37 0 18 10 58 98 90 71 19 69 84 80 7 30 32 98 82 98 89 17 30 18 32 95 46 77 62 81 52 0 
